"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g15",0.0827316294751132,0.0827316294751132,538.80487804878,1537.80805712035,0,0,0,0,0,0,0,0,1.55779548983255,14.3532609552333,1.51304062591789,1,0,1
"g16",0.0847859182770006,0.0847859182770006,219.684210526316,831.43069937978,0,0,0,0,0,0,0,0,2.20382519622447,13.2646181448487,1.92016483643847,1,0,1
"g17",0.214856609187996,0.214856609187996,12.0975609756098,35.62777669081,0,0,0,0,0,0,0,0,2.20433638964164,8.52157163011594,1.55828624572415,1,0,1
"g18",1.20690769560894,1.20690769560894,4.21951219512195,7.64888376297384,0,0,0,0,0,0,0,0,0.0514955001931128,6.28060033252565,0.858173000979826,1,0,1
"g19",0.584163766831357,0.584163766831357,77.3508771929825,138.126688566535,0,0,0,0,0,0,0,0,2.05879462894301,10.3952695938673,0.836502543545801,1,0,1
"g20",1.22819227059354,1.22819227059354,2.07017543859649,3.95820647365365,0,0,0,0,0,0,0,0,1.8595012773524,4.47649724055989,0.935093835082937,1,0,1
"g21",0.0565092940488281,0.0565092940488281,64.5614035087719,124.996682516577,0,0,0,0,0,0,0,0,0.805871209617921,10.8822418744391,0.953145958439292,1,0,1
"g22",0.34147667890961,0.34147667890961,3.10526315789474,7.01535868768917,0,0,0,0,0,0,0,0,1.55602722087927,6.45194063457383,1.17580133324711,1,0,1
"g23",0.035347687801034,0.035347687801034,61.9824561403509,144.053141716535,0,0,0,0,0,0,0,0,0.955795774701667,10.9396553233125,1.21666929524246,1,0,1
"g24",0.0772645721118643,0.0772645721118643,97.2280701754386,163.519965978862,0,0,0,0,0,0,0,0,0.360019704040383,11.4288766338453,0.750022009686412,1,0,1
"g25",1.60874956830294,1.60874956830294,9.82926829268293,15.4326998682397,0,0,0,0,0,0,0,0,1.08025554223403,7.61495162452842,0.650834546741498,1,0,1
"g26",0.101966759275758,0.101966759275758,92.1951219512195,207.935790769608,0,0,0,0,0,0,0,0,1.32904939267559,11.585618479183,1.17337577750056,1,0,1
"g27",0.0659268665928192,0.0659268665928192,8760.43902439024,28153.3435738687,0,0,0,0,0,0,0,0,1.67939646823282,18.4889507622204,1.68423119459855,1,0,1
"g28",0.0279128437108535,0.0279128437108535,3941.41463414634,16397.8161371847,0,0,0,0,0,0,0,0,2.25733777736494,17.2143378336558,2.05671825625308,1,0,1
"g29",1.13180113620734,1.13180113620734,4.48780487804878,15.3945879634424,0,0,0,0,0,0,0,0,3.07915563448038,6.76995454512922,1.77834139757664,1,0,1
"g30",0.0509324739624409,0.0509324739624409,7.90243902439024,33.7239745036712,0,0,0,0,0,0,0,0,2.17375351687705,8.58491150585988,2.09340467023285,1,0,1
"g31",0.316984290422681,0.316984290422681,4.95121951219512,9.81622236064116,0,0,0,0,0,0,0,0,1.04082065252647,6.71737723541819,0.987384017256957,1,0,1
"g32",0.00980607261956801,0.00980607261956801,581.487804878049,2473.88524032802,0,0,0,0,0,0,0,0,2.08721071453202,14.7054621727789,2.08895773696533,1,0,1
"g33",0.381468232999074,0.381468232999074,52.1951219512195,103.772955433488,0,0,0,0,0,0,0,0,1.45327947861478,10.0920600953777,0.991443620906818,1,0,1
"g34",1.1143450599898,1.1143450599898,7.53658536585366,12.5510928466712,0,0,0,0,0,0,0,0,-1.09781079165609,6.62962570035235,0.735830059349253,1,0,1
"g35",0.0320407076635067,0.0320407076635067,1028.38596491228,2707.73185790771,0,0,0,0,0,0,0,0,1.46237820772652,15.1576020802791,1.39670305237293,1,0,1
"g36",0.114542495862524,0.114542495862524,12.9473684210526,27.7912090866777,0,0,0,0,0,0,0,0,1.00002772300835,8.61288022896664,1.10196970490725,1,0,1
"g37",0.120743994919981,0.120743994919981,292.859649122807,732.98758655914,0,0,0,0,0,0,0,0,0.925717062945258,13.1217711190683,1.32357933687928,1,0,1
"g38",0.10558663426295,0.10558663426295,19.9024390243902,63.9874155276196,0,0,0,0,0,0,0,0,1.68012134662779,9.64950068984992,1.68484295419167,1,0,1
"g39",0.033454074214838,0.033454074214838,172.536585365854,259.131581862045,0,0,0,0,0,0,0,0,0.495830700841669,12.243907054158,0.586782546499856,1,0,1
"g40",0.0863748779111272,0.0863748779111272,487.09756097561,1944.89816935868,0,0,0,0,0,0,0,0,2.0923615235431,14.589484951559,1.99741195645276,1,0,1
"g41",0.0249207574127276,0.0249207574127276,518.210526315789,1096.89964555826,0,0,0,0,0,0,0,0,1.23181413385122,14.0324631072736,1.08182131467284,1,0,1
"g42",0.0774526133733605,0.0774526133733605,60.2631578947368,166.994616861718,0,0,0,0,0,0,0,0,1.66474537978327,10.8518625492494,1.47045341783107,1,0,1
"g43",0.556521704766861,0.556521704766861,140.052631578947,409.788590613473,0,0,0,0,0,0,0,0,1.82561797889925,11.9852190336164,1.54891072540395,1,0,1
"g44",0.331152925161064,0.331152925161064,103.853658536585,174.965880986072,0,0,0,0,0,0,0,0,0.888552983407344,11.4999806195994,0.75252157839097,1,0,1
"g45",0.158219655150067,0.158219655150067,48.280701754386,75.3251990027428,0,0,0,0,0,0,0,0,0.626973994198989,10.437118762593,0.641685933651868,1,0,1
"g46",0.0569310293684902,0.0569310293684902,55.3508771929825,103.09167637049,0,0,0,0,0,0,0,0,1.1494322281368,10.6982601895615,0.89724976817436,1,0,1
"g47",1.06002674162092,1.06002674162092,1.80487804878049,7.00708169708732,0,0,0,0,0,0,0,0,0.508104591185401,5.60705975264325,1.95691235601351,1,0,1
"g48",0.0950454372595352,0.0950454372595352,46.8245614035088,195.458286146336,0,0,0,0,0,0,0,0,2.45115994809614,10.7808828356468,2.06152336050621,1,0,1
"g49",2.55197033466729,2.55197033466729,22.9268292682927,54.7076694242075,0,0,0,0,0,0,0,0,-1.43024024509246,7.35422831581625,1.25470625039453,1,0,1
"g50",0.0370696092106554,0.0370696092106554,253.121951219512,410.662423082436,0,0,0,0,0,0,0,0,0.985685843230614,12.7826263975499,0.698120316026561,1,0,1
"g51",0.131400029890928,0.131400029890928,188.853658536585,450.324881710515,0,0,0,0,0,0,0,0,1.57305520979822,12.8097204336476,1.25369746039991,1,0,1
"g52",0.160305965865822,0.160305965865822,246.585365853659,488.573795475929,0,0,0,0,0,0,0,0,1.28113180420846,12.7039904321371,0.98648930472225,1,0,1
"g53",0.574036175035299,0.574036175035299,4.21052631578947,10.2917024099313,0,0,0,0,0,0,0,0,1.39671285600492,7.42445166493638,1.28940915993386,1,0,1
"g54",0.102725678252119,0.102725678252119,111.035087719298,456.109082608068,0,0,0,0,0,0,0,0,2.09116248944113,11.9442610650063,2.03836325074622,1,0,1
"g55",0.220076834692524,0.220076834692524,54.4634146341463,212.815934128329,0,0,0,0,0,0,0,0,1.87704438404071,11.0677316185603,1.96624683209415,1,0,1
"g56",0.548783486752316,0.548783486752316,66.9649122807018,103.469366842766,0,0,0,0,0,0,0,0,0.729884555593998,10.7337154980116,0.627726439139635,1,0,1
"g57",0.154427442701668,0.154427442701668,223.719298245614,416.686560469082,0,0,0,0,0,0,0,0,1.34741536939705,12.46934690944,0.897272859014449,1,0,1
"g58",1.71486260914764,1.71486260914764,1.75609756097561,8.4786285217172,0,0,0,0,0,0,0,0,3.72388748808248,5.47368646560596,2.27145792068394,1,0,1
"g59",0.384652375510625,0.384652375510625,11.6491228070175,19.7970781326948,0,0,0,0,0,0,0,0,0.859447956902306,8.27562591809643,0.765066195154982,1,0,1
"g60",0.0704333457700778,0.0704333457700778,304.19512195122,585.365119237362,0,0,0,0,0,0,0,0,1.02310193884433,13.3559130875986,0.944339762626938,1,0,1
"g61",0.487442548791384,0.487442548791384,11.2280701754386,18.8398514319539,0,0,0,0,0,0,0,0,2.65276072313021,7.48331131353788,0.746677602298638,1,0,1
"g62",0.0548179654571996,0.0548179654571996,2323.22807017544,4247.59633608424,0,0,0,0,0,0,0,0,0.771873839238614,15.925190767134,0.870515878534618,1,0,1
"g63",0.0930418219709676,0.0930418219709676,84.8421052631579,247.35452210308,0,0,0,0,0,0,0,0,1.51167209874174,11.7300742568377,1.54372794959036,1,0,1
"g64",0.0548991403338226,0.0548991403338226,203.491228070175,615.178831455576,0,0,0,0,0,0,0,0,1.7315435549205,13.0018283135439,1.59603925511311,1,0,1
"g65",0.138691057841711,0.138691057841711,496.649122807018,2022.00808052377,0,0,0,0,0,0,0,0,1.80947851529408,14.4127327599116,2.02548989422514,1,0,1
"g66",0.307083466840576,0.307083466840576,104.298245614035,212.359497426078,0,0,0,0,0,0,0,0,0.108841787512024,11.191122336833,1.02579374157595,1,0,1
"g67",0.0275252584426485,0.0275252584426485,232.070175438596,1436.23500164121,0,0,0,0,0,0,0,0,2.59293885076983,13.7027323463332,2.62965879576588,1,0,1
"g68",0.223750135196184,0.223750135196184,7.12280701754386,13.5970207008517,0,0,0,0,0,0,0,0,0.852184181160216,7.37611065669339,0.932772763123972,1,0,1
"g69",0.458279583376531,0.458279583376531,5.8780487804878,10.0773145489959,0,0,0,0,0,0,0,0,1.22623406697682,6.83941329592136,0.777701997051843,1,0,1
"g70",0.0498152690081397,0.0498152690081397,1262.01754385965,2914.43621368442,0,0,0,0,0,0,0,0,1.20826828438575,15.3543812571636,1.2074848606921,1,0,1
"g71",1.47011798884338,1.47011798884338,8.58536585365854,17.1255281705476,0,0,0,0,0,0,0,0,2.06473669656185,6.31070935192349,0.996196963964924,1,0,1
"g72",0.240965160525285,0.240965160525285,72.6829268292683,191.015014159279,0,0,0,0,0,0,0,0,0.829023955785685,10.9755772017791,1.3939976204552,1,0,1
"g73",0.203228301050156,0.203228301050156,124.926829268293,187.702846178245,0,0,0,0,0,0,0,0,0.505108602493793,11.687661975644,0.587367183022242,1,0,1
"g74",0.0417153815888193,0.0417153815888193,139.09756097561,226.440868978033,0,0,0,0,0,0,0,0,0.792315194172952,11.9288667225372,0.703037242219444,1,0,1
"g75",0.285111973499401,0.285111973499401,3.24390243902439,5.11956074077469,0,0,0,0,0,0,0,0,0.855162586970693,5.96797021766008,0.658289601160183,1,0,1
"g76",0.119573009777968,0.119573009777968,45.9298245614035,85.4507105023588,0,0,0,0,0,0,0,0,0.773141805266368,10.1922429082338,0.895661214724698,1,0,1
"g77",2.98595393512877,2.98595393512877,0.780487804878049,3.29171111079591,0,0,0,0,0,0,0,0,1.63589202319077,1.34345084829776,2.07638973123109,1,0,1
"g78",0.606085937320715,0.606085937320715,156.263157894737,676.574621763292,0,0,0,0,0,0,0,0,2.00926080142467,12.2924459533429,2.11427138805242,1,0,1
"g79",0.16960318666713,0.16960318666713,18.1707317073171,33.7401977406315,0,0,0,0,0,0,0,0,0.67723636762832,8.79775392282196,0.892851912985683,1,0,1
"g80",0.412879253555673,0.412879253555673,2.07317073170732,3.70363077763586,0,0,0,0,0,0,0,0,-0.365122078121359,5.12850632210485,0.837101349091335,1,0,1
"g81",0.244757499616968,0.244757499616968,16.8947368421053,46.8946535058673,0,0,0,0,0,0,0,0,1.41149786614947,9.37024721581541,1.47284957059625,1,0,1
"g82",0.136230084717649,0.136230084717649,4.96491228070175,7.89257691018773,0,0,0,0,0,0,0,0,1.31246172858977,6.99980055643527,0.668728185459123,1,0,1
"g83",2.6089837285565,2.6089837285565,2.19512195121951,12.0984872854026,0,0,0,0,0,0,0,0,-1.73313622631969,4.69797486008222,2.46245367693368,1,0,1
"g84",0.0540086446843736,0.0540086446843736,39.140350877193,68.2080284842556,0,0,0,0,0,0,0,0,0.794482589452203,10.3730445679344,0.801284873704355,1,0,1
"g85",0.0487272445474121,0.0487272445474121,263.912280701754,544.034642264059,0,0,0,0,0,0,0,0,1.32546889350768,12.8904604231903,1.04364003473725,1,0,1
"g86",0.123779497685681,0.123779497685681,163.701754385965,282.125705987927,0,0,0,0,0,0,0,0,1.35105659034751,12.0689731888162,0.785268340396996,1,0,1
"g87",1.18316313487069,1.18316313487069,2,11.2457532096179,0,0,0,0,0,0,0,0,1.11043726645561,6.28145318441421,2.49130838698479,1,0,1
"g88",0.0957643658325098,0.0957643658325098,11.719298245614,19.8257384347821,0,0,0,0,0,0,0,0,1.00264209796525,8.44647441908329,0.758488418515278,1,0,1
"g89",0.622557044428453,0.622557044428453,93.1951219512195,164.494766885233,0,0,0,0,0,0,0,0,0.909006388138241,11.2731677700578,0.819715339893606,1,0,1
"g90",0.031712630262599,0.031712630262599,76.8421052631579,122.896029996735,0,0,0,0,0,0,0,0,0.652634131070302,11.1454169480341,0.677469361446842,1,0,1
"g91",0.0724874596775408,0.0724874596775408,531.754385964912,2140.4699005866,0,0,0,0,0,0,0,0,1.95042074912643,14.6252050434488,2.00909561557025,1,0,1
"g92",0.389674461797764,0.389674461797764,4.29268292682927,9.28422903069636,0,0,0,0,0,0,0,0,1.89039809885552,7.29718054385235,1.11290249864318,1,0,1
"g93",0.0175106298726526,0.0175106298726526,944.842105263158,2055.30511033378,0,0,0,0,0,0,0,0,1.24947545728799,14.9956819838788,1.12120741558456,1,0,1
"g94",0.065640954214452,0.065640954214452,4.94736842105263,8.93726858011398,0,0,0,0,0,0,0,0,1.15770837743175,7.13841105759417,0.853172642164539,1,0,1
"g95",0.0938863899005016,0.0938863899005016,931.964912280702,3612.19766711534,0,0,0,0,0,0,0,0,1.95616215635648,15.3437921061587,1.95452929758823,1,0,1
"g96",0.188003917462776,0.188003917462776,10.8421052631579,48.0845670666169,0,0,0,0,0,0,0,0,2.07020753866307,8.56475524577793,2.14892901071272,1,0,1
"g97",5.53966330414453e-06,5.53966330414453e-06,0.609756097560976,1.39697124653783,0,0,0,0,0,0,0,0,0.841586271079827,4.46738732373035,1.19599814131429,1,0,1
"g98",0.101883671514357,0.101883671514357,1656.24390243902,3391.93006874289,0,0,0,0,0,0,0,0,1.20836873597872,15.6513179340378,1.03419128302939,1,0,1
"g99",0.23156393871633,0.23156393871633,1.24390243902439,2.64339223179239,0,0,0,0,0,0,0,0,0.54707692570511,5.27889826996826,1.08751717346685,1,0,1
"g100",0.113731957105834,0.113731957105834,777.649122807018,1937.80396051216,0,0,0,0,0,0,0,0,0.922575829028926,14.693402625722,1.31723136714632,1,0,1
"g101",0.323846662255383,0.323846662255383,5.28070175438596,12.0981267791866,0,0,0,0,0,0,0,0,1.63328326393326,7.25981307200941,1.19598211652056,1,0,1
"g102",0.0840142507840607,0.0840142507840607,29.8292682926829,198.384772023682,0,0,0,0,0,0,0,0,2.84310100156312,10.4914471024667,2.73350079485092,1,0,1
"g103",0.0788426105907173,0.0788426105907173,170.859649122807,610.556876791664,0,0,0,0,0,0,0,0,1.78708931470223,12.6595516567543,1.83731397180856,1,0,1
"g104",0.188556906089513,0.188556906089513,430.707317073171,754.081317299703,0,0,0,0,0,0,0,0,0.0361613205299367,13.4543474000353,0.808012273683525,1,0,1
"g105",0.58278434110279,0.58278434110279,6.68292682926829,14.7216635886952,0,0,0,0,0,0,0,0,1.42180406495849,7.46412589271983,1.13938872568097,1,0,1
"g106",0.457947936519256,0.457947936519256,1.58536585365854,2.43591226870194,0,0,0,0,0,0,0,0,0.0213798688608939,5.13322427447441,0.619646365971862,1,0,1
"g107",0.201940593165925,0.201940593165925,52.4390243902439,81.5938980603379,0,0,0,0,0,0,0,0,1.16406718482438,10.2412207167115,0.637820420371792,1,0,1
"g108",1.75868631098383,1.75868631098383,2.04878048780488,3.19839700388654,0,0,0,0,0,0,0,0,0.319343280606927,5.91478985421813,0.642583607583759,1,0,1
"g109",4.21443481985398,4.21443481985398,0.560975609756098,1.06795695583086,0,0,0,0,0,0,0,0,1.60295728301756,1.06142254596635,0.928843548713125,1,0,1
"g110",0.0622520930670304,0.0622520930670304,749.09756097561,2872.80423990868,0,0,0,0,0,0,0,0,1.80625765375306,15.1306425244858,1.93923415759442,1,0,1
"g111",0.0790304287016829,0.0790304287016829,72.2631578947368,108.765349387412,0,0,0,0,0,0,0,0,0.645660207518146,11.0410377940253,0.589886807112745,1,0,1
"g112",0.405376344417078,0.405376344417078,5.4390243902439,10.2240239480376,0,0,0,0,0,0,0,0,0.490656549651749,7.11985265721451,0.910543320254465,1,0,1
"g113",1.01631834087562,1.01631834087562,9.87804878048781,29.5691089854792,0,0,0,0,0,0,0,0,4.29202652891526,7.21478260443315,1.58179277269938,1,0,1
"g114",0.16078879759508,0.16078879759508,21.7073170731707,91.0149541856032,0,0,0,0,0,0,0,0,2.25343707474102,10.0666911635833,2.0679221800282,1,0,1
"g115",0.119524023723912,0.119524023723912,6.36585365853659,12.6275649881218,0,0,0,0,0,0,0,0,1.22413262916091,7.81716486448031,0.988150569594775,1,0,1
"g116",3.42034568169471,3.42034568169471,45.8292682926829,109.954123550437,0,0,0,0,0,0,0,0,1.2766208679202,7.91129691872029,1.2625605527974,1,0,1
"g117",0.0744903809972764,0.0744903809972764,484.707317073171,755.218928910837,0,0,0,0,0,0,0,0,0.612707333494216,13.8078538398165,0.639781063670151,1,0,1
"g118",0.0984865980577527,0.0984865980577527,15.859649122807,29.0429450470235,0,0,0,0,0,0,0,0,1.01653134625044,9.17557586493355,0.872826901255276,1,0,1
"g119",1.38954882844472,1.38954882844472,1.75438596491228,4.23628313184038,0,0,0,0,0,0,0,0,0.358526884887144,4.18376742400366,1.27183283941705,1,0,1
"g120",0.131493315194374,0.131493315194374,39.1578947368421,78.3347576658584,0,0,0,0,0,0,0,0,1.00107778583745,10.1453749004582,1.00034938041926,1,0,1
"g121",0.26618202759055,0.26618202759055,3.31707317073171,7.60277823498224,0,0,0,0,0,0,0,0,1.28297879167759,6.82028458157443,1.19661587316166,1,0,1
"g122",1.24778560519137,1.24778560519137,1.36585365853659,3.23314519511568,0,0,0,0,0,0,0,0,1.26515751431364,4.75802535885201,1.24313538048837,1,0,1
"g123",0.0464720165826736,0.0464720165826736,294.017543859649,977.159243371535,0,0,0,0,0,0,0,0,1.86914644985516,13.5401003855987,1.73269144863637,1,0,1
"g124",0.248675091285513,0.248675091285513,25.1578947368421,41.1085343150499,0,0,0,0,0,0,0,0,0.929828592630205,9.44883612357292,0.708426735275538,1,0,1
"g125",0.138525300949061,0.138525300949061,3749.45614035088,6048.40167739049,0,0,0,0,0,0,0,0,0.382290928026332,16.5998488456259,0.689872605372528,1,0,1
"g126",0.0256277883796841,0.0256277883796841,704.658536585366,3058.31979316499,0,0,0,0,0,0,0,0,2.32811611077036,14.9022109007899,2.11774303914186,1,0,1
"g127",0.146631767615518,0.146631767615518,1.97560975609756,4.33218940970965,0,0,0,0,0,0,0,0,1.26628735220095,6.08083398286814,1.13279832281337,1,0,1
"g128",0.8966756753782,0.8966756753782,1.29824561403509,2.84451695204827,0,0,0,0,0,0,0,0,-0.852375953511415,4.12515958486089,1.131620327411,1,0,1
"g129",0.0560270982606009,0.0560270982606009,2205.68292682927,5022.77245256716,0,0,0,0,0,0,0,0,0.869917460665629,16.0501616588636,1.18725850352058,1,0,1
"g130",0.441794227681215,0.441794227681215,2.54385964912281,13.7793226930553,0,0,0,0,0,0,0,0,3.66214525696811,6.98389689250748,2.43741399478728,1,0,1
"g131",0.232891415995785,0.232891415995785,786.609756097561,1941.62069832811,0,0,0,0,0,0,0,0,1.14830695292999,14.460251018656,1.30354140845529,1,0,1
"g132",0.518982292986926,0.518982292986926,5.19512195121951,9.71683003437669,0,0,0,0,0,0,0,0,1.92881816894225,6.86009155217896,0.903328118018917,1,0,1
"g133",0.154229584970377,0.154229584970377,3.54385964912281,10.3315986652663,0,0,0,0,0,0,0,0,0.822651481885324,7.23495786944875,1.54367013394013,1,0,1
"g134",0.0951477976528358,0.0951477976528358,2.49122807017544,4.47396597741488,0,0,0,0,0,0,0,0,1.37230615912165,6.06042671833798,0.844697180024131,1,0,1
"g135",3.80933513919136,3.80933513919136,1.68421052631579,3.28928875060458,0,0,0,0,0,0,0,0,0.140718967331626,2.99285162293158,0.965703174332019,1,0,1
"g136",0.868895445281323,0.868895445281323,4.8780487804878,8.25729841230119,0,0,0,0,0,0,0,0,-0.394176548765417,6.37301176864803,0.759365658872973,1,0,1
"g137",0.859308832979852,0.859308832979852,37.4210526315789,59.2829293539797,0,0,0,0,0,0,0,0,0.837381936131361,8.07892281780717,0.663766596167084,1,0,1
"g138",0.517240826305684,0.517240826305684,4.48780487804878,9.28806120457082,0,0,0,0,0,0,0,0,1.28994284403356,6.58795913782546,1.04936752757332,1,0,1
"g139",0.940993004347829,0.940993004347829,144.975609756098,294.845173490847,0,0,0,0,0,0,0,0,2.19821089016689,11.4468986114161,1.02414737180983,1,0,1
"g140",0.798187937205023,0.798187937205023,3.04878048780488,6.00520881721977,0,0,0,0,0,0,0,0,1.83429408707628,5.34464259941714,0.977982133135791,1,0,1
"g141",0.234431498302895,0.234431498302895,17.6491228070175,54.8166799086039,0,0,0,0,0,0,0,0,2.10727565066933,8.8338450415908,1.63501847009461,1,0,1
"g142",0.689220464725138,0.689220464725138,4.01754385964912,8.49641879294231,0,0,0,0,0,0,0,0,0.448945571059316,7.06351721631705,1.08054110515835,1,0,1
"g143",0.248292486041491,0.248292486041491,7.45614035087719,12.3397187166439,0,0,0,0,0,0,0,0,1.09426382353284,7.52984290362016,0.726808586717929,1,0,1
"g144",0.450980498776744,0.450980498776744,3.95121951219512,7.18346250663716,0,0,0,0,0,0,0,0,-0.334339054457009,6.07516206434153,0.862381408045958,1,0,1
"g145",0.0418206299668739,0.0418206299668739,11,39.6579168847252,0,0,0,0,0,0,0,0,1.65395927469694,8.79285875015993,1.85010537522366,1,0,1
"g146",0.213052679543808,0.213052679543808,5.94736842105263,28.0914189021256,0,0,0,0,0,0,0,0,2.69343006769934,7.90618398335667,2.23980614298103,1,0,1
"g147",0.0913350524748113,0.0913350524748113,4075.48780487805,7215.8745656995,0,0,0,0,0,0,0,0,1.12476462666755,16.8358476226144,0.824201510995787,1,0,1
"g148",0.131362265022342,0.131362265022342,5.45614035087719,16.0856170455892,0,0,0,0,0,0,0,0,2.30101721378433,7.7058470447887,1.55981861787374,1,0,1
"g149",0.301709646065237,0.301709646065237,28.0975609756098,97.0724508215395,0,0,0,0,0,0,0,0,0.892592711242697,9.99733864683678,1.78861701469174,1,0,1
"g150",0.150703725134493,0.150703725134493,40.1951219512195,78.9950294503715,0,0,0,0,0,0,0,0,1.21449106249567,10.2767787317298,0.974741450765103,1,0,1
"g151",0.128605334457854,0.128605334457854,988,1573.65763421307,0,0,0,0,0,0,0,0,0.204006898850892,14.8653161245242,0.671538754565218,1,0,1
"g152",0.426047490254238,0.426047490254238,121.926829268293,427.244833551143,0,0,0,0,0,0,0,0,1.68638143670482,11.8422128100695,1.80904742895778,1,0,1
"g153",0.402292347740153,0.402292347740153,1.50877192982456,2.32656226999927,0,0,0,0,0,0,0,0,1.0665415865535,5.67820215265004,0.624825060534551,1,0,1
"g154",0.192585034832894,0.192585034832894,4.26829268292683,10.0665671976262,0,0,0,0,0,0,0,0,0.159596616009311,7.12974045774192,1.23784078111817,1,0,1
"g155",0.0602751024509621,0.0602751024509621,2598.58536585366,9905.273975326,0,0,0,0,0,0,0,0,1.76822023859977,16.6082660150666,1.9304704263416,1,0,1
"g156",0.139777662132287,0.139777662132287,24.9122807017544,40.8491231362619,0,0,0,0,0,0,0,0,0.137171202442067,9.36004063488977,0.713448004596648,1,0,1
"g157",0.111334692720074,0.111334692720074,24.140350877193,39.2956391676755,0,0,0,0,0,0,0,0,1.11383137082369,9.53024472796856,0.702922572680017,1,0,1
"g158",2.30200535941885,2.30200535941885,0.51219512195122,1.43959987972324,0,0,0,0,0,0,0,0,1.09474510989591,4.70107112703733,1.49090246867925,1,0,1
"g159",0.769194065564676,0.769194065564676,2.24390243902439,4.1811790960591,0,0,0,0,0,0,0,0,1.95589484059502,4.50894433580934,0.897899889470627,1,0,1
"g160",1.11191971297259,1.11191971297259,1.07317073170732,1.86300177268496,0,0,0,0,0,0,0,0,1.15630670365214,3.89344157540994,0.795749433015343,1,0,1
"g161",0.253073940559137,0.253073940559137,3.4390243902439,14.8731835318139,0,0,0,0,0,0,0,0,2.78194741765247,6.65285294769686,2.11264222933123,1,0,1
"g162",0.364827715145597,0.364827715145597,66.1219512195122,176.48497944479,0,0,0,0,0,0,0,0,1.79288147251415,11.2884901479136,1.41634419816684,1,0,1
"g163",0.362247810105929,0.362247810105929,77.1052631578947,175.855963753128,0,0,0,0,0,0,0,0,1.21599999395013,11.1669070964352,1.18949301540687,1,0,1
"g164",0.0430760455809553,0.0430760455809553,330.175438596491,743.388638547737,0,0,0,0,0,0,0,0,0.705501656288478,13.5325599687814,1.17088383551047,1,0,1
"g165",0.0586108722133994,0.0586108722133994,767,1611.48917532712,0,0,0,0,0,0,0,0,0.985392850707433,14.7031536811202,1.07109601473791,1,0,1
"g166",0.655632037053232,0.655632037053232,1.39024390243902,2.97406179997389,0,0,0,0,0,0,0,0,1.27760193548964,5.67756219042052,1.0970966168583,1,0,1
