"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g79" 3868 10920 2965 2749 5573 7018 6886 8198 17026 3958
"g80" 1233 855 491 690 1310 2518 6869 8027 11633 7614
"g81" 840 754 252 1460 662 637 967 1283 926 914
"g82" 8645 19175 6194 18756 12433 34044 40504 29392 46970 54071
"g83" 86 266 122 163 174 463 786 522 215 262
"g84" 90 66 40 27 74 54 115 41 472 154
"g85" 2773 1148 525 620 777 6151 10401 1484 3060 1196
"g86" 2291 5476 6828 3994 4794 18548 12270 10471 12241 5848
"g87" 2556 1809 2687 1656 2280 1844 2779 4085 6147 5116
"g88" 10828 63141 21204 32662 22562 60370 137239 123486 243943 67280
"g89" 9237 3803 10679 5105 11196 5305 4538 5610 8247 7773
"g90" 2330 5353 1968 3422 3256 2840 6210 5502 3823 3550
"g91" 66 578 322 287 210 514 809 616 1465 387
"g92" 106 110 30 52 72 213 126 111 75 156
"g93" 21647 22497 24073 27172 16955 54319 92509 62334 81154 52869
"g94" 50 54 0 122 5 141 9 111 67 31
"g95" 180 461 83 177 514 373 469 113 890 246
"g96" 66 63 1 7 34 58 66 999 147 107
"g97" 298 440 554 199 334 475 1488 880 1301 895
"g98" 495 251 1083 850 604 1441 1456 1259 1422 1997
"g99" 314127 314185 378839 259549 319320 850574 797668 531323 898927 751031
"g100" 41 47 67 33 23 100 43 23 135 117
"g101" 1184 1108 2180 1515 2133 7628 6398 5299 5732 3390
"g102" 2880 22153 6056 3581 1204 8198 14766 3798 10546 1263
"g103" 221 442 361 288 117 1246 1346 911 1263 445
"g104" 9318 27655 12056 11733 15886 46448 81104 72960 53229 35064
"g105" 5562 2270 3354 1969 7476 18006 9767 9248 12638 6847
"g106" 714 940 466 581 674 2019 2840 3103 4336 3503
"g107" 1107 932 779 636 682 2144 2278 2014 3599 1428
"g108" 665 571 945 251 653 1082 1231 1620 1403 2169
"g109" 12191 18987 13560 10361 11591 14682 23343 15950 18654 19159
"g110" 124 374 190 171 175 30 842 922 378 399
"g111" 35 97 44 92 20 65 81 270 61 160
"g112" 7404 11619 3527 2338 4383 14218 16647 17807 11953 13760
"g113" 152 429 388 343 137 656 430 151 565 273
"g114" 1131 3158 1905 1984 1103 3962 5994 3262 5591 4921
"g115" 1423 1228 665 664 588 750 3271 1687 2549 713
"g116" 1010 1155 832 4286 1371 3884 4765 3730 3727 5889
"g117" 15498 17949 15420 8295 14792 36466 49082 39585 66186 28230
"g118" 149 213 127 35 33 35 855 481 782 254
"g119" 5477 2190 15070 43892 26198 35245 35880 59024 95312 38387
"g120" 459 512 569 445 1159 551 979 645 1368 941
"g121" 709 440 828 647 144 1158 1312 685 1823 815
"g122" 372 323 0 92 4 555 1806 1630 38 41
"g123" 710 924 771 581 734 3162 3964 5593 4123 2464
"g124" 108 20 173 10 29 325 767 227 1196 112
"g125" 8052 13464 8665 8169 10382 34971 39377 33261 42678 24271
"g126" 18518 34951 21847 23991 17632 83745 106691 95824 110816 98189
"g127" 0 192 0 76 29 1 9 34 9 5
"g128" 2386 3664 4667 2378 5284 6174 4716 6646 13211 10376
"g129" 760 313 304 1016 976 1353 4555 2146 530 1694
"g130" 91 45 37 14 2 50 74 8 13 88
"g131" 158 654 186 117 599 386 877 553 588 468
"g132" 6953 23003 12588 17225 13879 39390 19595 20062 54994 56668
"g133" 604 849 398 627 443 846 1261 934 1053 824
"g134" 1184 1953 1339 1572 1192 1613 4224 2821 4164 3861
"g135" 38 1272 587 300 350 256 254 517 1808 214
"g136" 4933 4920 7668 4087 4794 9299 13177 7014 14803 4957
"g137" 6146 3962 6340 6369 5700 9835 14751 5751 16820 3899
"g138" 0 200 0 716 0 56 58 4 10 1627
"g139" 2355 896 144 737 88 1686 2478 3367 1815 1348
"g140" 340 342 494 490 388 831 888 1209 1362 1180
"g141" 5288 19664 6374 8637 9652 14790 19695 11904 14562 10873
"g142" 1081 3381 684 872 2673 4418 3392 3872 6682 3194
"g143" 10617 22001 12571 9661 13154 31759 37784 25502 40636 35693
"g144" 4214 8312 6241 2840 6280 10457 15986 11117 14960 11300
"g145" 158 145 134 95 116 94 992 298 352 85
"g146" 54027 71345 73935 54029 106171 91492 126986 145339 147165 59444
"g147" 7578 13411 11778 7667 7324 22337 51066 22727 40668 27567
"g148" 173 363 232 446 344 468 991 1288 1832 1227
"g149" 45882 58281 71384 39002 75875 157778 173290 188157 226208 134805
"g150" 151 224 171 84 154 1349 586 314 1049 528
"g151" 263 212 131 109 97 45 360 407 381 433
"g152" 55 38 60 79 27 81 152 117 43 104
"g153" 361 811 382 500 780 1310 2037 811 1831 810
"g154" 0 13 114 38 573 2397 307 1028 48 256
"g155" 434 72 565 495 546 405 1092 214 466 558
"g156" 7 33 32 39 8 129 117 33 475 4
"g157" 1417 481 364 885 504 1622 3889 1206 2147 1067
"g158" 3200 1772 1641 1086 2229 3526 3874 3329 6391 10638
"g159" 1516 2875 1785 1838 1928 3068 4040 3733 3627 2822
"g160" 0 0 0 0 0 0 0 486 0 0
"g161" 2416 2921 559 2451 2078 16776 5481 18744 14129 9002
"g162" 0 0 0 0 43 2 94 0 4 0
"g163" 103566 112060 108254 115697 119705 132332 195976 121024 127642 155010
"g164" 1641 1513 1107 1222 2405 4863 7680 6158 4622 4652
"g165" 1516 820 1527 1086 1513 2230 2604 2637 1844 1399
"g166" 36 114 65 91 92 254 571 141 273 331
"g167" 306 1582 371 298 390 2539 825 2691 1124 1082
"g168" 104 40 42 191 89 81 430 98 311 209
"g169" 839 1270 832 950 933 1642 768 978 1755 406
"g170" 232 171 31 81 218 76 63 173 263 187
"g171" 2045 1145 5099 1040 3208 3535 7147 2777 2279 4311
"g172" 15362 10050 11337 3823 2613 14799 25084 5909 14693 34464
"g173" 9835 18831 12976 10476 12913 38069 35808 50626 42058 28439
"g174" 1154 674 177 306 261 1727 975 1310 3294 1410
"g175" 46812 84287 48766 64714 38224 94289 126736 99818 130140 170818
"g176" 38 246 76 92 74 15 222 216 134 304
"g177" 130 104 150 83 726 193 177 152 271 285
"g178" 559 1489 657 1371 374 2717 225 2156 2845 827
"g179" 40 0 11 12 0 12 5 74 1 71
"g180" 187 272 300 290 306 905 681 935 1264 575
"g181" 2001 1450 877 1733 2741 4173 4192 2817 5105 3671
"g182" 12 609 229 2 17 120 165 12 36 0
"g183" 363 506 295 192 368 361 679 670 1079 779
"g184" 59870 69292 52826 31473 34615 103403 81997 84364 89073 63583
"g185" 1189 1290 968 611 1910 2220 1908 2222 2299 3291
"g186" 12 0 4 433 0 164 36 27 70 28
"g187" 31431 21938 22505 18676 27387 162858 144918 146773 166565 115978
"g188" 55 146 22 212 372 37 211 114 84 9
"g189" 28 63 11 7 19 86 249 53 122 81
"g190" 3177 5887 6667 5194 3573 7858 9219 8997 6813 8951
"g191" 2221 1470 2127 7527 8156 12761 4882 2377 2122 7727
"g192" 8997 12612 11115 4489 12597 24407 34118 39436 54475 25701
"g193" 3017 4495 2830 3181 1864 6897 12237 7118 7177 7983
"g194" 1810 3689 2342 3226 2629 15974 14521 9245 17193 9218
"g195" 1250 3568 1313 1701 2066 4159 3201 2295 5217 3881
"g196" 662 2210 943 399 1290 1800 5979 3526 4501 2776
"g197" 7177 8129 4673 7151 12379 13812 22047 9914 15626 17125
"g198" 7304 4842 8732 5889 6144 3023 6888 15000 4805 1796
"g199" 24493 182410 105772 24715 34824 28588 35690 35616 89150 27671
"g200" 39 57 32 17 10 66 51 54 32 45
"g201" 15 23 17 13 43 33 127 96 24 45
"g202" 1235 2617 775 1124 2313 7988 3698 6914 4873 7004
"g203" 1136 1529 2134 2743 571 1975 3278 5784 1853 442
"g204" 17431 32585 27816 22163 19893 34662 33522 46483 46627 50206
"g205" 1536 4103 2264 1351 1988 4057 3520 3110 4849 2469
"g206" 995 7610 3381 3085 3511 4061 4262 2153 2624 2553
"g207" 291 227 139 397 321 1809 316 859 1247 593
"g208" 36 8 32 9 70 71 76 87 208 49
"g209" 1249 2219 1636 1450 1656 2909 5034 3203 3581 2632
"g210" 7165 9955 6421 6882 8205 10256 13296 13454 15086 8729
"g211" 4434 10091 3405 9422 4328 20895 21106 43485 18114 17382
"g212" 523 5 1 2 339 1 74 5 18 43
"g213" 652 559 373 425 1371 1666 1955 1397 1067 1914
"g214" 139 165 40 59 291 410 188 646 4 58
"g215" 3874 8456 4714 3268 6711 14052 17033 8874 16435 17747
"g216" 28 51 47 27 23 97 103 65 103 144
"g217" 4216 5474 3802 3139 5496 8160 9275 7698 13476 6035
"g218" 2779 1236 473 548 848 2767 3500 7305 239 1403
"g219" 11109 17500 19563 15658 16934 14246 23020 19146 44128 29584
"g220" 9455 7666 9055 4494 6146 8216 16657 14458 11205 8565
"g221" 4211 629 602 1149 2118 6775 3338 7988 7949 2477
"g222" 5087 7397 6450 4318 7269 9020 8018 6648 10866 4690
"g223" 29389 13977 19352 22062 17698 36113 4786 88561 17827 21524
"g224" 23946 24043 21462 31305 60482 143822 99277 107484 126873 67150
"g225" 2638 2418 3221 2986 2080 4825 10474 10093 7701 6529
"g226" 2155 2092 1859 2026 2138 2490 8683 4101 6202 2313
"g227" 5726 5305 4037 6315 3795 6198 9834 9453 5254 10994
"g228" 0 0 0 0 0 205 2 0 1813 32
"g229" 457 378 365 917 699 1086 2404 1034 1809 1005
"g230" 15 30 11 12 18 93 5 59 53 17
"g231" 3125 8281 3763 10707 14343 18372 24480 10585 23966 21850
"g232" 3599 7236 4628 3261 6757 6269 6269 3932 5136 5242
"g233" 3948 9116 4970 6340 6090 15641 20313 15690 11818 13786
"g234" 338 972 280 281 288 1522 1050 1767 614 793
"g235" 18588 37619 12572 18126 14899 81940 93079 23622 26179 77788
"g236" 488 698 377 699 814 1827 1710 1872 1979 978
"g237" 772 1250 122 540 1008 2457 7108 6339 4666 3765
"g238" 121 272 156 120 280 192 717 570 670 477
"g239" 5979 13672 9880 7177 8637 18953 27785 19379 18255 14989
"g240" 9 519 40 264 66 166 329 70 276 391
"g241" 13001 18148 9026 30999 18826 22616 59171 38673 26408 21030
"g242" 3938 4850 3590 1392 2609 8185 13135 11659 15763 10261
"g243" 953 1221 871 955 1061 4301 6012 7276 4119 2406
"g244" 451 1223 1813 920 1534 781 11231 1942 2073 659
"g245" 37 711 211 414 161 691 180 550 752 466
"g246" 62 98 131 258 93 56 140 436 287 45
"g247" 3188 5073 8716 4461 6081 8207 12212 13521 13407 10113
"g248" 2725 1495 2280 3074 1988 4665 5029 2788 3794 1395
"g249" 384 285 120 204 382 923 517 415 1953 777
"g250" 6115 15481 6644 9756 20023 21504 31686 30389 28991 8854
"g251" 3696 9381 4230 5432 7288 3028 2249 9909 16648 3171
"g252" 17075 13475 11160 9168 12295 48573 52677 20608 31836 32016
"g253" 172 470 248 110 291 1053 1924 967 1394 1182
"g254" 622 781 507 393 552 1070 1463 1114 1105 911
"g255" 7481 9108 5226 10243 11100 19539 27938 16072 24942 12630
"g256" 11287 23401 12966 7120 14015 37344 26478 26134 20996 17070
"g257" 2610 6594 3763 2724 3166 14183 17688 17220 17398 13456
"g258" 3140 1988 3227 1440 3718 7912 11338 5016 8463 3533
"g259" 5962 9356 2682 4576 4806 5751 8815 10682 17071 5949
"g260" 12895 23262 9270 851 5683 19056 13618 23753 8893 12561
"g261" 879 131 319 450 457 464 2203 2530 1845 309
"g262" 140 638 169 440 207 534 436 438 1178 343
"g263" 15659 15953 17702 8504 8571 38121 58997 35300 33930 35508
"g264" 541 10668 4295 17 2616 19344 4245 2166 1074 2279
"g265" 150 273 307 53 146 102 447 672 104 299
"g266" 396 786 640 710 851 1033 757 800 1099 476
"g267" 61 74 181 60 58 556 15 17 26 117
"g268" 53557 94651 64872 81365 81282 251618 689045 394273 683657 270880
"g269" 129 152 121 93 154 220 377 314 444 257
"g270" 5 91 42 51 33 64 120 173 104 57
"g271" 5970 3282 12576 2289 4560 6048 7203 7674 5521 6975
"g272" 1203 2052 2526 1586 2343 1764 4300 2071 4799 1788
"g273" 577 700 623 710 1410 1610 1524 3114 2039 1777
"g274" 36 40 31 33 19 46 45 31 176 35
"g275" 274 94 21 57 91 386 104 994 507 1272
"g276" 543 727 467 496 575 860 1095 955 1179 973
"g277" 1094334 634977 688427 1835023 998987 6450907 7297380 6959156 7930211 5342791
"g278" 3345 6793 2330 588 1643 9048 32332 6276 27023 1276
"g279" 4 172 82 45 35 141 126 138 543 42
"g280" 153 386 120 379 376 1484 2546 691 267 896
"g281" 267 105 197 83 292 253 395 53 390 606
"g282" 7433 6407 5258 5232 6474 23514 29243 12872 31392 25753
"g283" 3406 3213 3260 3076 3420 5589 6369 4519 4231 5880
"g284" 116 111 116 85 112 326 492 308 478 272
"g285" 5411 8381 7343 6395 4784 8646 10146 8466 20135 10053
"g286" 11655 17920 12173 13636 12595 17216 30711 17651 29892 27017
"g287" 10102 10980 12398 7768 13908 32174 28713 28966 32963 23828
"g288" 305 561 499 385 510 957 1188 882 1497 1364
"g289" 67 365 15 24 28 209 680 205 37 61
"g290" 2082 4993 4127 7860 7799 13007 11738 16835 13534 10668
"g291" 269 8348 865 58 4167 1599 1534 5173 11973 5737
"g292" 5370 4442 7482 2134 3000 5481 4423 3823 6380 10972
"g293" 1330 4632 2845 2777 3030 10511 3051 4854 9552 3690
"g294" 1211 3269 1448 4273 7878 11200 7126 2347 5650 18593
"g295" 2315 4270 2496 1544 3261 5663 4686 6159 8028 4977
"g296" 120 28 19 0 244 26 251 166 227 98
"g297" 2987 9769 9566 4114 13119 24037 4893 5391 13404 7037
"g298" 3866 3821 2146 2185 2839 10190 13135 7114 10634 9227
"g299" 351 396 249 303 298 311 914 720 435 546
"g300" 1979 1449 2616 2331 2176 10252 11433 6257 10370 10139
"g301" 16 27 22 43 32 54 85 70 119 138
"g302" 141 15 47 22 144 50 107 48 64 158
"g303" 95246 32594 69513 75986 44273 116709 141404 135202 131858 149393
"g304" 4134 4188 4109 739 1198 3503 5837 3264 8572 2404
"g305" 927 1218 1136 797 1091 1386 2031 2516 2659 1997
"g306" 19817 33963 8563 23008 8656 119177 94465 92457 61415 83607
"g307" 140 202 105 148 75 282 365 236 291 492
"g308" 640 1178 525 554 858 2093 6053 5807 6403 6096
"g309" 12746 19855 13943 11727 16844 79566 77251 52524 67202 99220
"g310" 16804 21663 15572 21566 12881 31685 51504 95520 57215 36666
"g311" 2078 2903 1636 2063 2353 5163 4377 3314 5153 3962
"g312" 4793 5107 2157 4410 5705 27637 26476 24133 53132 10279
"g313" 21256 34111 22034 11979 10318 28061 48532 60483 41250 45659
"g314" 11 18 6 16 23 21 92 187 20 31
"g315" 474 602 622 234 965 1115 1001 1571 2277 945
"g316" 90 20 26 9 90 116 177 201 611 36
"g317" 1788 6601 5161 2888 3214 17131 11182 11553 14205 5292
"g318" 13 9 17 11 9 29 22 27 29 11
"g319" 9884 19072 9267 11931 9734 36286 31720 41984 37957 27957
"g320" 17498 21165 20630 20080 20274 121524 178012 124620 148377 127280
"g321" 9074 12243 5694 5496 6889 13532 16298 9510 15485 8516
"g322" 163 380 438 301 330 493 575 319 570 653
"g323" 69 86 68 112 98 188 244 97 159 103
"g324" 61 72 39 42 43 120 163 138 135 133
"g325" 16603 16259 19057 17591 16806 46260 66312 83283 53249 43911
"g326" 6180 11956 5643 3571 8106 8629 13478 10874 22389 11747
"g327" 130 130 85 77 49 46 439 153 235 90
"g328" 327 217 157 153 132 334 217 337 343 271
"g329" 629 1831 1291 1022 990 1961 2568 2494 2284 1342
"g330" 6843 8881 8926 11263 12098 18768 23176 20067 22955 13760
"g331" 3737 5142 3753 4612 5459 6948 10157 6703 8868 7140
"g332" 19 88 111 42 0 2 13 3 30 144
"g333" 11 12 17 26 102 114 96 135 68 239
"g334" 6141 5193 3755 3339 5797 8963 7628 9319 10491 9792
"g335" 4496 8700 367 4770 4564 382 5101 7281 5 14320
"g336" 173 420 180 438 214 191 948 1042 508 470
"g337" 945 1064 973 1334 254 1331 1267 1991 2322 718
"g338" 637 1266 276 813 1267 1182 741 1102 1045 1040
"g339" 655 1431 446 600 591 1236 1214 1477 1339 1160
"g340" 33207 59883 25291 20373 26359 102277 58076 134757 158890 88289
"g341" 0 109 48 1432 971 22 24 220 1708 1965
"g342" 4460 1263 3225 625 5105 13685 3987 10687 33157 9620
"g343" 8159 10647 6686 5245 8466 26185 38071 23981 29636 26825
"g344" 6656 13774 7338 1563 4666 8331 14866 12197 7709 7241
"g345" 8351 13542 6755 11241 11354 17958 18167 18072 19100 14618
"g346" 447 231 210 895 227 10246 94 17849 5642 1837
"g347" 2318 2512 2028 1722 2000 5049 5010 5501 6218 5881
"g348" 1995 1130 1816 3174 868 4162 3313 1375 2756 2071
"g349" 217 316 176 126 212 449 343 467 648 286
"g350" 769 1428 888 511 1498 2065 3495 2674 2938 1619
"g351" 1368 3538 2507 1649 2762 4798 4257 3618 7453 2548
"g352" 51 39 63 159 72 53 157 146 412 142
"g353" 4578 3600 4037 944 2514 6013 9217 11237 14491 5355
"g354" 1627 854 666 841 1702 1841 3145 3634 3177 938
"g355" 0 7 2 0 0 3 5 4 103 7
"g356" 315 126 8 36 114 43 80 176 152 197
"g357" 7343 1705 7794 1225 9570 14814 56572 8642 53276 27191
"g358" 3002 5839 3376 5021 5843 10706 13105 8120 13453 5595
"g359" 33487 34288 19636 15553 18547 37016 31164 49257 27386 7671
"g360" 84 3 245 41 0 8 0 515 2 342
"g361" 460 1783 1084 658 772 1988 2141 2438 2266 1354
"g362" 1 25 1 0 13 39 12 38 346 16
"g363" 425 1195 1158 395 1878 3474 1288 7 404 2170
"g364" 2748 4134 2223 2816 2696 10566 7759 13875 13196 7040
"g365" 1306 2256 927 481 1003 3672 5489 3559 1113 3413
"g366" 4093 4743 3235 3504 4372 8631 9926 9279 10897 7676
"g367" 4033 908 2147 2524 806 2449 5845 67 7957 5283
"g368" 32 104 13 35 16 31 33 42 99 229
"g369" 7253 5079 6399 4235 12982 27453 29355 21139 40803 14589
"g370" 64047 68451 64664 48218 75886 88878 135013 85614 129725 104995
"g371" 14 10 69 8 11 1 8 16 104 52
"g372" 164 354 32 53 76 253 341 214 654 334
"g373" 76 131 75 69 82 170 252 157 219 169
"g374" 45 24 23 21 44 107 94 66 274 178
"g375" 21 29 33 9 23 47 43 99 32 60
"g376" 13 10 17 15 18 20 47 36 34 27
"g377" 599 836 201 432 1011 1939 2379 1646 942 1063
"g378" 97 77 131 61 216 309 437 261 115 196
"g379" 955 1096 2033 1478 494 3801 1731 2139 7450 1372
"g380" 552 2277 1374 363 1673 1515 2105 2088 1397 411
"g381" 1590 2748 817 4288 1182 5129 122 4553 976 1219
"g382" 2710 3510 2904 7732 4257 25632 65802 52650 46390 31605
"g383" 13198 55248 30028 95700 59625 105865 114085 111527 57856 67764
"g384" 44790 110018 48493 46349 73956 164009 107046 246715 92588 156413
"g385" 36725 37280 22290 23968 19400 58364 77796 130957 96653 93657
"g386" 797 744 615 902 1065 3450 3722 2484 5089 2517
"g387" 15599 16010 9758 12550 13595 20549 28470 31703 23163 38465
"g388" 384 385 199 614 464 1073 873 730 334 505
"g389" 2842 2071 1250 2848 1433 1223 2176 7407 3848 2253
"g390" 6673 11192 7829 12269 10361 21522 14220 29445 20464 18133
"g391" 684 2068 453 1018 1048 1481 1316 112 1764 1836
"g392" 4825 7478 6239 4211 5914 13964 18278 13197 15989 13432
"g393" 155 604 167 139 147 201 434 225 291 352
"g394" 71443 58271 22729 46864 34931 216131 239360 369281 432632 203397
"g395" 815 803 678 338 297 594 1311 1188 887 481
"g396" 2454 4042 3031 2745 1914 3406 5114 5217 8553 4504
"g397" 20010 19323 18929 19487 20484 51776 46803 34069 46479 42053
"g398" 8057 18855 21090 9966 16619 15336 74930 19678 34877 15357
"g399" 3569 3199 2227 525 405 420 11386 6590 1464 2121
"g400" 2944 4079 2028 1967 3078 16680 21322 11717 22293 8215
"g401" 66598 112679 81665 52727 43001 148065 387132 181953 260574 196601
"g402" 2679 3579 1310 2397 2189 3877 8744 6605 4788 3364
"g403" 12344 34511 14682 13206 22691 28385 45972 18064 34121 15940
"g404" 1068 824 2496 797 488 2578 2791 278 3571 2894
"g405" 0 56 163 19 0 116 0 107 0 9
"g406" 3349 3673 1893 1427 1463 3549 2036 3414 3496 2403
"g407" 94 133 123 98 163 311 403 301 224 203
"g408" 735 1061 245 195 223 908 868 248 47 349
"g409" 999 2304 1823 3410 3009 605 1169 2115 1528 3159
"g410" 0 9 12 82 4 464 23 8 0 75
"g411" 2027 2569 1430 547 2246 3129 6158 1504 762 3533
"g412" 1954 5009 4195 3583 2189 8539 6791 2978 9739 6953
"g413" 2498 2088 2404 1489 1910 6004 3363 8536 5665 6104
"g414" 454 809 1570 760 1326 2701 1290 3075 3457 2445
"g415" 11 55 29 11 28 195 70 237 85 100
"g416" 2096 549 614 618 234 1435 1099 118 753 129
"g417" 46286 79122 52621 25552 39804 103899 92303 90104 120534 72796
"g418" 360 1148 365 314 391 1989 743 1640 1612 1559
"g419" 103 255 230 255 275 464 370 218 444 280
"g420" 3270 5811 2392 1160 2971 4371 8675 3696 3886 6966
"g421" 421 631 456 314 448 799 727 302 379 481
"g422" 426 621 482 382 401 593 1068 753 1185 757
"g423" 36 117 43 34 58 80 109 147 169 94
"g424" 2379 2098 5790 2088 3862 4051 7242 3456 10656 6782
"g425" 7588 10109 5652 10872 10634 22846 31041 25157 23892 12274
"g426" 6842 9546 6540 6477 7456 20923 26548 22007 30205 27830
"g427" 365 471 608 271 425 1117 802 1028 997 857
"g428" 2286 3017 1817 1772 2592 4037 9627 5998 9347 2231
"g429" 3390 2291 1587 1861 2267 4372 5847 2065 3445 4887
"g430" 3651 3683 1258 2214 2872 4590 4563 4574 6155 5038
"g431" 20116 11180 16411 16709 16622 57785 55300 51270 36060 38985
"g432" 13308 11387 13993 15026 23924 25208 49056 21374 23157 48109
"g433" 749 12855 2253 18927 21711 21631 34494 6322 25809 31282
"g434" 15160 21933 17375 12237 18448 25988 25274 30827 37939 36630
"g435" 9006 25684 10828 10982 10371 18815 41240 36036 33185 25625
"g436" 500 221 393 187 690 1989 2512 1209 733 1120
"g437" 2009 3471 1450 1582 4055 3496 6064 2184 5944 4920
"g438" 1046 9 2 198 177 687 19 0 23 45
"g439" 18 190 116 5 394 423 14 1383 133 219
"g440" 1478 3811 1424 1034 1116 2602 1407 1083 2234 2567
"g441" 4996 11683 3991 6779 12451 58559 67161 44013 105264 10356
"g442" 390 10 0 5 2 8 15 226 0 2
"g443" 830 2139 467 2099 1922 2155 1220 611 2726 1589
"g444" 20628 35560 22514 29316 30032 121321 101940 113910 161794 115733
"g445" 502 162 365 393 254 2255 1161 1554 781 1982
"g446" 219 253 230 230 140 315 930 440 323 83
"g447" 6743 15089 8255 2354 5420 7484 12343 6705 3496 6194
