"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g187" 60 519 423 416 253 1848 1781 1351 1317 725
"g188" 47 92 0 101 190 6 199 143 111 223
"g189" 517 234 536 379 901 537 751 848 1964 1076
"g190" 11 78 19 67 135 1 69 22 2 26
"g191" 1638 5556 3458 4222 3633 10940 6920 6291 9164 7716
"g192" 3069 5513 2785 6090 7004 12272 9480 8596 6436 9661
"g193" 7534 12386 8243 12972 10335 25146 23540 24263 32388 36890
"g194" 154 70 73 86 58 454 131 196 57 87
"g195" 1136 1988 885 2323 1829 3028 1506 2222 2893 3003
"g196" 20145 34748 28245 28626 19296 57172 37215 54292 67471 54958
"g197" 185 77 171 123 137 219 76 129 389 247
"g198" 299 154 24 9 16 361 698 194 691 338
"g199" 25836 41014 28464 30176 17763 44654 38968 60398 56119 64461
"g200" 13347 15919 16674 13194 17764 33814 28482 36137 46605 23010
"g201" 1822 2715 2681 1714 3229 10198 6547 5975 6610 7432
"g202" 521 944 615 1083 667 957 839 1172 1030 645
"g203" 3239 5942 4873 4568 5719 23619 14808 21444 15548 14149
"g204" 3015 5025 3380 4262 3336 14756 19524 11592 7329 16270
"g205" 632 4 93 77 98 198 168 1571 605 590
"g206" 19 41 57 50 13 61 51 22 64 48
"g207" 31 52 87 82 55 149 190 138 216 248
"g208" 329 791 571 422 549 1509 1614 1752 1594 2359
"g209" 10988 17094 10435 14638 15529 50749 44992 25074 24315 51604
"g210" 20968 10391 19065 28175 17015 54418 104136 52979 38934 55362
"g211" 1489 3980 3842 5164 3480 7814 7379 7644 6613 7789
"g212" 8204 20601 15559 15702 15782 27771 43334 19201 26245 25568
"g213" 10 11 101 42 24 4 29 6 5 78
"g214" 24281 36630 28605 39983 23381 51071 48216 32990 42981 70852
"g215" 0 14 72 15 1 19 9 23 86 89
"g216" 17 32 30 93 12 627 63 443 848 789
"g217" 2636 1583 387 2419 2878 5129 651 2191 1419 2674
"g218" 651 449 714 184 475 611 1065 2367 1109 1106
"g219" 898 468 368 1111 438 307 899 729 1162 3069
"g220" 17818 18524 14443 18842 26112 37046 30401 33004 26796 43945
"g221" 491 419 1669 705 392 814 806 1101 1419 2400
"g222" 476 330 139 467 355 529 1155 726 235 714
"g223" 356 1038 1625 261 660 3123 3343 810 932 1600
"g224" 1065 1840 1414 1315 1368 2477 2381 3084 2864 3283
"g225" 10479 16493 15217 11733 18397 30514 22043 25094 18125 30415
"g226" 63 53 83 139 89 225 146 105 151 303
"g227" 13 53 15 24 59 112 82 68 43 26
"g228" 360 119 67 521 346 440 822 259 271 305
"g229" 1326 1861 1341 852 1580 3625 6972 5045 1058 910
"g230" 251 149 206 37 16 235 93 382 159 396
"g231" 106 182 125 219 84 845 710 218 436 907
"g232" 168 863 510 600 692 1250 564 523 1060 915
"g233" 24564 21169 21181 29122 30041 66227 49006 46169 66720 67950
"g234" 3756 6363 12081 8725 8999 8692 10554 11338 3006 4556
"g235" 5330 6333 5178 7731 6170 10247 9226 7245 7462 12713
"g236" 32 564 122 318 141 491 416 212 184 325
"g237" 321 2206 724 1124 957 2597 2576 3579 2908 5267
"g238" 152 163 140 91 130 240 269 296 290 235
"g239" 29 839 370 177 341 1761 181 167 256 2665
"g240" 17 34 53 49 16 35 51 42 83 90
"g241" 48893 45667 69474 31003 70025 100285 76449 101313 50842 93699
"g242" 5179 6605 7166 5975 7213 10905 11757 8782 11125 11167
"g243" 6245 3441 2316 3929 3142 18831 16241 18953 25495 31526
"g244" 3548 7175 9376 4852 8301 9919 12665 7739 3983 20721
"g245" 5150 9083 34901 28727 3115 34962 52331 9553 30977 7351
"g246" 214 778 431 791 1131 1827 524 1157 1195 4027
"g247" 6787 6695 11627 5048 6348 16888 6576 5418 9879 9002
"g248" 11647 32319 18456 17017 22799 52638 74796 50179 44106 77145
"g249" 46149 64268 49848 56226 44546 149512 165474 138555 99874 190991
"g250" 26835 32152 43487 23679 37620 48629 60220 45629 39919 59894
"g251" 33324 54133 46040 71299 35579 324744 267649 184076 240123 311736
"g252" 187 86 37 118 144 252 236 202 148 221
"g253" 21 141 2 224 18 40 14 49 76 8
"g254" 49 87 39 23 98 124 25 111 74 58
"g255" 268 55 192 158 229 443 999 267 597 224
"g256" 178 513 694 203 579 1211 686 1381 930 1116
"g257" 2346 3702 2043 2414 3363 3409 5323 3854 3396 3930
"g258" 114 936 147 865 472 827 528 602 240 854
"g259" 204 229 259 145 309 1453 342 769 277 999
"g260" 6614 11900 13389 12583 14055 21706 10527 11682 15472 16166
"g261" 184 589 1923 679 860 974 4791 1253 4508 1921
"g262" 262 639 140 706 488 2553 1913 1054 1212 2109
"g263" 490 1373 1020 2238 553 8964 2654 3313 1747 2870
"g264" 128 178 215 163 111 907 417 272 439 505
"g265" 1545 2110 2308 1866 1512 4796 4539 1322 3453 3143
"g266" 2864 1920 5093 5935 2464 6870 1102 3511 5039 5364
"g267" 10406 28987 15927 12619 17709 21961 30107 25280 25105 40790
"g268" 257 637 236 195 87 428 176 234 330 477
"g269" 1554 2258 1294 749 969 4721 6056 826 1279 4161
"g270" 7948 7085 17533 6183 13207 83408 61822 41245 74708 68059
"g271" 3401 4941 2603 4218 4253 6478 12911 9543 4746 9627
"g272" 1212 1522 1244 836 2783 5460 10093 1125 4101 9528
"g273" 163 343 143 140 60 345 618 316 142 281
"g274" 20985 31597 31251 32099 32655 40610 70750 40292 66185 45308
"g275" 1546 3800 2091 3470 2890 5197 4623 2754 2053 2762
"g276" 14613 18613 11734 54138 19531 57559 32984 99148 86854 48000
"g277" 10 88 17 36 33 20 23 40 42 19
"g278" 181 225 224 256 920 912 585 534 143 520
"g279" 87 12 85 27 40 462 54 70 466 345
"g280" 25486 16427 45504 21956 59622 44887 109860 27106 37113 47172
"g281" 127 137 277 149 94 1037 743 703 892 820
"g282" 45788 47234 53514 56410 69254 174209 152111 159933 123232 152230
"g283" 225 415 111 347 41 614 187 228 195 62
"g284" 1612 2229 2515 1558 2915 3724 3022 2270 2965 4386
"g285" 2728 2498 2424 2896 3607 5274 5119 3384 4252 5601
"g286" 95 124 84 126 64 372 227 198 270 317
"g287" 9 13 13 18 22 43 32 27 35 52
"g288" 697 2687 822 1948 1103 2963 1925 3240 2228 2749
"g289" 8811 10842 16464 15632 11858 12367 16809 14866 20710 15777
"g290" 2127 5182 6692 5106 9513 6620 4061 9464 7258 13328
"g291" 77 33 408 111 361 146 171 377 112 298
"g292" 2925 1881 2600 3285 5315 8629 4926 4390 6227 6319
"g293" 1175 1193 1134 1147 1263 1771 2165 1016 1520 2713
"g294" 8042 11389 9177 12370 11094 20883 14082 11760 10549 17672
"g295" 0 22 29 35 17 73 29 22 18 20
"g296" 156 99 318 502 250 400 373 632 434 75
"g297" 227 395 80 243 138 471 933 574 659 1415
"g298" 33355 92013 45743 29371 30054 84317 58778 66081 61626 62505
"g299" 583 944 694 1318 563 3371 2431 3951 2773 4158
"g300" 23797 38925 31408 37345 30354 45109 54179 52788 43327 41770
"g301" 42 136 7 123 26 260 79 145 44 16
"g302" 139 67 125 61 27 374 375 488 93 620
"g303" 106679 118478 47296 116262 128996 816363 552286 394714 239222 507558
"g304" 10 23 23 60 81 85 72 15 6 64
"g305" 4 22 95 41 27 86 162 168 105 274
"g306" 15393 19102 19441 14400 13596 38697 25017 14349 25894 32240
"g307" 1970 4423 6721 2748 6848 11150 3524 2830 9894 1794
"g308" 1330 3059 613 1358 2276 2179 2122 3705 3397 3757
"g309" 7344 7007 6081 7392 8140 21706 22301 32168 19727 19722
"g310" 45027 73644 59593 72335 76942 102877 111373 97008 79041 87937
"g311" 9991 11633 2977 2691 5397 22714 6989 2059 2754 4313
"g312" 5030 7634 7476 7495 5419 12972 10824 10523 11350 14147
"g313" 9889 13567 6614 13238 15393 17057 18536 29730 27183 8570
"g314" 1943 1575 1794 1817 3263 3555 4625 2896 2633 3323
"g315" 132 308 99 291 105 456 556 1049 677 1158
"g316" 15645 18093 19168 25852 25326 34947 25335 22268 34756 57697
"g317" 702 503 861 427 675 1347 1613 168 2975 2668
"g318" 5 17 25 3 23 84 21 49 33 79
"g319" 1366 926 1486 2466 882 3414 2105 838 1332 2221
"g320" 1833 3 327 756 4781 495 6564 6203 634 2197
"g321" 43186 46232 51102 51687 47411 175516 147531 67719 70438 82343
"g322" 1957 3025 2371 2766 2215 5973 4031 7998 2022 3164
"g323" 43 45 36 19 16 154 14 44 26 97
"g324" 11236 16657 8867 11172 16215 19115 22015 17686 12387 15171
"g325" 192 289 223 291 261 504 371 355 307 444
"g326" 774 621 857 1372 1902 2732 1917 2161 1933 5790
"g327" 9033 13339 14627 8246 17656 16147 28750 17119 22016 19032
"g328" 1936 2446 912 2521 1188 1807 2307 1910 1805 1787
"g329" 15869 33877 22383 31040 30081 99348 56890 76438 61642 120373
"g330" 16410 30746 33583 23354 34864 78541 57750 46817 42898 61402
"g331" 94 186 126 153 133 316 265 355 244 204
"g332" 3 32 39 0 40 263 25 81 49 18
"g333" 1836 5152 3325 2528 4032 7561 4490 3178 4161 6605
"g334" 16 0 0 0 0 0 0 0 543 0
"g335" 99819 65869 213581 178397 133409 322032 177108 114901 379830 646851
"g336" 596 2497 0 0 876 36 2 2232 900 10
"g337" 2056 3676 2453 2813 2071 4310 4290 2093 2336 5878
"g338" 27 232 239 331 63 159 212 813 223 374
"g339" 10 1 76 284 114 20 15 228 4 40
"g340" 44 41 81 215 37 87 327 344 64 232
"g341" 9746 13087 10432 12662 10873 49873 49791 38477 41846 41296
"g342" 32 31 60 37 92 184 56 120 38 550
"g343" 163 134 96 86 25 35 237 66 149 452
"g344" 2480 6085 3452 3065 3503 10000 5960 5811 5210 8825
"g345" 44 40 32 46 27 386 103 24 47 575
"g346" 3126 4457 1463 116 11588 6046 7837 4107 21939 2609
"g347" 154431 433950 126793 197133 153109 749034 690387 326661 388688 441516
"g348" 338 491 236 424 188 3501 1603 964 1723 2049
"g349" 150 305 209 237 278 358 846 448 624 1388
"g350" 2668 7759 4935 11985 5710 9749 7819 5764 23842 16065
"g351" 27060 44910 27136 33727 28207 47640 42699 36250 32450 53124
"g352" 163 150 413 437 180 470 338 352 401 545
"g353" 26996 68831 34429 43899 51417 93954 53570 28984 116327 37747
"g354" 40 36 57 30 40 26 57 82 79 189
"g355" 3431 3567 2560 3741 4234 10254 9904 10354 6051 8576
"g356" 3950 6214 3286 7859 3822 13523 11737 11050 7029 8810
"g357" 29463 57464 33865 47465 33796 74455 76559 37116 52032 73742
"g358" 6988 16086 11313 22336 7466 34924 31230 19945 19784 19722
"g359" 5462 7187 5680 6978 7175 24447 17362 11153 12436 21417
"g360" 3779 4709 3058 5145 3614 6301 6820 5413 5118 8329
"g361" 2274 4589 3250 5557 5050 10671 6860 5006 10709 9412
"g362" 9 12 53 48 13 41 63 128 19 93
"g363" 35 69 0 41 7 51 82 418 1 314
"g364" 45 319 402 258 114 365 198 175 517 852
"g365" 17600 28525 16678 19377 20498 39425 30022 20585 25997 39040
"g366" 2973 9799 5414 8603 9642 12680 15709 6934 8374 11512
"g367" 27677 51349 32813 46332 55208 82281 70446 80623 53579 72716
"g368" 266 108 590 41 207 68 64 3026 47 1919
"g369" 39 144 132 140 204 973 316 763 571 621
"g370" 2476 2821 965 2067 2468 14588 12492 11183 6516 10212
"g371" 1571 2074 1696 2298 1789 4555 4080 3948 3324 5244
"g372" 110 250 358 330 341 615 585 539 686 626
"g373" 1041 779 851 1521 969 3679 1575 1018 2027 2317
"g374" 5567 8966 7599 12833 11201 41722 50371 40191 59275 55889
"g375" 21050 36016 56652 25533 54399 315179 317545 295283 292320 337335
"g376" 4746 8704 8446 7416 8923 15382 13913 14456 11936 16156
"g377" 2426 1885 3341 4486 2953 16218 11332 22428 8671 16549
"g378" 1955 12218 6443 11681 6071 14502 3190 3226 6721 9774
"g379" 7525 7870 5522 8132 12149 36569 19199 20540 22572 13454
"g380" 174 452 177 197 159 845 823 463 410 666
"g381" 58723 167565 104620 68795 80378 175804 33966 77674 145414 10397
"g382" 2429 7202 8758 3950 8400 17668 12962 8876 9962 12443
"g383" 7737 13332 8465 11920 9088 20452 14386 11847 9535 9884
"g384" 3 46 61 15 8 24 10 42 33 1
"g385" 595 1125 502 1425 787 3274 4438 1646 3281 2716
"g386" 767 2384 3863 4214 203 2294 8256 4191 2406 3056
"g387" 1130 796 735 883 2043 3344 2280 2692 912 2690
"g388" 49 301 111 300 261 214 129 267 222 198
"g389" 82 120 300 257 93 736 358 203 352 705
"g390" 1299 1802 699 1932 542 1062 2996 2973 4754 3017
"g391" 5567 9357 8494 9016 19462 46634 34088 29759 45255 27809
"g392" 190 96 207 344 136 268 294 150 275 150
"g393" 25 43 22 35 33 44 44 42 46 56
"g394" 118 218 220 218 274 576 460 379 439 863
"g395" 183 106 244 155 90 335 353 262 351 323
"g396" 197 516 85 40 941 2041 1095 216 437 2911
"g397" 29 34 97 21 3 123 96 90 197 81
"g398" 136 273 268 151 400 498 335 215 234 631
"g399" 7 6 24 7 29 2 103 73 24 27
"g400" 3159 4411 2395 4782 3064 12366 2334 10444 4879 10362
"g401" 191 564 466 283 303 668 537 364 493 418
"g402" 4742 6505 6827 8949 4114 15050 23707 18045 11957 19173
"g403" 13267 19819 16077 19067 16024 72305 71764 51346 65308 69535
"g404" 11745 13540 14203 19626 14321 32858 32456 28535 30693 32886
"g405" 6 49 316 25 9 0 42 11 77 40
"g406" 131 366 241 247 162 627 400 367 368 657
"g407" 6 2 10 79 132 14 0 0 0 2
"g408" 2 50 6 21 104 15 251 16 36 245
"g409" 4440 8032 5176 5686 5488 8564 10670 8476 9461 10146
"g410" 309 795 317 477 831 1484 2693 1312 705 1325
"g411" 29427 33749 31808 36966 34076 109939 79943 59571 64984 80788
"g412" 1164 1325 1358 630 1367 2285 3137 1811 1519 2291
"g413" 4748 8373 7324 11104 9658 21256 25559 21005 27906 23537
"g414" 216 986 861 2958 1998 8035 2689 1406 6872 6594
"g415" 46160 77955 49862 44255 27961 124598 93290 90433 72351 107263
"g416" 9452 23847 20408 24353 9386 120621 63678 46877 52184 70929
"g417" 59 94 97 157 185 67 346 174 313 131
"g418" 7910 16378 14872 9796 18052 65456 53130 52919 32183 37906
"g419" 174 63 14 1 115 482 22 47 10 128
"g420" 304 4 78 17 181 1075 153 544 70 505
"g421" 460 1055 788 1546 739 4787 2355 2199 3465 3937
"g422" 68 431 154 165 113 430 419 78 106 1013
"g423" 2925 7294 3501 3658 5813 9545 7215 6593 7782 15729
"g424" 61 165 60 12 13 263 181 149 190 201
"g425" 108 944 5 174 4 19 2 0 0 162
"g426" 29 68 16 23 37 61 31 41 159 147
"g427" 19272 29119 27352 46864 19572 133480 190414 76690 74907 101063
"g428" 6903 5941 4380 4455 5121 12214 9440 6651 7934 15578
"g429" 4806 8440 7560 5533 7156 8630 11773 12220 7940 15770
"g430" 936 1753 1338 3463 3297 1319 510 231 974 6952
"g431" 611 217 649 128 424 364 1813 311 166 903
"g432" 5640 14611 11939 8018 13927 42299 38408 30152 37891 41505
"g433" 284 709 726 1009 818 732 1990 1444 1908 1934
"g434" 3104 303 789 622 1991 2373 1025 2840 7722 1796
"g435" 8245 13957 8704 15880 10489 39338 22003 24043 20271 54855
"g436" 2323 3652 3956 3434 2242 8610 9691 9585 9053 12769
"g437" 1172 1125 1285 794 1730 7557 4557 4678 2801 4916
"g438" 53 140 117 806 459 510 168 1153 703 238
"g439" 433 192 371 619 246 555 1174 67 1396 564
"g440" 402 127 243 218 101 335 919 380 350 2941
"g441" 32 19 31 85 72 341 334 105 81 105
"g442" 1610 1766 1543 1652 1270 2398 4763 4921 1414 2673
"g443" 286 109 441 264 280 551 1072 573 645 1036
"g444" 26958 32382 32601 24054 33457 44811 31126 33027 34361 45129
"g445" 1496 1687 358 1690 1264 1744 2874 2719 2728 5195
"g446" 2662 2107 2479 3706 2422 2920 4391 1966 6630 4467
"g447" 7855 9421 11636 9079 14796 15199 18177 16131 8435 13184
"g448" 740 1433 1873 2236 1196 3209 3726 1898 2478 2265
"g449" 6715 10472 5318 6558 12013 33199 9578 9104 21232 16608
"g450" 52305 69460 77302 48630 81095 87650 193659 232937 94423 163189
"g451" 832 1213 773 654 1058 2932 1781 1305 732 1187
