"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g48" 207 121 312 260 106 105 345 277 287 980
"g49" 154 91 157 355 240 679 1029 407 624 1181
"g50" 2 13 3 9 49 119 34 25 404 46
"g51" 612 398 265 3367 1495 455 357 402 402 2545
"g52" 4612 2786 2846 5170 3555 7749 6463 5147 10842 6691
"g53" 1585 3447 10411 5643 7960 21779 30070 8673 16810 18348
"g54" 50 29 47 31 118 110 102 49 68 47
"g55" 16609 9312 14299 15398 12967 38454 36736 19973 36366 37788
"g56" 3957 1481 2215 3031 6431 7475 3417 8819 19424 12765
"g57" 679 753 374 438 292 1624 1338 1265 1587 949
"g58" 1355 1362 1298 2014 2637 9465 4625 3391 6537 6095
"g59" 10585 11081 5510 16144 11051 40599 30772 21906 49074 35482
"g60" 4074 3244 3258 2376 2494 7343 4898 3305 4099 12434
"g61" 317 130 37 11 313 255 7 56 42 118
"g62" 4593 1986 7961 3718 10487 10031 9896 2266 10383 8215
"g63" 6 57 31 14 56 212 8 39 93 38
"g64" 34 15 17 51 52 54 50 46 60 114
"g65" 618 539 1951 866 311 1092 1977 1141 1971 1340
"g66" 88 144 126 144 252 398 114 197 172 25
"g67" 214 22 43 110 131 291 95 34 265 161
"g68" 22 46 42 4 32 8 210 40 66 45
"g69" 72 33 118 105 164 106 241 184 178 337
"g70" 489 157 31 125 1089 514 143 6980 337 2284
"g71" 0 0 15 147 14 2 62 28 59 17
"g72" 3676 1090 2139 2772 1704 5159 8966 5380 11710 9426
"g73" 17509 12552 6150 12405 12118 26843 22611 13936 20497 37367
"g74" 105 16 16 25 5 13 47 54 53 33
"g75" 23044 10958 12293 33493 29963 78775 32646 49088 71365 42004
"g76" 203 196 184 193 293 672 640 563 753 404
"g77" 23195 21370 19709 47479 38041 56250 35874 55487 159588 133764
"g78" 5851 2483 3114 4760 3046 12650 14267 11835 11804 16376
"g79" 40 34 28 56 43 68 55 57 70 76
"g80" 35733 37858 41235 69158 68901 86130 148032 96905 136975 155762
"g81" 857 480 42 770 531 135 268 831 404 1635
"g82" 73 13 6 20 707 48 241 31 240 153
"g83" 461 1401 503 5 787 209 544 712 921 587
"g84" 15239 8690 10674 14969 13908 32461 31579 11782 37167 28941
"g85" 14724 4249 4837 21621 26026 30519 17897 7103 12747 27208
"g86" 198 63 9 125 102 14 0 0 2 185
"g87" 6803 28671 34036 103167 14361 41528 19375 13660 27062 73721
"g88" 915 791 930 3998 3375 6022 2068 1370 3768 4091
"g89" 3585 2047 2582 3340 4018 6814 9845 5264 12329 12754
"g90" 5888 4697 3835 5240 6137 12764 7831 4856 5010 14382
"g91" 47 21 18 31 36 68 27 48 48 58
"g92" 8738 4352 6431 6955 9863 17280 14721 18478 22729 16453
"g93" 25 8 4 26 32 71 60 51 28 61
"g94" 60 59 43 180 47 40 131 79 78 204
"g95" 1543 1182 597 1519 930 2794 2591 2051 2870 3866
"g96" 34 18 24 34 26 39 48 30 39 46
"g97" 67 10 158 0 4 3 211 148 135 9
"g98" 27 21 21 61 106 52 46 11 143 41
"g99" 7429 6964 5902 9860 7238 14088 12377 13181 16100 22387
"g100" 1279 1404 784 1458 1138 1810 1277 1485 1365 1371
"g101" 29932 20392 23682 41125 24958 113413 117856 54584 112546 98457
"g102" 335 273 190 457 549 449 488 302 613 404
"g103" 1941 4131 2834 6866 6056 9493 4738 6705 9002 12729
"g104" 16327 6775 9083 14089 13750 33424 32987 23557 29334 24862
"g105" 5836 15190 6264 15059 30739 48313 34860 20606 49516 55631
"g106" 3282 2179 2147 2291 2775 9169 10999 6682 17897 7801
"g107" 134 114 79 107 113 227 68 166 176 276
"g108" 2252 2103 2147 2239 3117 3569 2786 3306 4117 2234
"g109" 92 24 17 18 35 38 74 74 21 64
"g110" 2 0 1 31 364 1 379 1 974 68
"g111" 165 13 916 662 590 27 1 351 396 399
"g112" 23855 7471 11600 40036 23689 42061 24831 27384 38909 29050
"g113" 1166 1123 885 1977 4071 4839 697 2128 2176 7145
"g114" 545 2555 1662 2669 3330 13513 15692 7920 9277 8948
"g115" 3 1 0 0 0 0 9 459 0 0
"g116" 1733 326 1416 1393 1648 1295 3964 265 2969 2854
"g117" 6541 1942 2261 3469 3409 6721 5006 5666 5925 10508
"g118" 604 259 29 1142 404 699 79 341 105 1191
"g119" 175 52 123 225 109 178 80 99 268 194
"g120" 1075 663 2625 3429 1329 11908 3490 5419 9830 12221
"g121" 115 92 136 200 79 525 279 283 492 382
"g122" 11432 7671 4923 6291 13154 9942 15188 6090 15910 15082
"g123" 9690 2336 3582 11117 4662 10303 4959 9227 9489 17972
"g124" 1879 1787 663 1442 1326 5753 4041 852 5898 3281
"g125" 542 67 241 271 541 679 156 578 2016 4527
"g126" 1239 778 756 1840 1637 1315 1383 1839 1782 2358
"g127" 4014 2057 1720 2725 2989 6121 6409 5617 5796 8428
"g128" 4066 3038 4737 6993 3040 9090 11075 9735 12409 10636
"g129" 5090 3956 1160 5185 2818 13311 11090 7837 5887 15689
"g130" 11625 8175 6688 32251 14109 88708 41372 57331 24539 21124
"g131" 2802 2528 2277 7624 3199 10008 17903 9689 9735 20370
"g132" 4 827 68 3199 1382 3312 196 1819 1740 8524
"g133" 36 14 21 215 283 51 16 4 55 20
"g134" 6583 4046 4604 9474 6974 8955 6246 6744 7372 14974
"g135" 282 724 90 831 390 252 3320 273 14 245
"g136" 3988 7723 3403 6124 3133 13738 8362 16131 13806 16320
"g137" 409 214 275 435 885 221 996 249 782 101
"g138" 7213 2698 2759 2445 4674 6146 9659 4956 19924 14453
"g139" 334 261 202 928 3 151 619 248 736 2057
"g140" 196 120 104 103 195 535 297 516 516 716
"g141" 105 37 44 52 85 95 87 60 129 106
"g142" 17207 7977 14337 20667 13836 22316 26916 13048 15035 13547
"g143" 40286 18999 31239 36177 33213 55583 52243 42254 71180 50571
"g144" 3451 3598 2275 9155 6010 11752 10049 6963 6712 9305
"g145" 15096 7379 7476 10250 13610 15090 12066 10818 17226 25862
"g146" 29562 20150 17398 21793 27798 38773 25563 42400 59918 30440
"g147" 27230 15027 15513 36148 11473 51239 53736 23226 32254 30112
"g148" 1661 1510 1173 799 1958 6317 9523 5835 7567 5696
"g149" 514 439 412 538 871 707 130 731 584 302
"g150" 1804 1172 1581 2333 1657 7985 4741 3972 7317 5841
"g151" 3063 3959 2803 4620 4377 5881 6608 3185 6424 6782
"g152" 12122 9020 3611 17350 12045 19109 128037 30370 62304 57638
"g153" 18204 12956 11978 16303 17364 26944 24846 18075 31831 26902
"g154" 1906 1585 1271 2871 1794 5682 4660 3942 3564 6339
"g155" 4472 2758 2654 4971 3948 13565 5753 8390 8022 2812
"g156" 12 0 5 13 16 120 0 110 0 22
"g157" 4 5 109 3 263 195 3 1 237 39
"g158" 300 185 130 308 190 271 372 460 731 778
"g159" 7005 3348 6516 12569 5334 32951 14623 11787 11013 23916
"g160" 18022 14362 10486 26502 19391 36338 28743 51464 46687 29563
"g161" 432 154 296 366 463 492 679 332 555 632
"g162" 35455 13129 14364 29736 15756 70815 38828 25328 38532 28547
"g163" 0 0 0 68 0 19 2 0 0 3
"g164" 65 102 11 33 95 10 119 6 16 176
"g165" 38 29 48 90 66 168 81 97 113 248
"g166" 50218 27072 57594 53164 33157 76006 37252 48904 35324 57347
"g167" 88 61 51 70 87 134 129 71 99 160
"g168" 11089 5086 5305 6353 6616 13758 14419 8098 14762 14300
"g169" 525 108 190 626 105 868 2716 410 885 1032
"g170" 106 129 83 143 87 255 151 137 157 201
"g171" 12993 5471 6261 6309 16925 15339 15710 18534 14154 13175
"g172" 6 5 49 59 312 3 106 8 148 97
"g173" 3409 2320 2749 3933 2682 5531 5547 3757 5814 5804
"g174" 685 544 223 266 64 628 658 132 1065 381
"g175" 1214 675 948 1190 466 3221 2356 3524 2880 1110
"g176" 1068 448 547 1457 1442 1317 558 2136 1128 3300
"g177" 4880 2447 4933 3891 6511 10683 10140 8570 9284 13501
"g178" 423 241 261 476 887 1179 1473 653 1562 963
"g179" 0 1 0 17 78 0 483 0 1 133
"g180" 724 819 1178 1012 821 1530 1900 627 195 1504
"g181" 1099 310 467 476 647 1591 980 621 1452 1211
"g182" 3498 408 2272 2542 2155 4590 4374 6772 12456 9166
"g183" 7220 2943 6378 9290 4874 10742 9503 8947 14191 23960
"g184" 26 17 22 50 45 61 30 13 41 76
"g185" 681 497 866 5117 3599 7009 10796 1972 7529 1537
"g186" 8477 5446 7660 12554 7593 18979 23964 18589 32294 36028
"g187" 2047 992 1168 1841 971 2078 2541 1800 3510 2850
"g188" 21272 13378 16698 10071 15112 50521 47783 23306 13213 63179
"g189" 2175 2976 4741 3488 5800 13236 14917 10565 10489 20537
"g190" 4647 2949 3727 6685 4443 14212 12230 12187 10331 16036
"g191" 744 714 560 552 600 1776 1374 1733 1463 1685
"g192" 290 293 164 268 327 1127 546 662 675 1138
"g193" 5192 4090 4453 3112 3364 7409 7651 4888 7004 6146
"g194" 4420 2279 3320 4858 4296 8669 7656 3849 6774 8077
"g195" 45168 24556 32630 40712 37149 38333 33808 21426 38100 49600
"g196" 545 191 224 330 511 755 515 368 737 771
"g197" 76574 64759 46709 112896 135788 74814 43686 52348 81629 171502
"g198" 0 1 53 0 0 111 0 0 0 46
"g199" 1535 1624 1153 984 1767 2744 5269 4993 6359 5493
"g200" 49675 22416 25205 22467 19868 58094 36937 40562 29892 51672
"g201" 41416 16357 30278 34603 33478 94317 49528 51839 88234 144135
"g202" 75 168 484 3514 536 1945 411 257 1135 282
"g203" 3237 1992 1593 2502 2307 5221 5302 5301 5521 4748
"g204" 736 31 1825 1469 1276 1798 2698 3607 7414 5478
"g205" 5218 2103 1793 2893 2305 3994 2318 4496 2218 8592
"g206" 35752 17564 23489 30207 33139 35729 44640 29895 45472 63246
"g207" 199 220 160 329 245 293 309 153 274 323
"g208" 3694 4071 3869 5096 6049 5634 4584 3972 7556 5559
"g209" 32093 15100 14800 25107 22178 22501 26096 25024 31169 32181
"g210" 44685 38898 28070 18086 65894 242602 225054 150789 259256 153985
"g211" 5748 4315 3943 9408 10503 13216 18222 16581 26512 25225
"g212" 4138 1919 2968 2758 4152 6801 6555 3883 7059 8619
"g213" 344 196 181 424 295 506 404 377 564 657
"g214" 31 13 11 32 28 52 37 43 49 62
"g215" 505 389 881 233 398 915 730 1365 1347 2026
"g216" 7271 4063 5190 9871 10247 17600 19331 13829 20364 17794
"g217" 205 145 114 205 60 366 397 468 630 398
"g218" 2391 1887 2108 1682 2191 3381 6235 3046 3627 3589
"g219" 22599 19467 7875 24154 19797 21281 23824 15916 24112 31532
"g220" 4249 2207 2288 3971 2849 6453 5002 5103 10553 7398
"g221" 569 684 140 158 215 1287 1229 287 790 596
"g222" 41 26 118 32 6 86 184 59 117 135
"g223" 2367 1272 1576 2620 2553 8153 4501 4523 4178 5932
"g224" 3208 901 1907 1078 4547 30414 8066 8953 17600 15966
"g225" 107 43 2 0 63 0 0 8 0 0
"g226" 35 163 9 208 96 84 305 98 404 1014
"g227" 59 38 75 116 170 129 367 124 212 154
"g228" 120 2 17 110 57 94 13 27 10 9
"g229" 218 271 77 98 107 192 240 126 968 549
"g230" 1777 1344 1258 1648 1471 6476 12281 4402 7749 9559
"g231" 24227 6515 15344 19185 28903 42552 20995 23342 46141 37968
"g232" 380 362 322 446 382 1156 1255 1076 1313 1237
"g233" 9644 5884 8666 12479 9025 50247 36881 20709 24094 62558
"g234" 3230 2456 3400 9078 3158 10391 9467 5569 18106 5979
"g235" 211 155 61 205 262 164 238 617 348 289
"g236" 59 30 28 47 42 76 77 54 92 103
"g237" 3089 1740 1399 6120 5497 25587 16597 16504 13794 30792
"g238" 3355 1391 5884 4703 2894 14207 996 4020 8949 4333
"g239" 0 3 0 0 125 0 32 0 40 196
"g240" 75 151 220 283 170 178 185 151 309 300
"g241" 2097 5043 2607 3924 5558 27776 12359 3693 24399 22872
"g242" 1084 1307 1501 2619 2582 4185 3325 1562 2531 3971
"g243" 372 714 1089 2366 1472 2020 2841 1166 6726 872
"g244" 111 100 81 123 167 219 219 197 231 287
"g245" 7672 11062 23443 17265 8596 30214 21589 31050 17972 29950
"g246" 10554 5425 2595 2746 4515 7755 5970 5062 6156 3614
"g247" 380 213 149 159 268 338 155 118 370 692
"g248" 34 67 49 177 52 32 256 43 17 109
"g249" 203 414 368 255 345 613 516 419 845 542
"g250" 99 14 78 38 23 84 547 182 296 232
"g251" 50 15 25 24 5 60 42 85 35 30
"g252" 56 67 3 38 159 83 176 64 7 92
"g253" 3253 106 378 500 762 295 1588 892 1164 1666
"g254" 81 45 26 158 162 189 159 11 184 61
"g255" 180 444 201 512 408 1711 373 419 581 247
"g256" 401 338 143 304 386 356 435 420 421 399
"g257" 2362 933 830 3272 2405 11633 11827 9629 8398 18887
"g258" 1935 1935 875 1393 2179 6738 4206 3381 3615 7962
"g259" 41 48 92 22 67 140 32 87 369 326
"g260" 1522 694 1022 1872 1922 4378 2986 879 3578 4031
"g261" 1600 618 611 1581 1348 1958 1844 1269 1458 1543
"g262" 162 288 108 1089 256 455 923 560 100 294
"g263" 7159 5190 4665 3774 6592 19235 9038 19391 23835 17921
"g264" 204 189 95 111 184 592 278 310 138 515
"g265" 9425 4260 7278 8097 11489 33396 19686 12480 25443 38725
"g266" 1121 563 591 1848 1352 1187 1276 1133 1550 1303
"g267" 21476 19756 9930 20645 28386 79247 45908 56386 30330 19070
"g268" 9255 8598 6027 11239 15713 31699 28203 25696 27611 33635
"g269" 265 197 80 191 254 532 299 91 642 531
"g270" 225 36 92 93 84 515 618 117 81 74
"g271" 0 7 19 161 8 263 478 7 2 1031
"g272" 174 321 68 103 222 353 809 495 733 338
"g273" 636 303 298 731 683 1102 723 516 1611 1396
"g274" 20218 10172 6441 7450 14663 28046 34293 26529 40138 56214
"g275" 4858 4700 2076 8275 5117 9065 7820 9986 10253 15031
"g276" 275 37 42 1 12 368 38 54 296 188
"g277" 10492 5910 4872 7161 5867 46772 33167 24265 55288 57265
"g278" 50 32 30 67 57 58 67 43 87 94
"g279" 596 576 434 439 489 2185 2347 1323 3368 2541
"g280" 9 62 29 14 252 9 16 386 55 112
"g281" 109 92 134 98 383 0 169 32 178 2
"g282" 6 12 0 12 0 65 15 6 19 4
"g283" 13295 12764 11389 24061 19783 59665 38617 34413 52239 66526
"g284" 1673344 596403 990082 1578236 1444933 3884787 808607 1896595 1333499 4208534
"g285" 7416 1887 528 459 2196 5561 7099 1353 5242 461
"g286" 38010 17867 20729 27852 27512 46509 61262 29378 79804 89321
"g287" 594 38 79 98 5849 2998 750 4648 1390 2423
"g288" 2461 1333 1911 1976 2712 7427 7221 2868 6119 10841
"g289" 469 597 228 803 940 4023 1536 1192 3092 1868
"g290" 179 136 183 180 351 71 153 710 228 1344
"g291" 1270 2377 1150 1272 1778 11184 4226 6217 1043 4697
"g292" 606 355 289 628 1790 1334 56 183 489 132
"g293" 4955 3440 2729 6227 3679 2232 7193 5915 6625 6864
"g294" 0 0 5 6 0 0 0 0 180 102
"g295" 36 46 15 36 17 58 7 39 31 10
"g296" 16577 10039 8982 15623 15226 16131 20464 11998 23186 23549
"g297" 7320 4881 3742 5772 6146 13297 8915 9828 13681 13032
"g298" 1172 697 971 1984 2029 3700 3902 1366 3522 4522
"g299" 6978 2029 1877 3855 4211 13258 8004 8565 9986 8471
"g300" 6271 3334 5024 6867 8625 8315 10799 8840 13607 10901
"g301" 1288 291 510 1177 831 1204 1494 895 1427 2439
"g302" 1975 1124 1394 2231 1963 3488 3427 2621 4179 4294
"g303" 5860 27140 13068 16729 14613 26519 20047 14333 22200 17678
"g304" 18708 10338 9207 17216 9215 18081 29070 15124 40042 28521
"g305" 12265 4896 8008 10978 14633 37314 26169 30717 54133 24739
"g306" 1660 1067 4955 399 1204 5600 4874 1780 1946 5636
"g307" 2039 1498 904 872 1864 5014 2713 3200 2780 5110
"g308" 89 35 56 296 48 218 579 65 235 2111
"g309" 131385 58308 104626 72073 199507 68061 84836 68484 160699 198624
"g310" 138 53 50 108 92 122 147 108 109 156
"g311" 5325 1438 2118 6641 12896 5854 1271 2867 406 3288
"g312" 1000 549 1111 1701 1116 1560 727 1844 1507 1744
"g313" 496 324 526 194 1080 8117 3457 1109 2528 2921
"g314" 1932 91 87 1366 1048 2625 1143 1780 2158 2567
"g315" 30139 14078 12082 34717 35843 27338 46346 33557 32955 16602
"g316" 402 204 411 537 531 540 559 380 764 763
"g317" 17620 29788 10201 30993 10735 25914 42194 18591 51397 70389
"g318" 18789 16248 16389 27511 24995 43551 53045 37413 46576 66050
"g319" 8991 6286 4307 11915 13045 23955 17740 11073 24337 27517
"g320" 1841 1970 2836 3290 3024 2039 1657 3199 2166 1513
"g321" 14303 5937 3807 10024 18479 22470 12303 16948 25740 30225
"g322" 843 498 390 1185 871 1899 857 1203 1103 1385
"g323" 279964 134845 235032 253614 257344 440939 497637 474938 543988 785990
"g324" 106 9 103 152 157 257 317 14 1027 597
"g325" 77 38 35 41 58 94 44 77 94 159
"g326" 638 499 902 863 561 1379 1153 1771 1867 1355
"g327" 3677 1098 2654 2561 2372 4999 3970 1488 3047 4158
"g328" 389 835 466 378 905 587 1216 307 858 2076
"g329" 1 38 103 26 3 881 309 280 0 649
"g330" 778 333 174 253 330 869 491 744 392 411
"g331" 4303 3152 5118 5011 5336 7520 11106 3764 9684 8081
"g332" 1820 1339 3660 981 1266 1012 2785 1644 2413 3219
"g333" 2089 2038 2067 4994 1179 5794 711 1213 4776 2515
"g334" 159 93 190 238 275 455 289 273 364 525
"g335" 1040 628 322 657 547 767 1349 1058 1909 2068
"g336" 1714 1206 945 727 1440 1700 1647 1079 1737 1529
"g337" 4715 791 968 3186 1801 4249 5424 3286 3255 1007
"g338" 59 22 40 14 45 16 124 117 120 53
"g339" 18 25 10 38 18 34 23 49 30 20
"g340" 6 11 12 63 26 27 12 64 43 115
"g341" 473 178 337 361 477 1761 2494 1348 769 1780
"g342" 22639 22582 9572 15181 25372 46509 13725 24471 26064 61373
"g343" 8591 7472 12160 15514 17489 29615 40956 39885 52232 84844
"g344" 353 82 116 407 508 957 532 264 776 1330
"g345" 8062 5082 4446 3772 5697 6504 17222 7660 15006 10337
"g346" 24593 6744 22175 16180 13021 9308 39281 34276 30767 46931
"g347" 74107 76343 99205 95481 260418 106887 53996 64315 129384 344570
"g348" 3930 4240 7854 8240 6362 19604 14018 5590 8577 9752
"g349" 24 23 3 82 55 380 240 270 346 900
"g350" 3254 3802 3191 5666 5234 19209 16459 18566 11940 8778
"g351" 841 0 296 681 0 1 0 1172 1 197
"g352" 6961 2766 4505 9029 9320 22587 17065 8268 15565 26058
"g353" 331 229 93 292 452 97 358 360 830 788
"g354" 57 18 36 53 41 81 162 41 121 117
"g355" 2431 2112 1483 3288 4950 7952 9758 2947 6760 10835
"g356" 9180 5172 2611 12523 15801 12452 7010 4065 16808 15501
"g357" 41474 26936 30436 48743 60880 149504 115340 97581 170208 196954
"g358" 4510 825 735 300 672 764 3731 626 480 652
"g359" 752 369 423 884 786 2562 2407 1958 3161 3514
"g360" 613 654 1991 2030 571 1940 1638 286 2510 1065
"g361" 1944 581 687 2204 3656 2210 2912 4040 2023 4115
"g362" 72253 78131 41454 107487 141149 124234 77319 93387 192310 170512
"g363" 32 8 12 40 28 57 56 129 38 65
"g364" 6468 5105 5642 1640 3428 20219 10370 9358 5947 3669
"g365" 847 442 160 470 122 1416 2826 1949 292 5539
"g366" 12557 5361 10093 13225 15002 17413 12976 9239 13482 12167
"g367" 99 156 128 163 68 226 193 190 276 147
"g368" 10643 4856 3656 5069 5440 13285 11537 9010 17018 18364
"g369" 1039 767 295 977 1057 1300 3680 1832 1372 1305
"g370" 417 204 343 363 265 1081 406 888 620 802
"g371" 38 133 29 247 261 109 264 163 256 288
"g372" 109 244 113 285 104 314 21 171 666 180
"g373" 1547 117 433 1548 62 558 58 1058 53 1532
"g374" 14047 6502 7487 12543 9459 17907 23227 21627 27407 23702
"g375" 115 67 68 67 41 29 146 52 70 171
"g376" 2540 132 17 262 189 3276 3794 1273 1456 19
"g377" 15121 16835 10066 29201 16160 36739 12014 13039 34474 13223
"g378" 4132 3013 3746 3935 5032 8324 13966 6933 11703 15219
"g379" 24684 10208 16014 24693 34377 54009 52559 34340 47449 72339
"g380" 30923 17286 22121 44835 41178 51207 28039 35055 41072 43189
"g381" 0 6 1 6 0 0 0 94 0 15
"g382" 21 20 19 24 29 12 21 249 10 63
"g383" 12505 6160 4958 12493 7709 30133 46774 19997 40162 49403
"g384" 3105 1680 1136 1891 1765 8492 6822 5708 11318 7791
"g385" 20191 8381 17351 17051 16245 102161 49299 26909 93597 93987
"g386" 4472 2672 4417 6390 9666 6928 6609 19410 6126 31638
"g387" 11 198 89 397 367 118 1704 508 119 26
"g388" 6020 3468 3460 5595 4580 9250 9786 6083 11212 7381
"g389" 6035 3513 2555 5936 2185 6941 4501 6173 4332 5698
"g390" 6 23 29 411 36 28 60 5 5 158
"g391" 263 295 261 306 209 543 253 308 750 841
"g392" 403 251 579 782 624 882 1283 938 754 1401
"g393" 14817 5371 15492 17174 18214 26561 28785 23632 24768 22239
"g394" 943 299 479 1222 942 2678 2449 1465 2996 3829
"g395" 168232 68105 118336 194084 154164 354286 366594 351143 552556 561719
"g396" 248 866 829 26 270 778 1547 235 202 604
"g397" 1068 184 380 2418 949 1701 1743 1417 3524 6532
"g398" 13000 15644 9432 24135 26146 58836 37506 48445 54082 88205
"g399" 110 27 12 165 512 263 252 96 499 376
"g400" 978 1351 1111 1003 909 1626 2803 2526 1923 1229
"g401" 713 457 1147 1372 20 2027 5092 2448 1509 3706
"g402" 2448 1417 956 3777 1987 10729 6194 9457 5250 10946
"g403" 83 70 18 144 196 378 123 85 50 67
"g404" 58 32 15 31 24 744 559 341 735 170
"g405" 35654 20651 11572 31181 36376 47144 34373 30611 66969 69192
"g406" 387 422 626 161 312 779 311 619 1938 1255
"g407" 439 413 550 470 774 3332 1172 1228 2228 1050
"g408" 1260 2079 1592 2341 4277 6695 7142 1339 5761 5646
"g409" 338 145 229 178 271 841 662 589 186 455
"g410" 67 35 45 10 33 148 88 46 149 160
"g411" 68 28 29 2 13 36 3 51 88 108
"g412" 255 398 149 1740 381 1204 375 149 1163 1336
"g413" 1335 499 710 979 1327 4039 1701 2356 3209 5464
"g414" 44120 49665 17465 75757 44288 172082 99221 49152 107533 111924
"g415" 19545 11143 8436 14831 13016 15372 18338 14832 19115 20650
"g416" 138 111 45 118 73 223 145 116 231 164
"g417" 447 66 160 449 853 1842 360 447 51 681
"g418" 219 193 337 338 271 806 1154 504 1034 892
"g419" 34 20 27 3 54 172 39 4 132 76
"g420" 4956 3479 1725 3940 5240 4962 6428 4144 4668 6308
"g421" 4 17 31 44 21 27 53 18 66 62
"g422" 277 241 480 617 82 1812 179 416 912 534
"g423" 0 0 27 0 32 145 12 1 78 0
"g424" 5711 5051 4411 702 14666 9661 3071 20736 28803 45509
"g425" 88635 70508 75735 141662 73633 112339 184621 132526 115095 138580
"g426" 984 2280 806 4234 3069 1213 2508 4235 3986 3165
"g427" 49 25 55 114 68 203 23 120 117 140
"g428" 33671 26861 24291 24180 48125 40264 74289 39307 68015 93062
"g429" 335 50 654 688 643 567 717 6971 893 762
"g430" 686 209 479 718 800 738 1125 527 1736 1075
"g431" 2554 1345 1539 3042 1432 6887 7596 7737 7267 10810
"g432" 88354 34725 40132 37665 78839 126139 37280 54972 45674 49057
"g433" 6455 4745 7928 18589 9051 14923 11420 6278 16763 12925
"g434" 10511 5624 6916 9314 10016 5965 10154 5611 10738 13464
"g435" 93 19 177 336 161 38 220 71 176 317
"g436" 4869 3704 3567 3409 4372 17727 15004 17658 13485 21266
"g437" 77 42 131 169 103 247 217 209 137 120
"g438" 5775 2949 6005 5550 7852 10214 11917 6296 8329 13025
"g439" 319 812 376 521 401 816 1164 782 1573 1335
"g440" 22237 7574 6593 2883 14414 12163 14663 6090 29184 23773
"g441" 30 14 13 19 19 47 35 36 44 78
"g442" 5684 5406 4954 5363 6428 20719 13841 18504 19713 21724
"g443" 51950 36130 28325 42247 63338 70018 112874 49339 176285 97761
"g444" 16772 1278 17615 32988 7904 58688 6324 17657 33289 13531
"g445" 7973 5938 925 3690 6543 7662 6188 6307 808 10239
"g446" 124 56 83 110 107 176 238 67 111 215
"g447" 256 72 119 315 44 309 196 46 316 435
"g448" 29 9 36 47 84 104 136 49 179 133
"g449" 290 45 183 171 90 249 200 205 406 624
"g450" 55 980 1338 507 430 1304 1402 760 86 3716
"g451" 2481 2455 2784 5798 7327 17721 9434 3503 6495 7259
"g452" 6271 5844 4596 10116 3503 21220 22254 16949 20871 36879
"g453" 13768 9231 5023 12631 15662 19777 14882 10822 20952 26610
