"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g195" 54531 56291 27678 51254 45266 114810 165640 168608 95689 145342
"g196" 1309 1144 1206 1314 874 3900 3599 3223 2626 5828
"g197" 562 326 176 488 395 6551 2836 871 1572 2914
"g198" 7780 6984 9291 11292 14236 84660 61387 65034 28002 145847
"g199" 5307 6799 4171 6115 7878 29571 14164 11481 15222 20164
"g200" 65 48 41 80 60 100 419 114 169 300
"g201" 1024 839 990 745 1483 5687 1517 4375 2585 4587
"g202" 560 389 113 429 124 566 647 631 696 1394
"g203" 6123 4869 5839 4024 17115 5824 9723 12755 3517 8431
"g204" 295 289 384 717 341 1480 529 2301 702 1587
"g205" 60 201 101 57 78 1096 1258 456 568 454
"g206" 468 225 362 1684 19 173 255 18 527 420
"g207" 65237 103127 72624 106890 128097 431782 243110 367968 250500 414689
"g208" 15 175 17 194 350 295 529 1718 128 437
"g209" 1346 2335 1799 1579 2884 7668 5350 5079 3089 5945
"g210" 60 94 57 24 90 424 108 246 35 270
"g211" 573 376 373 437 566 719 682 662 412 900
"g212" 14054 9334 5672 13697 12630 33722 27440 57849 25589 54207
"g213" 2347 789 1192 1298 695 1372 1116 1840 677 2112
"g214" 311 537 239 121 565 1474 1225 1552 993 2087
"g215" 1457 828 315 708 730 2310 1590 2223 2683 4186
"g216" 4400 575 665 562 778 3374 1793 6871 2421 863
"g217" 384 259 302 242 621 593 894 755 627 902
"g218" 14 65 9 9 107 25 74 155 154 251
"g219" 9609 4422 17315 19059 4038 42865 18302 17421 13570 34628
"g220" 124 129 66 114 166 344 298 293 219 403
"g221" 760 580 426 505 739 1180 2437 3433 1033 2921
"g222" 5585 3992 2286 2163 4104 10037 3329 7877 4235 18251
"g223" 26 100 24 30 33 96 102 95 178 256
"g224" 1586 300 57 1189 485 1304 1362 14 1099 3508
"g225" 1501 2311 1149 1896 1476 4091 2738 4553 3848 2221
"g226" 14 244 20 40 232 915 36 38 218 194
"g227" 11438 12512 4071 10520 15703 15271 41279 26252 14357 160630
"g228" 22 137 68 197 349 93 181 312 460 223
"g229" 291 236 212 460 408 1120 594 561 536 626
"g230" 94 155 27 10 168 192 51 142 159 129
"g231" 21104 26228 15205 40432 28220 79982 32665 72622 39949 60643
"g232" 154 57 55 115 83 10 97 168 91 14
"g233" 3616 2425 2917 2612 4041 17250 13540 14770 11724 19075
"g234" 143 0 86 7 47 2 486 10 13 499
"g235" 185 190 146 90 171 500 363 184 212 343
"g236" 59 129 26 12 54 224 483 74 504 283
"g237" 5221 6230 6453 8268 13572 34042 26686 17513 19941 18784
"g238" 6 52 12 26 9 5 26 4 21 53
"g239" 893 380 835 553 789 1294 2203 1857 844 1973
"g240" 96 34 100 41 107 140 239 305 42 198
"g241" 345 266 141 203 235 548 345 937 389 553
"g242" 26 48 20 20 63 95 124 62 83 60
"g243" 253 369 1377 172 380 3493 332 2796 2714 3186
"g244" 25078 17646 30149 33393 37827 105454 62616 62187 61973 122125
"g245" 10156 5839 5987 5999 8078 36453 44452 55015 30649 55037
"g246" 1427 2372 1974 1176 3590 5897 6634 5233 2020 7070
"g247" 1632 2598 1120 800 2028 5649 3492 3071 1848 2033
"g248" 2091 2800 846 2343 1559 2327 2546 6192 2442 3054
"g249" 53 529 143 293 801 645 780 1066 1045 649
"g250" 50 59 25 46 67 551 253 369 147 265
"g251" 234 919 841 201 268 79 753 2889 30 785
"g252" 80 406 248 593 330 793 507 375 45 514
"g253" 19383 18305 16063 17911 15605 46884 20182 36564 23745 34406
"g254" 20 4 1 0 0 79 3 0 4 11
"g255" 182 381 38 62 130 896 210 181 331 486
"g256" 143 118 104 93 121 463 392 361 325 355
"g257" 2940 836 2705 1083 4893 2639 6719 5191 2556 12870
"g258" 173 239 131 166 109 1150 1251 956 430 1268
"g259" 11 501 35 547 207 1854 4973 1415 284 2488
"g260" 111 105 69 9 374 1895 324 4 760 1632
"g261" 1217 1346 727 989 1459 2058 2197 1414 1146 1162
"g262" 120 64 50 77 146 458 299 487 144 199
"g263" 754 591 344 699 448 1551 1091 1289 558 837
"g264" 41 44 55 177 120 83 239 122 195 243
"g265" 152 176 173 167 225 380 392 496 255 506
"g266" 3504 477 2707 5084 1273 4228 2405 13770 6888 9043
"g267" 8649 7687 4654 9733 10525 15114 10068 12771 10313 13224
"g268" 854 723 1005 995 1231 1710 1336 2025 1167 1754
"g269" 576 228 236 371 199 447 737 707 510 452
"g270" 90 167 61 123 197 275 257 226 251 459
"g271" 46 0 0 35 11 11 18 4 12 54
"g272" 212 133 160 44 116 1128 136 1633 1170 4408
"g273" 266 306 414 317 269 683 1246 133 138 971
"g274" 593 215 0 131 1412 529 88 1 482 57
"g275" 1652 3626 3835 2263 8464 14315 10185 11891 4562 7431
"g276" 549 456 1589 92 196 2545 1707 7011 718 3457
"g277" 63 17 0 3 725 707 179 294 10 333
"g278" 191 162 233 107 657 1203 111 265 271 235
"g279" 63 86 185 256 201 275 155 343 258 437
"g280" 750 587 402 571 292 308 2806 1072 1427 2736
"g281" 30 14 13 22 53 87 13 48 13 59
"g282" 3511 4747 4092 2913 3224 9747 6344 6796 8335 6796
"g283" 158 0 0 297 9139 0 3291 8 2652 26628
"g284" 29 5 15 20 5 73 24 134 71 7
"g285" 2759 6938 2302 15800 8129 4927 11456 9244 8952 20890
"g286" 2849 4188 3227 1659 7658 6784 4458 7617 5858 9939
"g287" 3824 3928 2996 3527 4343 11119 8845 9874 6321 11738
"g288" 59 23 0 0 2 167 2 2 41 21
"g289" 22 29 5 24 33 66 73 1 23 180
"g290" 5 65 89 5 27 34 0 139 28 35
"g291" 1987 1303 1427 1187 1770 3849 5095 2780 3008 4432
"g292" 7410 8586 7138 12097 6696 88329 87747 71551 34729 89823
"g293" 94586 64184 78275 80551 85249 396995 151091 137419 241385 218721
"g294" 57590 102467 38651 33951 65367 284291 294435 437998 209683 382384
"g295" 15965 19585 10798 4844 15096 146707 53280 96854 111789 142265
"g296" 6267 9925 9902 7411 10805 30003 44686 21425 11671 36971
"g297" 26 134 91 104 377 562 384 61 126 520
"g298" 5634 7088 7335 6011 9166 20301 16186 22198 9500 9967
"g299" 7316 1783 4569 8794 1153 2928 6645 18860 3981 34123
"g300" 46 173 111 30 25 193 317 194 70 405
"g301" 14 12 13 24 25 53 15 40 35 19
"g302" 56 45 40 32 54 82 55 83 52 98
"g303" 17283 16954 12376 15647 23370 27610 29650 34920 25697 41189
"g304" 2455 4282 633 1175 6219 7022 2775 10244 4719 2407
"g305" 7673 6033 5867 10902 12346 18892 15473 13892 12639 21067
"g306" 1307 2632 2454 2912 6125 3324 2631 5698 1877 7936
"g307" 409 294 187 186 439 1753 609 735 434 894
"g308" 12451 10507 8324 8525 12662 21539 15877 18749 14787 33076
"g309" 168 524 383 403 423 586 425 894 565 840
"g310" 6 1 1 0 0 0 12 0 0 0
"g311" 499 412 311 486 1011 1298 671 645 1459 1755
"g312" 60285 44807 37394 40836 94467 109785 119209 127039 143943 148019
"g313" 40 45 4 19 12 128 52 20 76 46
"g314" 892 1478 961 962 1273 4287 4689 2677 2419 5362
"g315" 9381 7602 10219 8510 13316 19452 17716 21254 17633 23059
"g316" 3568 5070 4917 4928 7801 10279 12503 10618 4254 11631
"g317" 12 20 3 11 14 79 51 124 39 15
"g318" 70401 80958 71519 59298 76823 171924 146854 162195 107549 197285
"g319" 6541 10942 3639 2902 10415 17680 14363 8877 5925 10798
"g320" 1203 425 787 626 1289 1526 399 2984 447 1236
"g321" 2790 2294 2154 2815 3883 13457 15074 13659 13758 20239
"g322" 137 586 391 48 495 868 147 1772 381 198
"g323" 49 128 238 279 287 166 1117 627 26 625
"g324" 445 655 1064 772 818 959 4632 1973 1673 2028
"g325" 18672 10758 8399 11469 8882 44867 35624 24940 32098 37304
"g326" 751 274 166 184 322 210 865 594 615 677
"g327" 595 129 255 428 687 1036 621 1077 747 2594
"g328" 775 916 128 1110 919 2640 2486 1202 3143 1162
"g329" 245 198 119 251 334 617 232 658 223 679
"g330" 20666 24877 12339 27329 26218 52794 40169 33157 24891 58385
"g331" 16565 11696 8990 10024 17577 32380 23483 28097 14700 43974
"g332" 2034 2613 777 3150 680 3134 3516 4188 860 2113
"g333" 4 30 16 0 100 284 0 478 319 118
"g334" 2846 2194 2410 1642 2216 9527 9254 9305 9928 8592
"g335" 1479 1273 330 647 2067 3219 5468 3676 3736 4330
"g336" 5353 4285 3223 7182 7747 10573 7333 11165 7807 13496
"g337" 12 0 0 0 2 0 0 7259 0 4436
"g338" 1449 1695 1932 1649 2251 4511 3257 2528 2286 4751
"g339" 316 3018 1129 277 326 737 1826 2510 1232 1379
"g340" 8091 20269 5778 11978 5219 25603 41929 19776 14102 41760
"g341" 897 262 423 682 819 1529 1247 2210 1318 2065
"g342" 599 518 876 1835 305 3684 3040 6710 1023 5430
"g343" 124 120 120 121 254 608 311 369 364 313
"g344" 945 661 928 904 1440 917 912 1557 1915 3927
"g345" 101 312 431 110 417 256 219 504 189 924
"g346" 5317 5888 3008 5078 5586 12192 8266 9734 7316 15292
"g347" 0 8 8 56 34 62 286 100 12 12
"g348" 15 32 35 43 62 59 13 102 33 36
"g349" 365500 320199 283440 208035 554753 565415 527915 521256 600563 877330
"g350" 927 1088 1607 1183 1071 8356 3558 8248 2353 8328
"g351" 1609 1261 1125 1717 1789 7272 5484 7943 2182 6044
"g352" 372 576 776 730 745 4929 2260 1771 3404 3765
"g353" 832 686 754 675 889 1764 1569 2222 2113 1486
"g354" 14555 13914 12011 10818 31797 22116 22269 19904 13093 21150
"g355" 0 847 14 33 4 81 33 2452 2 178
"g356" 2914 4661 2600 2970 3227 5407 3705 5739 2921 4194
"g357" 2031 2307 2262 2662 3222 5726 6651 5268 2876 6243
"g358" 222 279 73 137 447 851 345 345 361 713
"g359" 6460 4589 3324 3511 3985 15925 14438 12539 9805 18096
"g360" 17929 14342 11636 9852 23674 47051 51917 63130 33851 65007
"g361" 1556 1699 5194 1015 2316 6454 4446 4669 6266 6666
"g362" 2605 10285 10455 877 17676 207 35460 6057 419 52010
"g363" 43 68 61 46 53 42 120 87 33 81
"g364" 18460 16334 6606 21416 12334 20393 37965 18884 19831 25130
"g365" 5 15 105 36 5 37 17 26 119 57
"g366" 10811 7857 6078 7016 10956 21223 20402 22190 18756 22081
"g367" 82 0 5 21 94 50 29 25 63 29
"g368" 30 33 50 27 32 424 48 161 199 291
"g369" 537 369 379 189 970 979 276 929 162 558
"g370" 2318 1845 742 1519 2868 7178 4348 3071 2034 3681
"g371" 365 207 468 415 271 947 819 941 1266 861
"g372" 919 402 353 442 602 1091 669 2494 1827 2878
"g373" 1819 2113 1914 1502 2229 4502 3564 3739 2959 4635
"g374" 2146 1133 2048 763 1437 2376 2638 5241 2380 2316
"g375" 734 1216 735 665 1627 3270 2485 3008 1645 2113
"g376" 22826 22969 22063 22481 32391 143460 98805 96416 50060 143102
"g377" 429 347 587 481 480 2334 1348 2453 2043 1749
"g378" 2484 284 150 961 7 1637 816 1851 631 2034
"g379" 189 12 147 17 90 170 251 61 11 136
"g380" 85 47 98 91 155 359 593 430 231 324
"g381" 832 831 551 750 1228 945 988 1707 852 1063
"g382" 4373 4591 3745 3660 5102 13827 11019 11443 8748 13509
"g383" 5652 1812 3096 3332 4367 5978 5326 19516 3596 5966
"g384" 11246 11319 7109 8903 20162 73629 73685 96559 35897 106193
"g385" 0 68 26 0 42 68 3 263 97 42
"g386" 6403 6812 2697 5032 8147 13056 10896 18317 9750 16094
"g387" 14 15 26 6 52 120 53 73 97 414
"g388" 0 179 1 50 0 3 472 122 37 304
"g389" 4026 2915 2488 1057 3057 2082 3219 2699 898 3128
"g390" 27 17 23 28 5 82 13 45 54 50
"g391" 138 510 296 171 566 1012 762 532 1042 260
"g392" 6088 3415 3764 3114 5944 21237 20980 11558 7645 20977
"g393" 153 185 155 95 222 509 539 428 368 639
"g394" 37 33 30 30 121 103 22 52 49 88
"g395" 1996 2373 2048 1835 2340 6041 6098 4768 2825 5891
"g396" 1860 2263 928 1712 1747 5960 7538 9279 8282 6070
"g397" 757 376 717 670 1145 776 2246 1925 470 1001
"g398" 21 44 24 129 52 147 58 104 316 23
"g399" 14 68 14 10 42 35 128 24 48 159
"g400" 7003 7286 3795 2057 17119 14192 14630 11170 10631 19897
"g401" 8080 9250 5085 4760 8273 16457 13466 14832 15778 21829
"g402" 45 29 51 22 79 152 124 42 74 359
"g403" 1915 738 1516 1273 2411 1446 1676 5802 690 1522
"g404" 22573 18128 18533 16864 18637 34659 44823 46997 35868 68404
"g405" 606 186 75 443 1981 2531 1824 171 411 1111
"g406" 638 229 714 189 669 89 375 293 728 343
"g407" 820 557 470 438 506 1837 1142 2529 2439 3710
"g408" 733 2109 705 2053 2158 7207 3265 1995 3350 1668
"g409" 15286 22486 10113 11469 12678 23312 12237 23260 25343 47263
"g410" 1217 1338 1100 719 1895 1519 1515 1769 438 810
"g411" 46240 22793 32398 36295 38470 68875 76327 80550 130731 80501
"g412" 143 137 100 210 261 417 305 241 284 379
"g413" 105 1104 102 918 675 1006 1380 892 355 242
"g414" 1298 2005 917 2037 2637 6528 5518 8077 5446 7616
"g415" 7947 12121 7229 9134 11035 17466 21410 18612 12522 13024
"g416" 36 0 86 3 163 572 56 276 28 0
"g417" 77 2 0 54 15 27 3 0 1 0
"g418" 4174 833 4652 1088 1305 5362 5425 10191 2824 4447
"g419" 4720 1856 1264 1822 5500 6988 4843 7586 5009 6866
"g420" 1637 4592 5413 81 2 9237 2597 108 491 155
"g421" 26 32 61 9 45 0 59 8 73 56
"g422" 7694 11212 8954 9132 24647 35482 31524 20470 11981 24986
"g423" 5051 3897 3273 2648 5545 7202 6439 5771 4815 5923
"g424" 17731 11239 12140 16460 19819 36742 37588 28176 20158 29625
"g425" 2133 4016 8454 3229 2295 16271 5840 24679 11942 43173
"g426" 22 327 93 34 47 291 443 393 46 135
"g427" 10833 21334 12131 14891 29121 59818 75984 45226 48815 72591
"g428" 262 159 212 177 397 612 225 261 95 977
"g429" 12264 8952 6326 6736 9315 37526 39767 40754 30242 54894
"g430" 57 11 3 5 26 13 1 15 42 58
"g431" 93 180 168 88 158 701 272 433 222 1036
"g432" 715 383 698 295 1460 1215 1917 2514 1627 1926
"g433" 1837 2090 1936 1930 3198 6332 5160 3899 4453 4825
"g434" 47863 60665 34544 38451 50477 195537 164932 146401 93525 167626
"g435" 3035 2069 1553 1990 3219 6822 9914 6660 7171 11377
"g436" 3033 2725 2016 1989 3909 8090 9383 9211 8998 12465
"g437" 1052 1382 931 808 1342 3332 2878 1917 1532 2890
"g438" 22 19 1 14 18 50 134 64 111 130
"g439" 3856 4069 4054 4940 5874 23135 26041 16386 18759 25372
"g440" 1787 7018 2765 5056 5070 13421 18490 9757 12193 17814
"g441" 6169 4923 4021 4177 8459 36376 13708 17794 10870 24655
"g442" 5274 3845 3728 5329 4774 8622 10325 3590 3196 7936
"g443" 684 12 28 0 1 53 162 1701 8 102
"g444" 1070 1264 874 1114 1757 3648 2298 1712 996 3561
"g445" 51 25 4 29 3 36 112 35 7 8
"g446" 343 616 248 206 608 892 1054 1945 824 850
"g447" 12346 10452 10354 5906 10875 24527 22264 13924 7719 26327
"g448" 4396 4576 2434 3195 3999 8222 12480 11169 13447 21420
"g449" 393 8 968 1760 6543 689 3065 4803 93 238
"g450" 1574 671 1134 567 2132 4595 99 650 3178 978
"g451" 13325 6814 12208 13512 14463 14686 16558 20173 12073 40574
"g452" 157 86 60 44 144 266 337 13 91 620
"g453" 22 15 64 21 45 91 45 120 43 22
"g454" 9944 13682 10612 891 3858 21134 17958 77754 13218 53317
"g455" 56 65 14 5 21 0 110 34 5 11
"g456" 946 12214 387 41 6717 19462 131 107 15403 1267
"g457" 18015 30790 31520 34934 42655 49563 51556 72178 33118 98842
