"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g93" 3801 3178 2993 2104 1989 5460 4302 3121 3115 3239
"g94" 43 93 64 68 24 80 83 1 29 27
"g95" 35317 54497 33224 46189 29366 173325 90877 75257 110800 86643
"g96" 1200 3565 790 1459 3562 741 66 945 144 230
"g97" 20206 10959 4118 10613 2701 42505 13254 10062 46178 7714
"g98" 15130 5418 5601 15148 10494 58279 30011 30799 26231 10666
"g99" 4241 6852 2297 3917 2447 9110 8068 10054 9889 7669
"g100" 561 500 271 587 361 1485 575 391 896 549
"g101" 498 708 316 571 288 228 382 328 324 418
"g102" 2848 3754 1522 3514 1184 8021 8745 5729 9898 5291
"g103" 4756 10073 3680 5837 7320 12048 11186 6790 13688 10449
"g104" 117 781 86 4284 1 101 4 225 460 517
"g105" 1206 2125 3668 7037 5147 3475 8245 18421 34266 16613
"g106" 11058 8787 5348 7730 6364 20711 9273 12847 15628 11986
"g107" 61 29 12 93 49 353 345 203 65 1076
"g108" 143 168 120 134 185 367 181 197 160 86
"g109" 5347 3175 4412 9253 7370 30598 8929 1409 2233 14582
"g110" 34374 39351 32594 31977 22092 221578 219580 82819 159862 132206
"g111" 50 53 13 73 8 215 15 111 14 25
"g112" 12464 24001 9287 9161 12388 58070 19805 25048 56565 36612
"g113" 100 52 16 158 50 888 10 245 83 91
"g114" 10540 11498 8552 13444 6468 28662 18439 15527 24925 14561
"g115" 20984 50771 28825 19499 21263 121332 56253 74843 76051 21247
"g116" 55 41 47 111 21 235 47 80 398 165
"g117" 13195 28337 12870 12522 14376 41958 44186 27630 30021 22664
"g118" 447 575 261 561 364 1046 888 680 1256 952
"g119" 20817 15698 12452 17227 16973 28357 29145 17108 25773 17001
"g120" 711 2098 801 1152 929 3621 5052 4332 7899 3565
"g121" 36372 39801 27700 52040 22092 87091 75180 44224 60547 52110
"g122" 28 24 12 39 2 39 39 22 10 14
"g123" 7383 7687 6632 9543 8946 47787 20722 15573 62841 26552
"g124" 24 24 24 23 12 94 72 56 64 52
"g125" 413 297 258 373 202 717 598 557 254 275
"g126" 5136 11905 4800 7894 17878 79110 29643 43015 43411 5013
"g127" 728 1345 877 928 583 1793 2316 1766 1832 1213
"g128" 9163 45193 24009 58122 14092 37679 60506 74080 57707 85819
"g129" 739 432 303 798 244 719 853 854 600 469
"g130" 6472 7226 5141 8072 4075 8080 7748 4491 8175 4851
"g131" 28 64 22 25 41 289 110 163 214 82
"g132" 463 330 233 258 619 405 1147 817 1680 764
"g133" 97163 82625 51082 46723 83016 137623 146898 114107 128039 91595
"g134" 15939 22806 11790 10368 12873 29918 60266 29022 44395 23797
"g135" 13297 22217 10470 17765 7936 20952 28716 10745 14551 12299
"g136" 2110 1294 1417 807 370 2325 4234 2104 1733 5069
"g137" 20 1 15 15 22 103 21 9 97 3
"g138" 12748 20037 15997 16582 13414 29719 61381 30056 52514 16955
"g139" 12 165 227 47 266 2238 369 414 459 814
"g140" 889 419 104 306 82 1347 2113 625 637 523
"g141" 21353 20825 8612 8876 10595 24608 48275 30394 42502 21520
"g142" 710 310 165 442 333 636 423 383 991 243
"g143" 2836 3259 2068 3153 1128 4226 4434 2285 2017 3248
"g144" 7 70 11 11 2 86 58 3 19 42
"g145" 293 661 204 227 284 264 528 247 297 239
"g146" 32929 45895 25749 45815 43321 144691 175770 66090 102590 90470
"g147" 125 1358 275 180 445 250 435 504 1572 650
"g148" 60 221 240 207 57 463 171 199 1150 120
"g149" 13030 16268 9669 13718 10344 78466 38588 30055 65590 35951
"g150" 1902 788 897 1129 615 3085 2172 1474 1309 1736
"g151" 269 1132 499 88 263 904 1456 378 926 1653
"g152" 263 470 356 447 324 809 483 281 782 468
"g153" 23 0 0 67 0 1 0 76 129 5
"g154" 0 1049 42 370 22 80 21 498 14 134
"g155" 5305 5785 4120 3179 4203 8345 6309 7441 10282 8769
"g156" 4516 20750 4488 11769 9528 155422 91007 67496 100630 71896
"g157" 9299 6418 4599 6816 5656 70903 44458 27376 40353 20763
"g158" 619 517 610 746 484 1244 1303 792 735 1834
"g159" 6201 7529 5929 7425 5922 20520 8584 12199 16143 11359
"g160" 26 7 5 10 448 78 186 52 421 1641
"g161" 1447 4639 2352 2635 2710 15731 9403 7289 11288 9707
"g162" 28149 20706 10245 14807 12521 26581 28924 26754 33018 27853
"g163" 115 774 352 44 409 8 1146 487 1126 291
"g164" 13 49 1 50 111 134 514 25 350 177
"g165" 835 108 35 1 816 527 1056 120 32 344
"g166" 20098 14597 15035 14080 6041 43382 41045 10892 28572 24720
"g167" 2884 1810 1607 2863 2483 9980 6031 2429 7720 5208
"g168" 22287 43397 32638 42849 17674 60013 32956 29239 66471 38063
"g169" 20 85 22 147 60 297 306 60 111 84
"g170" 12182 9282 5340 12847 5628 10357 11908 7583 11818 6877
"g171" 6182 7349 8050 10845 5636 15511 18642 10029 15609 6876
"g172" 80 115 65 32 60 278 275 97 69 143
"g173" 130 199 407 554 402 324 114 317 457 199
"g174" 260 971 147 1005 139 4877 2964 1920 2297 3473
"g175" 746 709 628 747 376 1572 1475 815 1751 836
"g176" 11568 16081 3987 11915 4670 19110 9544 9550 24472 10648
"g177" 6745 6846 2707 5198 3824 13245 16839 8628 8736 12633
"g178" 6046 8062 4767 5583 5151 33257 29897 16267 27757 20767
"g179" 4041 2262 2127 338 1804 12386 8115 2216 4733 3089
"g180" 22 170 155 237 134 1404 141 847 437 208
"g181" 7837 11359 7721 6236 4107 20715 18762 15067 10836 9031
"g182" 1936 2174 1231 304 1434 6297 1625 2182 1708 1768
"g183" 11 34 65 226 22 273 50 265 158 3
"g184" 3174 6903 2869 3819 3755 29583 4600 20052 10972 14546
"g185" 19719 27014 22437 17400 16780 56878 38484 24653 59304 30075
"g186" 338 194 117 163 113 154 163 78 344 109
"g187" 165 39 32 2 10 72 33 126 0 120
"g188" 5629 16851 6695 9169 4085 40663 27979 16397 34942 22032
"g189" 2705 1656 3011 4978 919 11668 2179 2151 1026 8716
"g190" 2035 3549 1817 2002 1617 6891 3577 4137 8458 2621
"g191" 14031 16037 8468 17002 7920 27298 24312 16313 25929 15182
"g192" 18651 19084 20243 31098 14287 118208 37077 42310 120053 73513
"g193" 192 319 13 224 357 560 102 383 2244 589
"g194" 2526 22187 8510 12238 17279 20564 6093 10319 19798 20744
"g195" 230 177 244 228 200 363 756 314 539 399
"g196" 1044 2729 850 562 1004 4874 3590 1469 940 1933
"g197" 28526 16397 19041 24758 22266 108399 59989 46067 62844 19364
"g198" 143 87 113 53 0 732 257 29 187 178
"g199" 8438 5326 6488 6999 5847 27838 20810 11552 21457 16274
"g200" 1 3 14 25 141 458 163 158 255 6
"g201" 461 658 88 502 216 998 109 24 624 7
"g202" 3175 8700 10708 4580 5883 53073 11421 13487 14441 13689
"g203" 10623 22330 23588 34446 14674 39193 56281 32655 52454 36238
"g204" 26380 49743 30759 34378 19928 135357 121692 70323 105276 60905
"g205" 2818 1948 1512 1072 1576 11487 4093 3377 14956 6664
"g206" 1037 867 451 584 593 1113 1392 784 2824 708
"g207" 4 86 32 7 5 123 7 253 16 31
"g208" 1212 833 583 763 706 2274 2840 917 1685 1732
"g209" 60 40 22 47 31 77 57 45 109 27
"g210" 14 44 33 26 12 81 54 40 85 68
"g211" 16 95 25 205 27 6 99 109 156 56
"g212" 491 450 512 838 209 2351 1361 1085 2629 1157
"g213" 11648 7983 8865 9636 8169 28408 24518 14859 28216 17514
"g214" 292418 163391 176935 222945 128734 621917 433585 451812 541037 578586
"g215" 349 93 114 302 69 1551 972 163 666 239
"g216" 7641 7366 6079 11427 3924 27121 10759 8595 22539 15135
"g217" 89996 199911 117856 67390 34368 188158 96516 182220 60456 134931
"g218" 3103 7740 4055 3994 2305 11063 14736 4606 9383 5189
"g219" 12193 12969 10822 11297 10847 76188 30320 49336 46934 44143
"g220" 3994 4113 1913 4900 4149 15323 4412 3875 7997 3686
"g221" 482 202 149 264 255 967 115 287 351 434
"g222" 4609 4601 3153 2917 2259 8681 11558 8857 10316 6915
"g223" 118 65 32 72 125 812 313 208 332 133
"g224" 1052 1365 921 996 805 2409 1882 829 1565 1266
"g225" 5333 6063 4497 5613 3145 15852 12262 10501 13745 13085
"g226" 4209 5571 2977 4140 3002 15117 7117 6234 10576 2933
"g227" 1900 1525 1248 2275 884 6307 4056 2846 3256 2519
"g228" 405 1063 808 657 537 1443 282 955 2178 1231
"g229" 181 106 18 83 3 435 39 134 358 33
"g230" 1654 3027 3059 365 656 919 2019 2010 5634 7498
"g231" 60 46 49 48 26 198 147 126 178 106
"g232" 155 233 359 385 236 621 463 403 754 956
"g233" 1061 1113 1028 531 571 7163 4277 3771 3536 4164
"g234" 53 16 11 28 35 203 95 42 49 46
"g235" 0 0 0 33 8 104 106 11 131 94
"g236" 975 649 817 557 310 1581 1436 1699 875 359
"g237" 36079 44421 9451 32533 31496 41503 28273 59416 78572 64254
"g238" 24858 20138 21651 22373 13914 44164 33368 21564 59794 24037
"g239" 284 226 46 36 53 131 73 44 51 112
"g240" 5 8 50 8 25 60 185 29 117 10
"g241" 145 409 155 28 194 279 523 608 618 235
"g242" 817 6406 1093 5121 1332 14910 4365 2850 5767 3492
"g243" 234 306 40 116 117 245 75 92 160 25
"g244" 3175 4287 2239 2352 1687 6518 5380 3045 6777 4480
"g245" 1046 1952 1118 1599 1470 3098 3041 2244 979 2654
"g246" 278 984 249 491 51 1265 1115 789 2146 556
"g247" 2819 3486 3335 4197 3030 14590 7797 5435 6748 2919
"g248" 20212 15257 20624 10799 16608 46681 41103 29308 24029 30493
"g249" 5622 5153 4150 5106 3191 32887 22279 14487 32139 14477
"g250" 28145 40377 33616 110325 66337 169864 116083 87461 144454 36332
"g251" 0 0 0 0 0 0 160 1 0 0
"g252" 25259 58931 13911 46718 38532 48107 126303 84074 227767 81633
"g253" 296 359 156 49 187 1262 1226 107 973 243
"g254" 1294 6859 1983 1434 1411 4381 5445 1506 16403 1052
"g255" 83218 84360 57248 106180 47319 218072 128668 110698 117516 207886
"g256" 5522 8853 7193 8117 5603 13794 17476 10610 14479 9670
"g257" 794 1399 1127 1223 887 7484 6446 3963 6993 3950
"g258" 94 50 43 90 36 277 108 115 185 21
"g259" 220 158 99 189 54 330 236 184 174 225
"g260" 1452 1892 1342 465 473 2619 5684 2134 740 209
"g261" 3551 3232 3038 3005 2514 4094 3975 4844 8288 4818
"g262" 266 144 49 274 90 224 536 224 429 180
"g263" 24597 12037 15222 23358 18536 75273 50425 49043 69747 40639
"g264" 95 125 73 8 130 51 81 43 133 76
"g265" 1091 915 1235 960 477 4384 2407 1916 3443 1861
"g266" 2022 4883 1273 3580 3030 19407 12610 8912 8042 7935
"g267" 162 123 61 128 145 354 259 123 284 110
"g268" 5574 1614 2464 574 1374 18414 2623 1515 4784 2695
"g269" 34 51 50 111 40 176 29 121 46 118
"g270" 77 94 63 75 88 175 92 59 132 43
"g271" 6057 6225 4910 6513 2170 27411 6639 9845 6428 7068
"g272" 2809 4390 3408 4923 1599 14552 6847 9610 8446 7303
"g273" 3049 3406 1857 2547 1845 9743 6613 7289 4728 2993
"g274" 17071 16113 11961 47619 13177 53713 23824 38992 31753 28435
"g275" 24640 3713 6450 30127 12096 8513 6175 34210 19751 14590
"g276" 1004 891 1003 1321 908 2264 3131 1400 2839 2204
"g277" 5042 11155 6836 9622 7201 23508 22741 18133 39526 8571
"g278" 1654 2144 833 2433 850 1446 2055 1812 1750 2314
"g279" 2610 387 7617 4075 441 21580 7442 253 864 2073
"g280" 158 524 97 174 74 250 240 432 323 229
"g281" 35 39 31 48 80 105 84 45 70 6
"g282" 71 62 51 84 61 162 124 80 116 91
"g283" 54 72 67 36 36 246 76 121 640 368
"g284" 24 155 2 66 122 39 172 81 21 27
"g285" 104 135 135 102 56 165 167 77 111 147
"g286" 2911 1521 1322 1866 1886 1816 1613 3289 3328 1442
"g287" 1836 2987 2258 4104 1577 10963 6700 4377 7582 6651
"g288" 25 13 29 38 27 90 133 9 34 22
"g289" 310 770 432 508 676 473 860 477 844 669
"g290" 135253 221583 124339 111974 142963 368828 341781 189795 480125 127607
"g291" 983 225 846 832 108 284 6978 1133 1399 1202
"g292" 24 28 7 49 7 1 26 155 342 51
"g293" 50 11 5 16 7 39 23 43 2 35
"g294" 32319 27764 15380 29440 25012 40263 30045 25516 34176 48183
"g295" 1009 351 1287 595 573 8910 1434 3076 6168 614
"g296" 667 718 432 750 341 865 788 638 1164 1144
"g297" 7100 5625 6232 6910 4637 36966 32516 22390 31519 14473
"g298" 15612 25370 13027 13322 11077 39416 47019 27379 28530 32231
"g299" 14 29 21 11 18 25 58 34 46 34
"g300" 0 6 2 1 2 0 12 113 6 32
"g301" 4667 5953 3940 6962 2153 9619 7703 8069 8406 8386
"g302" 858 1309 788 1433 559 2052 1271 1265 1799 1363
"g303" 37 64 25 52 15 38 17 4 46 131
"g304" 1652 1255 880 1079 370 2711 1175 1488 2800 1522
"g305" 4147 5248 3404 2424 2942 9677 6756 4208 10293 5412
"g306" 4930 7842 4472 5928 6144 20076 13294 7676 14597 9117
"g307" 29 61 34 58 9 152 369 28 208 176
"g308" 8100 12295 10420 11093 6867 23877 15197 10399 12144 15975
"g309" 272 467 447 564 259 1047 742 510 442 527
"g310" 47 79 28 34 79 57 47 128 194 443
"g311" 19 54 17 63 17 3 37 11 16 17
"g312" 1121 196 1442 1742 430 103 1505 141 1737 1994
"g313" 286 781 271 60 258 31 120 14 558 554
"g314" 2970 9097 828 10269 1773 4014 32652 17578 2992 10628
"g315" 7 3 22 8 9 41 69 13 24 16
"g316" 500 279 275 419 165 663 679 323 520 919
"g317" 24 67 54 46 17 85 130 35 58 67
"g318" 506 483 172 399 500 2009 1925 848 972 1129
"g319" 15007 28224 14095 30052 21708 35817 41834 33336 45598 20279
"g320" 85 84 78 85 25 182 55 125 272 126
"g321" 14451 19564 8963 12040 8185 19746 15445 7472 21165 21898
"g322" 7819 9018 4667 7579 4478 24530 16461 10695 27585 16552
"g323" 3160 993 1182 1507 1198 5580 3135 812 896 1286
"g324" 12 20 68 6 34 144 114 68 82 76
"g325" 536 303 539 357 37 3215 450 240 944 839
"g326" 2938 3509 1968 1837 1748 7219 6104 1895 6855 5495
"g327" 330 662 501 589 279 1033 1425 981 1101 1410
"g328" 62 31 34 46 11 68 114 29 35 64
"g329" 2562 3031 1974 2143 2187 6861 4068 3411 7796 3863
"g330" 508 692 364 606 322 1170 768 540 931 1268
"g331" 543 229 197 193 82 2121 547 496 1943 924
"g332" 10952 9651 8703 19201 6586 20819 8567 7458 13297 15695
"g333" 181 294 173 300 149 388 293 108 413 375
"g334" 34853 59695 37768 39062 27365 94838 81710 47410 76568 35368
"g335" 29 32 13 28 17 34 26 12 36 20
"g336" 1 547 96 1093 328 142 19 299 152 14
"g337" 138 286 209 206 250 647 656 342 1860 1609
"g338" 2681 3213 2179 2176 664 6475 3935 3428 8177 4643
"g339" 5769 7514 5166 4807 4569 15834 10974 8489 10659 9809
"g340" 27 86 17 40 18 68 68 47 174 16
"g341" 71 96 48 32 36 116 87 59 74 44
"g342" 41792 53903 31185 41654 23922 279554 166987 177588 177475 136007
"g343" 4407 5753 2471 6239 2808 20553 19108 10207 10954 10374
"g344" 158 198 121 173 101 443 298 250 343 270
"g345" 45 35 31 42 35 55 46 61 56 31
"g346" 140 7 72 21 14 57 95 268 289 8
"g347" 24062 35386 30432 28616 14204 44010 31168 53958 58942 27909
"g348" 20122 14891 17690 15238 8355 62190 29725 26073 37317 33517
"g349" 1378 41 77 407 173 757 658 360 349 2783
"g350" 116 61 54 2 5 40 4 125 53 1
"g351" 78 35 127 79 35 76 364 192 144 66
"g352" 5707 14827 6985 8209 6580 14076 14706 9774 16183 14474
"g353" 444 509 320 341 249 2211 1049 956 481 1317
"g354" 1319 1108 440 673 501 2896 2631 676 2097 907
"g355" 75 152 111 24 72 279 247 262 283 222
"g356" 94 107 114 110 17 321 85 126 180 43
"g357" 276 603 138 915 605 979 477 683 515 568
"g358" 1953 3042 1362 2995 1494 5545 2163 3181 3618 2977
"g359" 27394 34584 21912 15024 12994 60437 87895 49825 87098 50892
"g360" 752 75 235 81 49 634 1774 586 1400 2648
"g361" 4177 4331 5552 7334 4824 38261 19290 13544 26479 9900
"g362" 5489 3594 1521 6272 2099 6321 6202 4290 5237 7014
"g363" 339 244 193 3398 35 6369 0 6231 738 108
"g364" 76 243 62 105 64 88 124 180 91 25
"g365" 131 74 113 129 86 436 276 107 126 139
"g366" 2607 1157 1216 1413 1383 5297 3719 3126 2864 2569
"g367" 31 316 185 47 9 1294 280 269 4366 1151
"g368" 1030 7471 4713 2660 6022 31083 24459 314 26433 31037
"g369" 15160 16882 11414 17330 9657 51716 29593 24775 25313 17173
"g370" 894 1674 1173 4181 1013 6374 1105 4667 7207 6095
"g371" 231 233 137 445 71 375 298 814 246 284
"g372" 3611 485 1414 2504 444 2171 1599 2799 4515 1569
"g373" 30 102 17 34 125 490 168 10 67 241
"g374" 1048 1014 609 784 691 1596 949 409 1043 640
"g375" 0 43 86 161 2 39 5 10 83 47
"g376" 633 968 510 489 690 896 715 712 1219 848
"g377" 7174 6610 4266 7976 4720 20371 11937 6184 7601 6238
"g378" 18759 27883 15199 8000 5231 61670 43315 21749 35172 30328
"g379" 75 366 17 658 117 219 165 473 70 264
"g380" 117 142 23 152 46 773 257 247 221 717
"g381" 4318 4304 738 3169 2126 8570 6147 5937 3424 8929
"g382" 6118 5208 2691 4119 2964 16223 8739 8601 15390 6035
"g383" 337 93 63 46 77 165 587 168 331 97
"g384" 8 67 21 54 107 163 63 76 34 61
"g385" 8456 8346 10439 7784 4887 12300 19028 9344 14300 14441
"g386" 177 144 58 81 75 714 125 180 225 370
"g387" 37391 38526 27559 44039 14477 31667 60935 43295 56736 75586
"g388" 6686 7842 6351 7041 4229 9307 8548 7606 9955 6599
"g389" 1847 2129 1456 2085 1738 4385 4550 2032 2600 3517
"g390" 2884 1442 1789 1908 2704 6645 2176 1467 2339 1812
"g391" 63 246 14 237 84 299 53 105 10 22
"g392" 274 798 565 44 507 5926 1133 774 234 643
"g393" 634 519 414 868 364 2346 1264 1391 1605 1082
"g394" 274 905 38 537 96 509 253 676 1333 561
"g395" 7224 2295 490 4562 2812 14793 5005 5014 7175 5060
"g396" 56 8 82 32 65 123 96 7 182 87
"g397" 4882 6174 4870 4838 3469 8609 6692 2332 13061 5852
"g398" 37972 26174 33005 34356 23990 65915 63007 24706 40046 22371
"g399" 4579 3779 3223 1508 1657 5839 4125 2381 8596 1627
"g400" 564 1913 211 184 609 1783 430 1484 739 2014
"g401" 1071 5363 4722 5777 1904 8213 3035 17193 23814 23007
"g402" 1359 934 622 4356 2281 3549 4944 798 6573 13762
"g403" 17556 27729 12705 21129 13424 45353 37929 44807 66383 51565
"g404" 44451 36846 32193 46607 19233 120806 78604 45434 142251 90583
"g405" 11411 13425 6982 8826 9496 27575 14000 16003 35318 13616
"g406" 2168 3389 2610 5321 8503 46797 37281 35209 59889 13402
"g407" 3336 6834 6192 11774 3617 22159 13714 15766 17714 13245
"g408" 112 539 405 291 408 1026 546 421 1037 757
"g409" 39 79 53 49 30 71 33 81 117 62
"g410" 373 175 67 243 183 120 122 468 415 310
"g411" 122 66 35 0 276 363 2627 1205 3420 234
"g412" 34461 16190 9555 23441 15819 74187 41622 21140 44999 34984
"g413" 1130 1690 1423 1403 1471 5951 3272 2823 4580 2601
"g414" 244 113 204 254 241 1222 628 468 120 460
"g415" 942 1485 997 642 532 418 1268 919 1004 854
"g416" 59572 217114 111357 87006 36785 445249 745548 248251 910855 449916
"g417" 81 44 8 92 16 171 75 78 136 94
"g418" 8991 7349 7331 8974 6374 24464 33916 12965 26215 18335
"g419" 52 132 26 18 34 161 58 135 41 55
"g420" 6 78 71 45 16 4 32 35 14 6
"g421" 145 439 353 240 47 479 451 229 430 416
"g422" 10 2 6 0 28 36 9 5 76 4
"g423" 13660 12532 5576 20391 287 22644 7000 6809 22023 4593
"g424" 114 28 1 114 38 78 18 194 5 65
"g425" 23315 25000 17175 30050 19481 59261 56152 48587 65239 41987
"g426" 445 1352 1087 931 207 1998 756 1233 1512 931
"g427" 21 31 22 18 28 53 42 21 44 18
"g428" 1098 2167 2441 3953 2570 7787 2502 2477 5060 4885
"g429" 1303 2289 2389 2618 2369 11235 8294 5088 9017 3930
"g430" 5152 4975 3823 4211 2427 21975 8818 13819 21302 17768
"g431" 21711 19865 14373 17468 9371 15773 19717 17671 23188 19512
"g432" 1157 2526 1023 1474 607 3726 2911 1620 5144 1950
"g433" 93 34 86 128 0 81 113 2 493 112
"g434" 229 518 547 2428 116 6800 1426 1068 2120 3836
"g435" 5901 15467 9771 6235 1044 36049 36972 35193 116945 27911
"g436" 1660 8937 307 2576 745 281 2318 1280 5130 1010
"g437" 2327 4065 5232 6057 2770 10690 10668 9112 5249 8505
"g438" 1569 1176 2415 4119 1523 13167 11684 4226 6038 18796
"g439" 3239 3789 1884 2941 1698 4395 2725 2571 5054 1953
"g440" 23 13 90 3 5 17 16 12 18 156
"g441" 64 21 29 22 36 127 266 36 96 143
"g442" 99 1 3 74 0 2 1 97 2 4
"g443" 10219 21623 11568 17775 7405 47064 27440 23843 50013 28525
"g444" 54 119 74 66 42 340 243 194 322 133
"g445" 37 32 66 38 34 18 48 36 4 14
"g446" 20886 16064 16829 23733 29536 75652 58043 28104 49971 20358
"g447" 15738 19599 15637 20630 9948 85913 62017 45953 59851 54581
"g448" 2546 3113 2936 4612 1323 13168 7913 5844 5671 5462
"g449" 2866 8994 3339 2495 2909 6688 5285 6933 9809 3681
"g450" 109 86 25 65 127 154 217 62 100 155
"g451" 2533 2831 2809 3412 1736 5579 3861 3552 4880 2995
"g452" 3135 322 1875 1720 1059 3907 5854 3595 5930 3226
"g453" 688 824 815 833 769 1492 1339 875 1913 1282
"g454" 17 1153 252 15 298 1760 2 1 47 382
"g455" 512 1209 465 604 431 5664 1886 421 2666 514
"g456" 3096 1242 1559 2028 1557 783 1970 945 2990 2439
