"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g30",0.0485750552181003,0.0485750552181003,491.487804878049,1909.61220824044,0,0,0,0,0,0,0,0,1.79937211894005,14.6802741397117,1.95805216976415,1,0,1
"g31",0.126166453877856,0.126166453877856,5.07017543859649,7.64164659703318,0,0,0,0,0,0,0,0,-0.0791523898097539,7.40545793792229,0.591847870634407,1,0,1
"g32",0.277037276645747,0.277037276645747,21.1707317073171,42.2642915123937,0,0,0,0,0,0,0,0,1.26549301245505,9.52637146806903,0.997368132897556,1,0,1
"g33",0.0189401086224257,0.0189401086224257,30.1951219512195,60.1877086535778,0,0,0,0,0,0,0,0,0.861845040144122,10.0099465188172,0.995153394667176,1,0,1
"g34",1.60128314476629,1.60128314476629,13.8780487804878,38.8224367699469,0,0,0,0,0,0,0,0,3.65688170336516,7.16386952330544,1.48408593180857,1,0,1
"g35",0.132196663237539,0.132196663237539,46.1052631578947,194.198316053412,0,0,0,0,0,0,0,0,0.996656884715717,10.9756553745747,2.07452733442612,1,0,1
"g36",0.20193771859651,0.20193771859651,9.12280701754386,24.9079589195508,0,0,0,0,0,0,0,0,1.7528916606813,8.69128773509102,1.44905710093083,1,0,1
"g37",0.634722323297251,0.634722323297251,4.05263157894737,8.89845553783243,0,0,0,0,0,0,0,0,1.55671010918313,6.23796011805853,1.13469592891011,1,0,1
"g38",0.0496863631505315,0.0496863631505315,155.210526315789,304.366393968778,0,0,0,0,0,0,0,0,1.24890181849719,12.552317469186,0.971582671387379,1,0,1
"g39",0.215817196739547,0.215817196739547,5.75438596491228,20.8850993023175,0,0,0,0,0,0,0,0,2.22728460957305,7.59227000972964,1.85974010752871,1,0,1
"g40",0.212462676255994,0.212462676255994,183.421052631579,446.908978590095,0,0,0,0,0,0,0,0,1.62489259516234,12.7836255473377,1.28482179183918,1,0,1
"g41",0.0874709213889147,0.0874709213889147,298.666666666667,923.143002167086,0,0,0,0,0,0,0,0,1.40909984235293,13.7235014295484,1.62801791851632,1,0,1
"g42",0.158674384637858,0.158674384637858,57.1929824561403,152.516595608064,0,0,0,0,0,0,0,0,1.62166304158955,11.1309622588108,1.41505618830835,1,0,1
"g43",0.802719655661824,0.802719655661824,1.03508771929825,2.3765544531138,0,0,0,0,0,0,0,0,1.15646374911757,4.92584242530051,1.1991184227601,1,0,1
"g44",0.64353006911152,0.64353006911152,0.731707317073171,1.42923271408441,0,0,0,0,0,0,0,0,2.00011713089772,4.87093841446092,0.965902250650475,1,0,1
"g45",1.55617668802754,1.55617668802754,2.68292682926829,4.87572708519221,0,0,0,0,0,0,0,0,-0.514009202989412,5.2419507027146,0.861809665644861,1,0,1
"g46",0.540208279542477,0.540208279542477,2.03508771929825,3.32610412551808,0,0,0,0,0,0,0,0,0.239774633380914,5.71495342733802,0.708742352730649,1,0,1
"g47",0.0545200878941067,0.0545200878941067,3.87719298245614,10.437475025687,0,0,0,0,0,0,0,0,1.69427906317241,7.3538575131758,1.42868829523677,1,0,1
"g48",0.676163324385878,0.676163324385878,270.052631578947,414.829585381705,0,0,0,0,0,0,0,0,1.5142254703605,13.3969974635127,0.619278182938356,1,0,1
"g49",0.262167897726443,0.262167897726443,2506.85365853659,8989.29428894099,0,0,0,0,0,0,0,0,2.2264925810222,16.8558040371,1.84233008129275,1,0,1
"g50",0.0979790835093299,0.0979790835093299,162.912280701754,280.539980743358,0,0,0,0,0,0,0,0,0.999609432783714,12.1821194928214,0.784111027423938,1,0,1
"g51",1.25184241928185,1.25184241928185,4.57894736842105,8.88129361863493,0,0,0,0,0,0,0,0,0.929236477578125,6.24631740896283,0.95575384746569,1,0,1
"g52",0.249537875943862,0.249537875943862,167.701754385965,387.263689932247,0,0,0,0,0,0,0,0,2.0612903455858,12.5379293794134,1.20741845827283,1,0,1
"g53",0.909454309026758,0.909454309026758,429.707317073171,1049.98346735486,0,0,0,0,0,0,0,0,1.23949660497729,13.2308018783209,1.28894036323442,1,0,1
"g54",1.78718710302836,1.78718710302836,7.07317073170732,12.8409159370902,0,0,0,0,0,0,0,0,-1.817793703497,5.53120682586353,0.860319122446729,1,0,1
"g55",1.14618992309156,1.14618992309156,7.73684210526316,15.0941705894166,0,0,0,0,0,0,0,0,1.87743042983672,7.10153175781152,0.964174747778348,1,0,1
"g56",0.191866130717862,0.191866130717862,2.26829268292683,4.35872945453929,0,0,0,0,0,0,0,0,0.499466187981474,6.47066295794483,0.942300852189891,1,0,1
"g57",0.237574544853279,0.237574544853279,16.390243902439,26.0989858744348,0,0,0,0,0,0,0,0,-0.305820095869349,8.59750849388856,0.671156425960595,1,0,1
"g58",0.0787485363366033,0.0787485363366033,496.658536585366,1394.53147892244,0,0,0,0,0,0,0,0,1.5324638510202,14.1649777234538,1.48945428698022,1,0,1
"g59",0.0949407842956778,0.0949407842956778,51.3157894736842,159.440642899787,0,0,0,0,0,0,0,0,1.0693318367416,11.0342758168408,1.63554472714681,1,0,1
"g60",1.03485873682594,1.03485873682594,93.4561403508772,411.115615151543,0,0,0,0,0,0,0,0,2.22459869057787,10.1322781994014,2.13718280831922,1,0,1
"g61",0.0317466568388895,0.0317466568388895,4.21951219512195,7.776538465615,0,0,0,0,0,0,0,0,0.772354899490115,7.15464229548005,0.882051894944686,1,0,1
"g62",0.217740489788781,0.217740489788781,37.7719298245614,58.9517122040878,0,0,0,0,0,0,0,0,1.27960951372545,9.90253805865532,0.642219220591585,1,0,1
"g63",0.215524130499735,0.215524130499735,1.35087719298246,3.67502095521749,0,0,0,0,0,0,0,0,1.63654429277671,5.85380392903566,1.44385594978678,1,0,1
"g64",0.16425929772963,0.16425929772963,36.5087719298246,101.899455233381,0,0,0,0,0,0,0,0,0.919288023213072,10.5419190399719,1.48083129290903,1,0,1
"g65",0.0446313670613887,0.0446313670613887,232.263157894737,499.198315354089,0,0,0,0,0,0,0,0,1.40299069684835,13.1037683915077,1.10385273678383,1,0,1
"g66",0.163643836952397,0.163643836952397,30.1707317073171,46.4300624134428,0,0,0,0,0,0,0,0,0.0491878260440313,9.81741352035255,0.621909534772524,1,0,1
"g67",0.278137086750057,0.278137086750057,7,11.0906832893379,0,0,0,0,0,0,0,0,1.04502322107711,7.58292167496941,0.663921424512619,1,0,1
"g68",0.178718003805716,0.178718003805716,118.736842105263,642.294824987807,0,0,0,0,0,0,0,0,2.5675984382815,12.6622198698077,2.43546802342087,1,0,1
"g69",0.864138934704226,0.864138934704226,12.2682926829268,56.35482220604,0,0,0,0,0,0,0,0,3.88689250900134,9.16138330810304,2.19960457484599,1,0,1
"g70",0.103884342551303,0.103884342551303,2.96491228070175,4.97472647310382,0,0,0,0,0,0,0,0,0.219915625441327,6.57791551151253,0.746627781580026,1,0,1
"g71",0.148819339312135,0.148819339312135,28.4912280701754,55.1738536657864,0,0,0,0,0,0,0,0,0.373932922827741,9.64018184193963,0.953466942146796,1,0,1
"g72",0.116883491560338,0.116883491560338,143.878048780488,463.465427679528,0,0,0,0,0,0,0,0,1.65830859667606,12.2283698606749,1.68761522522827,1,0,1
"g73",0.166891948261393,0.166891948261393,32.3333333333333,54.9838551282883,0,0,0,0,0,0,0,0,0.944955005437441,10.0326851106729,0.765985816683321,1,0,1
"g74",0.314002237756477,0.314002237756477,3.02439024390244,8.17051935337681,0,0,0,0,0,0,0,0,1.39035220421788,7.09698095748305,1.43378347942314,1,0,1
"g75",0.764429424081212,0.764429424081212,41.1463414634146,116.268415312735,0,0,0,0,0,0,0,0,2.18304058944662,9.69472866382846,1.49862317341211,1,0,1
"g76",0.107901425153749,0.107901425153749,33.5614035087719,116.501470835478,0,0,0,0,0,0,0,0,1.53489226856385,10.72182038003,1.79547321466737,1,0,1
"g77",0.352875565716934,0.352875565716934,172.512195121951,550.643083654842,0,0,0,0,0,0,0,0,1.44324209425363,13.069724559779,1.67441914274803,1,0,1
"g78",0.217320307572372,0.217320307572372,2.45614035087719,11.0770399509951,0,0,0,0,0,0,0,0,2.067560142793,6.69505652244258,2.17310750250579,1,0,1
"g79",0.832775381022495,0.832775381022495,0.853658536585366,1.39793050679985,0,0,0,0,0,0,0,0,0.435271297473691,3.70283336030363,0.711561631657453,1,0,1
"g80",0.0599939642612235,0.0599939642612235,133.701754385965,296.959144344378,0,0,0,0,0,0,0,0,0.979123214194923,12.2019724973267,1.15124606253762,1,0,1
"g81",0.350513774366672,0.350513774366672,1.63157894736842,5.22639408125314,0,0,0,0,0,0,0,0,1.28651442027633,5.59666931593418,1.67954711409707,1,0,1
"g82",1.46439507552405,1.46439507552405,8.14634146341463,21.096729648298,0,0,0,0,0,0,0,0,3.42272294327443,5.77383697696271,1.37279518104168,1,0,1
"g83",0.0737514563723867,0.0737514563723867,114.631578947368,332.078524619336,0,0,0,0,0,0,0,0,1.62894476968676,12.4032686756574,1.53451989186785,1,0,1
"g84",0.148014916653355,0.148014916653355,357.210526315789,584.683687516022,0,0,0,0,0,0,0,0,0.782687966927355,13.5398708872378,0.710881746589446,1,0,1
"g85",0.270060462736962,0.270060462736962,8.94736842105263,19.9237285584962,0,0,0,0,0,0,0,0,0.685049151300715,7.78798891225346,1.15495233312772,1,0,1
"g86",0.056180176435928,0.056180176435928,162.585365853659,250.766648157772,0,0,0,0,0,0,0,0,0.206757174312754,12.2371527407666,0.625148075442518,1,0,1
"g87",0.0515969312384942,0.0515969312384942,134.824561403509,308.888982181214,0,0,0,0,0,0,0,0,1.53049371805135,12.2269185717358,1.19600507148581,1,0,1
"g88",0.0831810918044276,0.0831810918044276,13.6140350877193,61.8672820991424,0,0,0,0,0,0,0,0,2.13842551364639,9.32966587564964,2.18408192295622,1,0,1
"g89",1.14124440346922,1.14124440346922,1.15789473684211,2.3499240935535,0,0,0,0,0,0,0,0,2.78689870242056,4.59630151498695,1.0211100509061,1,0,1
"g90",0.0729109035467464,0.0729109035467464,29.4210526315789,46.3999827767026,0,0,0,0,0,0,0,0,1.24352975000599,10.077174805168,0.657275405324001,1,0,1
"g91",0.030669511053715,0.030669511053715,809.157894736842,3935.53928347844,0,0,0,0,0,0,0,0,2.13261570543495,15.3700752666829,2.28206818548808,1,0,1
"g92",0.275319476387826,0.275319476387826,27.2682926829268,47.1335086441122,0,0,0,0,0,0,0,0,0.668583519214742,9.29859668081408,0.789528707019357,1,0,1
"g93",0.0487735147734925,0.0487735147734925,95.2439024390244,191.567634293212,0,0,0,0,0,0,0,0,0.640322365003904,11.6432156997872,1.00815519702545,1,0,1
"g94",0.523135522754731,0.523135522754731,2.31578947368421,3.85683332315009,0,0,0,0,0,0,0,0,-0.967531982672189,5.16773935724317,0.735912694633304,1,0,1
"g95",0.0459694094621543,0.0459694094621543,1546.80487804878,4575.46719665552,0,0,0,0,0,0,0,0,1.58963166163565,15.9433835355244,1.56462784388745,1,0,1
"g96",0.979882097820134,0.979882097820134,64.0731707317073,98.8513254212988,0,0,0,0,0,0,0,0,-2.51104688881356,9.44639304124171,0.62553992444279,1,0,1
"g97",0.410244386023761,0.410244386023761,413.243902439024,877.402056598536,0,0,0,0,0,0,0,0,1.43672436409366,13.5278035632389,1.08624455579042,1,0,1
"g98",0.13749802799891,0.13749802799891,451.245614035088,1112.22999580314,0,0,0,0,0,0,0,0,1.72044804583033,13.9659040413433,1.30147033627611,1,0,1
"g99",0.0789424498869156,0.0789424498869156,153.315789473684,382.97877173997,0,0,0,0,0,0,0,0,1.47293581530027,12.475498509448,1.32075814381241,1,0,1
"g100",0.1662855555522,0.1662855555522,19.8421052631579,30.8767604692219,0,0,0,0,0,0,0,0,0.85189920046199,9.11098826865207,0.637956290797964,1,0,1
"g101",0.332513662446901,0.332513662446901,10.280701754386,20.3479515982857,0,0,0,0,0,0,0,0,-0.265667499883307,8.58934469571144,0.984944822205458,1,0,1
"g102",0.0822015473948211,0.0822015473948211,91.6829268292683,271.553403991953,0,0,0,0,0,0,0,0,1.83828130607767,12.0102414745507,1.56651094227967,1,0,1
"g103",0.09211372549773,0.09211372549773,204.536585365854,487.166303842167,0,0,0,0,0,0,0,0,1.00624268234863,12.9535671684747,1.25205542838796,1,0,1
"g104",4.73182825665691,4.73182825665691,17.0487804878049,32.6530693485174,0,0,0,0,0,0,0,0,-0.0287686287165068,7.00858378149824,0.93755006384226,1,0,1
"g105",0.465919408593267,0.465919408593267,135.658536585366,426.083276436791,0,0,0,0,0,0,0,0,2.13939252421804,12.6267755480515,1.65115559258857,1,0,1
"g106",0.0872078111446044,0.0872078111446044,248.634146341463,594.914451697164,0,0,0,0,0,0,0,0,1.0177233496977,13.3118458477941,1.25865778123457,1,0,1
"g107",1.10962049434753,1.10962049434753,3.87719298245614,9.60021325532529,0,0,0,0,0,0,0,0,2.98796897228072,6.73178137196116,1.30805390841784,1,0,1
"g108",0.0889478417897897,0.0889478417897897,4.46341463414634,7.87740898459423,0,0,0,0,0,0,0,0,0.448722948591224,7.34933315188079,0.819573346807182,1,0,1
"g109",0.554908222395626,0.554908222395626,246.456140350877,644.875105334059,0,0,0,0,0,0,0,0,0.441595769611949,12.5591673434044,1.38768885143224,1,0,1
"g110",0.0596763639658814,0.0596763639658814,1237.29268292683,7417.63116893869,0,0,0,0,0,0,0,0,2.46588728617366,16.0859998915853,2.58377172192236,1,0,1
"g111",0.608331346796006,0.608331346796006,1.17543859649123,2.45007162139212,0,0,0,0,0,0,0,0,0.701581247954063,5.14787477638985,1.05962474694174,1,0,1
"g112",0.090231447215794,0.090231447215794,469.122807017544,1428.65508003537,0,0,0,0,0,0,0,0,1.6952562459712,14.3754782322315,1.60662010268914,1,0,1
"g113",0.999047351800889,0.999047351800889,6.97560975609756,10.8934266611979,0,0,0,0,0,0,0,0,1.11256953669272,6.34027705749749,0.6430666056245,1,0,1
"g114",0.0690332866345778,0.0690332866345778,432,902.495217472315,0,0,0,0,0,0,0,0,1.19176109592808,13.7624021059397,1.06288797446175,1,0,1
"g115",0.183529020673956,0.183529020673956,822.731707317073,2387.91229062752,0,0,0,0,0,0,0,0,1.38620795959362,15.2880612447204,1.53725589674764,1,0,1
"g116",0.656302280631186,0.656302280631186,5.07017543859649,7.9203116184885,0,0,0,0,0,0,0,0,1.74711285737675,6.37559546175064,0.643521524797722,1,0,1
"g117",0.0459261727966151,0.0459261727966151,509.736842105263,1546.85499716434,0,0,0,0,0,0,0,0,1.24855198249517,14.4437446331212,1.60151342890257,1,0,1
"g118",0.123504047812974,0.123504047812974,15.5121951219512,34.6552883147398,0,0,0,0,0,0,0,0,1.33847331989389,9.30758064953081,1.1596726652215,1,0,1
"g119",0.0895030473416125,0.0895030473416125,505.070175438596,958.65570448455,0,0,0,0,0,0,0,0,0.658594335895696,14.2403247469442,0.924528920225395,1,0,1
"g120",0.25712530070599,0.25712530070599,47.2682926829268,184.543164138517,0,0,0,0,0,0,0,0,2.33576980101319,11.1140855203994,1.965013637135,1,0,1
"g121",0.05898093725781,0.05898093725781,1423.89473684211,2600.04420374858,0,0,0,0,0,0,0,0,1.04423282513673,15.4883275966459,0.868693653687938,1,0,1
"g122",0.533076220571614,0.533076220571614,0.926829268292683,1.54716323574757,0,0,0,0,0,0,0,0,0.709021782029831,4.20668779017094,0.739249909667798,1,0,1
"g123",0.0765167360721665,0.0765167360721665,341.609756097561,1222.39132209996,0,0,0,0,0,0,0,0,2.11149543423743,13.9247187195655,1.83928512380092,1,0,1
"g124",3.70233949926288e-06,3.70233949926288e-06,0.731707317073171,2.90002726054638,0,0,0,0,0,0,0,0,1.83155789332413,5.23303778235386,1.98672787079123,1,0,1
"g125",0.244727257147035,0.244727257147035,9.91228070175439,18.5374664403335,0,0,0,0,0,0,0,0,0.743121844079282,8.50615531862038,0.903155132620516,1,0,1
"g126",0.600643712892245,0.600643712892245,442.146341463415,1187.32287590783,0,0,0,0,0,0,0,0,1.99241636781764,13.9384420535574,1.42511645260109,1,0,1
"g127",0.113600969238811,0.113600969238811,28.7368421052632,63.4946243171517,0,0,0,0,0,0,0,0,1.20855471983844,10.2584841005593,1.14373292072455,1,0,1
"g128",0.203078727321714,0.203078727321714,808.219512195122,2418.28435177236,0,0,0,0,0,0,0,0,1.51897465745786,15.2254867536599,1.58116480566606,1,0,1
"g129",0.242162074673508,0.242162074673508,17.0175438596491,33.7135184180621,0,0,0,0,0,0,0,0,0.775448571447875,9.11793913030459,0.98630437003273,1,0,1
"g130",0.0622492911103324,0.0622492911103324,201.684210526316,305.977853044868,0,0,0,0,0,0,0,0,0.281611104624043,12.6052941695432,0.601329090600565,1,0,1
"g131",0.256584186078846,0.256584186078846,1.60975609756098,6.18073731158994,0,0,0,0,0,0,0,0,2.39175012521322,6.18130601138602,1.94093683541607,1,0,1
"g132",0.420847286295277,0.420847286295277,19.9024390243902,42.6893532158035,0,0,0,0,0,0,0,0,1.46546561999047,9.11771506538711,1.10093106208667,1,0,1
"g133",0.0738312748657376,0.0738312748657376,2377.80701754386,4890.52056518277,0,0,0,0,0,0,0,0,1.00014036338454,16.4880019115234,1.04035640824802,1,0,1
"g134",0.126673824189649,0.126673824189649,681.317073170732,1460.71193380861,0,0,0,0,0,0,0,0,1.50141246331003,14.4504201066816,1.10027342817771,1,0,1
"g135",0.115858285820819,0.115858285820819,441.170731707317,661.811330052745,0,0,0,0,0,0,0,0,0.464045657367874,13.8534461249702,0.585082908099511,1,0,1
"g136",0.270340291114247,0.270340291114247,33.1052631578947,159.599208670154,0,0,0,0,0,0,0,0,1.64177880532001,10.7378992367071,2.26932099470082,1,0,1
"g137",0.800168187451266,0.800168187451266,1.21951219512195,1.89388601072814,0,0,0,0,0,0,0,0,1.27043300593753,4.01251246838949,0.635045315287386,1,0,1
"g138",0.064593836269979,0.064593836269979,546.80701754386,1348.00650859375,0,0,0,0,0,0,0,0,1.33191788198121,14.4992815020342,1.30172379906044,1,0,1
"g139",0.8930436222589,0.8930436222589,5.46341463414634,15.9374410264642,0,0,0,0,0,0,0,0,3.06142290325599,7.93387810511181,1.54454518100459,1,0,1
"g140",0.649960868360902,0.649960868360902,14.7317073170732,23.3167687988863,0,0,0,0,0,0,0,0,2.02968793449343,8.8921483693238,0.662443236162637,1,0,1
"g141",0.115488076093305,0.115488076093305,707.421052631579,1961.04643520104,0,0,0,0,0,0,0,0,1.48624722328584,14.3093483489553,1.47098263825501,1,0,1
"g142",0.162992093088306,0.162992093088306,11.6842105263158,27.949543271169,0,0,0,0,0,0,0,0,0.624844209060068,8.67974688554731,1.2582644498864,1,0,1
"g143",0.210428644088614,0.210428644088614,81.3508771929825,146.243765923481,0,0,0,0,0,0,0,0,0.591388007239773,11.3879637789264,0.84614531939451,1,0,1
"g144",0.643557536743885,0.643557536743885,1.08771929824561,1.94364386981582,0,0,0,0,0,0,0,0,1.46084157198941,4.12226349792864,0.837457604656804,1,0,1
"g145",0.127242907581852,0.127242907581852,9.19298245614035,15.5237865955944,0,0,0,0,0,0,0,0,0.170515626670026,8.23895746421183,0.755875613259427,1,0,1
"g146",0.0666212820722028,0.0666212820722028,1238.94736842105,4367.62261640067,0,0,0,0,0,0,0,0,1.71412180250813,15.9721565400893,1.81773330403284,1,0,1
"g147",0.68422750735763,0.68422750735763,18.1754385964912,33.0045492334389,0,0,0,0,0,0,0,0,0.962065787781993,8.74585432705379,0.860674715660276,1,0,1
"g148",0.723441902686095,0.723441902686095,6.14035087719298,11.4796141734379,0,0,0,0,0,0,0,0,1.3499707678749,7.61620466222531,0.902681151478872,1,0,1
"g149",0.0318368901135279,0.0318368901135279,475.561403508772,1961.87254272614,0,0,0,0,0,0,0,0,2.08790058599603,14.5485013004387,2.04452778077486,1,0,1
"g150",0.0791808640147462,0.0791808640147462,35.609756097561,65.1643830789935,0,0,0,0,0,0,0,0,1.0996535129302,10.4052705601512,0.871811091247591,1,0,1
"g151",0.402734334837925,0.402734334837925,17.3414634146341,33.5707742159891,0,0,0,0,0,0,0,0,1.73197781768901,9.11334130321644,0.952980159030168,1,0,1
"g152",0.101889866607743,0.101889866607743,14.8292682926829,22.7940803175047,0,0,0,0,0,0,0,0,0.713275312211298,8.77443895122992,0.620211787405724,1,0,1
"g153",3.36497450347256,3.36497450347256,1.49122807017544,3.0660087437565,0,0,0,0,0,0,0,0,1.71994931833746,2.29499946984661,1.03986088936038,1,0,1
"g154",2.68970909833967,2.68970909833967,5.73170731707317,10.4740177644268,0,0,0,0,0,0,0,0,0.818115051902365,5.81181349009645,0.869778109721073,1,0,1
"g155",0.183082622463502,0.183082622463502,157.210526315789,336.188742172806,0,0,0,0,0,0,0,0,1.05963028293313,12.5489714989639,1.09657359529897,1,0,1
"g156",0.253353723623856,0.253353723623856,445.634146341463,3490.03630954191,0,0,0,0,0,0,0,0,3.61445941951219,14.7869065243293,2.96931035866372,1,0,1
"g157",0.0648415271385238,0.0648415271385238,264.526315789474,1538.31701668429,0,0,0,0,0,0,0,0,2.73007833539366,13.9135288096755,2.53986968705194,1,0,1
"g158",0.0853033706463646,0.0853033706463646,23.5365853658537,45.6676800188427,0,0,0,0,0,0,0,0,1.1055063407321,9.66321195431111,0.956268468029136,1,0,1
"g159",0.0346341939885301,0.0346341939885301,269.40350877193,554.314098308255,0,0,0,0,0,0,0,0,1.1857943423981,13.1817806169549,1.04093506038644,1,0,1
"g160",1.61730016844454,1.61730016844454,10.7317073170732,25.7594692402713,0,0,0,0,0,0,0,0,3.51382449329982,6.12476102088351,1.26322325379989,1,0,1
"g161",0.190641191828494,0.190641191828494,109.756097560976,481.408836868938,0,0,0,0,0,0,0,0,2.18893628072673,12.3326689668192,2.13296153283863,1,0,1
"g162",0.0482987443412727,0.0482987443412727,577.666666666667,1203.03606841822,0,0,0,0,0,0,0,0,1.00145424240493,14.3909671998809,1.05837074305796,1,0,1
"g163",1.03159050308994,1.03159050308994,11.3170731707317,18.5726770802242,0,0,0,0,0,0,0,0,0.470696672296585,7.95685285510032,0.714680885833175,1,0,1
"g164",0.813392974672466,0.813392974672466,6.31707317073171,14.0900632466693,0,0,0,0,0,0,0,0,3.0320207209733,5.91041788254611,1.15734989936788,1,0,1
"g165",1.56045642091555,1.56045642091555,12.6829268292683,20.0679772435445,0,0,0,0,0,0,0,0,1.69764330037542,7.13277876037854,0.662007493721933,1,0,1
"g166",0.144480571843317,0.144480571843317,490.087719298246,1290.44794174132,0,0,0,0,0,0,0,0,1.22054182107466,14.1882990610621,1.39676004149712,1,0,1
"g167",0.120418468957655,0.120418468957655,89.5365853658537,218.086372847525,0,0,0,0,0,0,0,0,1.50694577155203,11.8079375969712,1.28435042112012,1,0,1
