"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g33" 283 175 176 205 284 500 192 334 485 828
"g34" 718 644 651 853 507 920 786 815 1662 1536
"g35" 42009 39872 50502 28123 21865 82018 95407 88152 91815 124887
"g36" 279 235 0 2 1 1 49 20 77 8
"g37" 26 18 4 87 4 81 212 28 52 184
"g38" 146 111 136 81 84 322 295 343 500 710
"g39" 109 384 174 127 330 276 434 358 181 168
"g40" 4041 2601 4591 1078 2436 5579 7048 8105 6141 4815
"g41" 1318 1098 1402 971 665 2439 2089 906 1553 1722
"g42" 7284 8919 3777 5221 5405 5398 6111 4278 3083 22701
"g43" 410 258 213 142 150 456 1229 327 556 697
"g44" 2248 1488 1705 4121 1419 1106 4575 2262 2536 2647
"g45" 511 2383 999 583 719 152 719 1822 2742 2728
"g46" 433 1430 1583 495 430 546 3650 1164 4362 2112
"g47" 69519 49937 43820 46913 16066 51396 59047 66176 82887 112772
"g48" 2516 2953 2019 1420 755 1669 2774 3052 5871 8782
"g49" 5820 8877 4548 5274 4362 10675 8905 5865 9131 7298
"g50" 60 0 3 45 19 30 14 156 131 401
"g51" 10444 19819 11694 26893 8102 42804 31018 28627 59651 33339
"g52" 4134 3432 5876 2766 3566 8847 21415 6587 28203 22048
"g53" 421 292 595 42 44 2755 188 120 1272 437
"g54" 5 1 118 61 294 266 0 1020 1969 3030
"g55" 98 206 33 56 20 158 127 176 241 327
"g56" 1 25 7 33 32 30 111 224 22 942
"g57" 5105 1026 33 5367 0 535 1499 5 6161 61
"g58" 3675 5522 8168 6329 4562 6729 17057 36171 30249 25116
"g59" 6 24 245 7 30 23 105 0 10 6
"g60" 62 110 282 154 128 477 291 277 136 553
"g61" 1383 3848 799 2617 2723 2092 4895 1839 8288 6023
"g62" 2799 3950 4235 3452 3841 6558 7691 5982 5660 10515
"g63" 15 97 62 49 28 82 7 136 2 48
"g64" 3441 4885 6045 3107 4430 4517 11692 5510 6214 7488
"g65" 4019 6752 4003 4258 2114 5643 3885 4057 3231 7107
"g66" 3782 9575 6408 6179 1464 15008 27006 12867 10134 24289
"g67" 65 54 215 133 97 223 106 179 178 263
"g68" 77553 106355 68985 47665 43992 61470 77917 64410 325143 189762
"g69" 67 126 97 58 61 139 102 119 108 38
"g70" 15221 14560 12653 10059 13033 28278 40102 22274 46283 41429
"g71" 2 204 101 2668 4085 3196 1835 1259 2631 584
"g72" 291 3016 1115 465 447 1816 2539 1897 1101 8439
"g73" 180 89 74 61 69 96 77 139 231 264
"g74" 28 33 29 26 18 72 75 58 110 106
"g75" 0 109 31 15 10 33 86 325 268 0
"g76" 16 0 2 16 29 75 83 20 26 34
"g77" 1154 757 891 516 348 472 1704 964 1763 2391
"g78" 714 1427 786 475 782 1136 1648 1084 1640 1160
"g79" 6814 8627 7849 2649 4264 9009 19409 6306 16423 12340
"g80" 825 87 7059 10111 6002 27399 25108 60108 3969 3016
"g81" 207 981 1860 792 244 861 312 1577 944 2345
"g82" 2240 4926 3562 2660 1907 2860 3306 3769 8237 5612
"g83" 2165 2015 3052 1569 2028 13147 10638 16443 18149 5856
"g84" 3216 3242 2981 3520 1997 6754 4902 4570 7034 6393
"g85" 155 2 5 527 362 329 0 0 927 650
"g86" 196 381 183 131 66 193 178 122 185 162
"g87" 79 21 20 4 17 0 10 10 61 13
"g88" 4387 3978 4206 4447 2547 4771 6787 6315 4098 6698
"g89" 601 2666 2301 1593 2367 2987 5332 2763 2027 6018
"g90" 1313 1889 805 760 867 4236 2795 3054 4020 2697
"g91" 604 800 158 2336 232 898 1459 240 761 3155
"g92" 4363 3190 2408 2831 4542 2942 2217 3257 3740 4871
"g93" 12189 9578 6791 3425 3094 8216 15321 10843 12208 12788
"g94" 338 181 235 629 110 105 399 366 664 115
"g95" 618 1079 649 665 440 890 1413 964 1951 1563
"g96" 426 369 207 800 239 128 631 551 644 1291
"g97" 46 151 72 86 45 45 139 247 373 298
"g98" 2032 1940 1201 1280 901 936 1994 1330 3283 1884
"g99" 2325 1864 2417 2082 2677 4491 3479 6244 9038 6370
"g100" 67 546 180 166 63 119 489 161 418 355
"g101" 15461 26890 13632 9196 11966 32655 68093 43650 113306 86773
"g102" 8891 24749 11424 4763 14476 55174 7975 80978 54707 87817
"g103" 2 301 40 60 0 0 120 130 230 499
"g104" 2254 2832 3422 2871 1209 11339 25697 5211 13523 16083
"g105" 668 673 500 650 336 1292 1287 1088 1522 1151
"g106" 813 878 460 942 1316 2466 5019 3287 4390 4166
"g107" 65415 61079 65686 51307 28957 55556 76683 33905 89532 42535
"g108" 126016 118292 84365 73076 58449 112794 129706 131542 223213 266285
"g109" 16603 18273 16366 23535 10458 24141 17653 23809 14950 65922
"g110" 0 702 378 371 17 272 123 28 1049 9
"g111" 1934 2149 1807 2757 1533 3273 2916 2910 3455 2771
"g112" 9 48 6 25 0 101 20 98 3 138
"g113" 0 51 3 99 238 2 137 35 29 46
"g114" 1475 1480 1129 1177 807 1358 2054 1517 2787 3430
"g115" 170 210 80 112 29 122 207 337 323 410
"g116" 23 85 79 0 8 126 79 250 48 223
"g117" 8026 20133 10086 8427 5040 17298 21015 10596 23027 17536
"g118" 936556 2566651 1051654 492495 305787 1538041 1492369 1019531 1307106 4618465
"g119" 7074 6370 8618 5282 2391 12318 6235 10668 8543 12350
"g120" 6 0 33 0 0 9 0 0 0 102
"g121" 317 1373 218 399 218 1638 1117 803 886 1117
"g122" 803 394 1770 1537 298 792 609 1362 1436 1967
"g123" 10 20 0 17 0 19 17 6 64 53
"g124" 32316 42800 31199 28021 20970 47171 63673 54547 65465 79578
"g125" 16819 19274 18609 12603 9349 15698 16394 12100 31970 42023
"g126" 18542 18623 20889 15952 13268 17548 19979 16111 42324 34339
"g127" 977 2540 2929 1595 1578 1420 2310 1186 2285 6735
"g128" 8799 4155 1647 12097 1033 1330 6143 14156 5663 48941
"g129" 10415 10615 7274 8323 2962 6922 8264 8573 7213 8385
"g130" 684 231 649 676 238 343 744 35 398 458
"g131" 1700 1520 2871 2026 1098 5897 1074 2976 2154 3023
"g132" 2459 5575 7700 1752 4493 18794 5511 4355 15935 4305
"g133" 141 345 67 123 45 76 233 106 127 19
"g134" 1105 1370 2379 2301 950 1821 2177 2619 4046 3813
"g135" 127 266 55 114 93 298 357 131 660 661
"g136" 58 1946 4099 1170 403 15309 1718 10439 5789 1709
"g137" 122 78 128 78 89 24 14 112 75 42
"g138" 17879 21103 27278 6676 8308 67640 27261 22658 45948 88566
"g139" 1260 3431 2615 935 1032 3683 5990 5472 16578 13231
"g140" 12 56 134 47 42 144 213 207 275 186
"g141" 332 251 217 134 195 124 289 609 273 369
"g142" 100048 137799 109181 73064 83540 122850 169099 131148 226183 185135
"g143" 896 1551 1121 1475 1793 855 1433 314 5271 1340
"g144" 1216 2210 1749 385 3268 2001 5809 2052 2895 2475
"g145" 1187 1066 1016 725 757 1352 1481 807 1702 1110
"g146" 155 135 143 149 155 230 210 280 310 584
"g147" 13247 4368 7764 9542 1953 4142 22190 12338 10833 19191
"g148" 6631 12357 6128 5554 5597 14161 6521 6277 5394 9976
"g149" 4172 3702 3879 3852 3528 4871 5581 3631 4744 5099
"g150" 6534 9906 7469 7693 5802 9299 13392 9474 12537 16147
"g151" 9344 7144 13599 1193 5168 1184 2437 10605 10897 1385
"g152" 16334 30347 17134 20101 13047 20568 36202 25344 21472 35631
"g153" 40 16 19 29 6 21 34 42 28 58
"g154" 23252 43766 43424 30425 29573 40253 70461 65565 64407 98641
"g155" 2 12 18 0 84 20 308 5 54 4
"g156" 35553 45647 42860 38638 32797 78476 157105 102047 150662 115441
"g157" 471 1045 632 454 1039 3906 1551 2606 2348 2782
"g158" 63952 75977 68052 54302 55686 76381 89021 83480 141868 104784
"g159" 36 17 6 21 24 16 45 238 274 187
"g160" 6 56 26 8 11 23 9 30 80 71
"g161" 1051 6002 714 1503 3075 7361 6763 4160 8119 5430
"g162" 968 1159 1488 564 507 1042 1108 739 528 2207
"g163" 1974 3789 2543 1927 2512 2982 6053 3183 5375 5764
"g164" 6526 6680 8867 3062 2205 6036 9777 5751 7549 9143
"g165" 3813 6337 3060 2424 2190 4534 10100 3310 11331 10612
"g166" 72588 200152 83054 36715 20894 59933 95348 153777 73151 94720
"g167" 15789 28542 16028 20881 11865 22868 25740 17257 31081 38300
"g168" 1081 1480 667 1341 418 3504 2341 970 4575 2468
"g169" 18843 15740 12622 11141 7260 19729 14107 5202 18509 18568
"g170" 6356 11427 4129 3744 4096 8558 7494 7569 13662 17821
"g171" 33692 68763 49597 33621 30055 64419 85271 60286 160044 120078
"g172" 1620 729 991 758 378 2577 2515 1844 2479 1703
"g173" 33914 18875 22213 27201 22686 35352 50504 57204 56123 71705
"g174" 365 174 195 106 75 368 455 341 237 616
"g175" 512 1252 683 708 608 1427 1753 1161 1767 2604
"g176" 240 704 276 337 344 132 192 270 395 106
"g177" 3993 4553 1549 1429 2634 1758 6845 11914 10787 5671
"g178" 4 438 1175 331 17 611 317 129 1768 301
"g179" 2546 5186 2693 2918 2848 3492 8734 5088 8974 8871
"g180" 223 202 58 112 65 252 164 49 500 152
"g181" 1635 1754 604 401 986 938 586 527 1291 1622
"g182" 160 110 121 74 67 178 266 175 269 439
"g183" 5123 4904 3772 5316 2563 6647 10719 8352 16844 19586
"g184" 339 222 158 178 204 164 184 480 545 570
"g185" 2935 2034 2311 2993 6368 2633 757 1618 1023 1949
"g186" 51 85 20 46 18 44 63 21 72 124
"g187" 824 4286 7056 7541 5091 9616 15478 10834 26737 79175
"g188" 572 1175 472 1144 513 1066 1534 1450 2144 2163
"g189" 14945 21048 9891 9440 9550 38293 28158 24266 34596 35073
"g190" 2417 6883 3218 1722 1938 3617 4166 7969 7280 4706
"g191" 242 180 325 293 177 625 775 875 1196 765
"g192" 609 375 143 115 27 340 366 300 1082 73
"g193" 8022 9310 8293 5989 5268 10575 12832 14475 15780 19736
"g194" 55 131 279 686 25 239 1042 79 670 1180
"g195" 10938 17134 15410 10146 10065 23525 21400 17573 35491 29838
"g196" 1906 2775 2677 777 1338 1619 3110 794 1452 2904
"g197" 133 181 307 184 88 180 233 186 132 94
"g198" 2537 5798 1944 1402 1590 3343 3947 5473 7382 4245
"g199" 1645 21949 15464 7179 9558 4090 31827 17028 31216 25551
"g200" 1072 1655 995 2263 2334 7842 8151 1974 4320 5770
"g201" 48 54 45 39 24 124 146 142 234 223
"g202" 40827 36988 32370 30417 21682 30817 30633 30979 61983 57979
"g203" 4162 4845 5111 8237 3243 3883 8659 5021 7040 11612
"g204" 160 383 201 129 56 508 306 526 968 478
"g205" 203 1593 1615 553 813 3203 2155 635 3088 9937
"g206" 240 310 28 43 117 232 570 214 339 77
"g207" 898 704 938 660 536 566 785 663 819 1066
"g208" 20249 53295 42758 28623 12523 45615 32059 28814 64994 99217
"g209" 1 3 28 155 22 121 130 58 155 65
"g210" 2874 3754 2946 4341 1254 7384 3197 5703 3789 5000
"g211" 167 286 239 191 113 1073 1008 482 951 499
"g212" 1198 2157 2267 2196 1097 3317 5924 1941 3562 4456
"g213" 2255 1579 1299 2845 1497 4959 3946 2813 8641 15539
"g214" 268 212 101 296 170 367 284 476 443 562
"g215" 45 3 0 13 7 4 4 9 19 40
"g216" 54019 42695 28159 35261 26984 53854 76882 63055 78589 98487
"g217" 9744 4165 4277 3308 2412 5179 9582 3175 9992 11900
"g218" 123 9 58 19 99 44 35 17 55 1277
"g219" 6 37 16 26 19 83 30 332 25 145
"g220" 840 1665 1079 1068 864 7548 7640 7123 5790 4593
"g221" 844 1078 1268 213 868 514 1742 881 1435 1760
"g222" 159 265 96 55 49 44 234 67 274 55
"g223" 23 95 23 18 16 72 57 70 117 85
"g224" 1335 1623 1895 1990 536 4205 6259 3883 7692 16550
"g225" 52 55 46 50 27 81 91 70 96 149
"g226" 543 6577 5879 858 1911 8362 5483 2349 6596 3837
"g227" 683 598 385 1703 1044 1616 1117 4064 7327 5029
"g228" 114 163 153 94 112 243 147 216 486 438
"g229" 8475 5072 5958 4779 5249 6637 9715 4839 9577 8709
"g230" 14149 19793 12814 13673 11097 28677 24745 21452 31767 30792
"g231" 2711 7515 8269 29107 31636 20473 8645 33696 46449 46264
"g232" 12628 16867 13320 8354 10755 21441 20107 15505 32039 42352
"g233" 16776 19449 9590 14688 16074 22389 16562 13749 23865 25915
"g234" 153 512 103 80 179 169 271 1357 1903 1744
"g235" 2580 4505 2217 2878 679 2170 3320 2455 3105 2714
"g236" 14425 13139 10659 9460 6264 17073 26088 23280 35203 38945
"g237" 1311 1525 1504 1486 1213 7936 7629 8821 12486 7599
"g238" 33 4 51 12 36 86 97 102 19 68
"g239" 834 1004 914 699 491 1622 1614 1224 1899 2133
"g240" 1505 1090 2379 1909 872 5308 6525 6720 10551 19864
"g241" 7307 1576 611 1285 1943 1377 453 3018 1975 4265
"g242" 387 819 490 130 63 428 829 506 313 609
"g243" 82 26 112 263 100 110 136 243 524 234
"g244" 4468 7758 3289 4846 1844 2690 6388 6732 7650 2817
"g245" 243 0 22 17 58 221 80 21 54 37
"g246" 74 45 45 87 51 132 80 116 129 126
"g247" 212 145 531 634 98 381 1369 634 1924 819
"g248" 34173 64215 45911 44730 30776 56346 52927 35424 87858 82529
"g249" 20 29 19 24 16 52 77 66 107 97
"g250" 1845 703 865 503 733 2197 2048 1142 4225 2157
"g251" 10764 4674 52 3468 1215 31523 58988 1255 5861 11725
"g252" 23 15 12 69 27 104 224 30 165 206
"g253" 986 709 3031 1477 2153 3553 6925 957 7977 4721
"g254" 426 422 224 352 233 744 829 479 346 560
"g255" 27407 81507 39522 20078 39726 46093 39100 62214 55049 57288
"g256" 486 398 318 588 424 194 619 862 609 1338
"g257" 47803 48685 37508 26652 33978 181835 203073 227607 312353 259589
"g258" 538 1042 646 237 479 1561 1129 1713 1311 1824
"g259" 2051 3076 908 920 1259 3526 5905 6650 5586 9416
"g260" 268 181 278 299 117 310 141 95 127 652
"g261" 194 68 268 3 79 255 62 202 518 58
"g262" 8956 9680 10036 12632 5532 7049 20112 4759 16752 24094
"g263" 869 1938 1799 993 367 1554 2932 569 3229 5263
"g264" 9057 8313 7732 6524 5680 14379 12086 9406 15301 19020
"g265" 88 145 92 61 58 263 486 292 249 424
"g266" 17 288 173 56 77 395 150 452 668 203
"g267" 75 65 13 64 83 81 110 95 406 495
"g268" 1360 2396 1362 1020 1453 1893 4166 2083 2986 2257
"g269" 501 129 123 413 165 294 559 556 174 1259
"g270" 33 61 23 73 14 71 77 58 11 116
"g271" 246 491 723 243 451 721 884 878 1078 1397
"g272" 1370 3294 1994 906 2098 2600 5536 3446 10526 17140
"g273" 3642 5601 6206 1297 2173 7362 11192 8766 13265 12490
"g274" 174779 195273 167406 128045 170367 317314 296607 249122 628357 503580
"g275" 36136 37080 21944 23690 17076 44406 47875 53960 58477 72070
"g276" 4010 3594 2072 2870 2985 11204 6017 7330 14101 16796
"g277" 11598 13630 13386 17608 15247 19260 19419 25092 41216 34431
"g278" 7693 7840 7069 12041 7951 22986 28463 22180 32664 38841
"g279" 11850 9802 8605 4276 10350 8412 12020 6241 9257 18059
"g280" 189 206 167 176 136 519 244 486 375 993
"g281" 269 296 370 205 102 306 467 311 558 590
"g282" 5513 8100 2348 10837 4923 6680 10270 16548 75119 14634
"g283" 23276 28385 13011 15691 29246 31921 54585 19123 53479 63053
"g284" 277 116 70 21 108 102 340 31 24 10
"g285" 9977 7551 9826 5317 4640 23624 20263 19783 26805 22747
"g286" 37 54 90 17 60 24 15 45 145 286
"g287" 49 1281 777 484 357 671 1299 849 3344 1979
"g288" 4020 3427 1917 2725 3818 2712 3481 1665 6623 8623
"g289" 4930 5159 9746 4639 5307 5515 10978 6767 8010 6180
"g290" 103 299 142 442 163 373 478 337 898 310
"g291" 34 248 1 17 33 116 58 62 109 75
"g292" 2824 5952 4473 1853 2396 2403 5076 3665 7603 4800
"g293" 7738 9873 9837 4965 3052 30782 25631 11742 15071 58394
"g294" 3106 3550 5145 2326 1969 3708 5529 3133 10488 5668
"g295" 972 1285 2369 1562 2127 4272 2563 4001 7383 9490
"g296" 13838 23722 21811 20578 15473 20391 24398 14958 29720 34239
"g297" 212 74 651 549 146 338 347 494 113 249
"g298" 201 92 43 17 3 236 14 23 9 439
"g299" 8126 11757 6284 6586 6430 17029 17361 13316 14247 22860
"g300" 181 189 404 258 172 594 539 763 545 976
"g301" 3020 3394 2167 2602 1277 3947 4965 3853 5580 5683
"g302" 14638 22000 12345 17049 15967 34402 34578 13063 35082 46865
"g303" 1694 1600 2264 1418 1079 2758 2586 1453 2422 3439
"g304" 179 193 214 144 86 479 469 321 737 511
"g305" 20990 23893 20021 8295 14468 14592 20188 24435 19332 29975
"g306" 2 77 37 9 33 7 2 4 61 20
"g307" 1939 3554 1984 2051 1379 8473 10528 5743 9965 12643
"g308" 14 21 17 14 11 25 23 20 23 29
"g309" 228 318 307 217 120 416 439 308 306 276
"g310" 6 30 198 112 1 230 1 57 0 311
"g311" 134 131 119 82 140 62 129 165 261 107
"g312" 34567 41321 29225 18581 12192 11714 30708 16655 26441 29853
"g313" 2156 3474 3379 1456 937 4505 3120 2711 6447 3953
"g314" 61 1814 2371 787 545 770 109 2318 926 1839
"g315" 12 64 18 6 2 17 94 13 61 127
"g316" 894 8033 2626 1774 101 146 2647 1549 2754 14370
"g317" 3063 2640 4188 3326 1399 7310 21416 8772 26524 20129
"g318" 918 1622 810 627 596 2511 3452 1817 3812 6740
"g319" 1 227 462 8 57 216 64 39 50 18
"g320" 222 65 126 104 165 248 466 225 492 386
"g321" 116 422 135 545 77 416 1167 675 498 1249
"g322" 11693 13087 12899 6781 5240 18596 29470 13934 27864 30201
"g323" 1651 2244 2144 2251 1348 2561 1719 4615 3698 4682
"g324" 12923 15357 14351 11940 11520 16151 27507 17832 28848 29001
"g325" 454 611 344 354 262 398 497 648 659 753
"g326" 12814 17985 10054 15868 7678 14972 19665 14637 29817 21223
"g327" 532 1769 1792 1756 1226 5534 3321 5161 11184 7355
"g328" 28165 54723 60664 26454 25008 95709 129330 77487 142863 133314
"g329" 311 382 366 438 289 113 359 495 614 802
"g330" 246 267 210 47 0 21 894 170 11 132
"g331" 5806 6042 4418 1739 2438 5473 6574 2961 5700 10881
"g332" 804 894 1042 719 711 369 776 795 3887 7837
"g333" 230 204 454 103 121 338 518 277 158 109
"g334" 1176 1900 1456 823 805 3490 1629 3298 2902 2017
"g335" 1264 1643 1436 1191 956 3661 1632 2536 4488 4224
"g336" 153 196 50 76 41 170 108 135 169 360
"g337" 112701 110314 68892 85663 102303 139130 217848 134650 168315 183553
"g338" 47 0 5 125 0 0 41 46 17 26
"g339" 26 21 214 46 62 26 124 375 71 183
"g340" 3251 4378 6166 3995 4480 6726 12485 9767 12195 14780
"g341" 120 783 1371 743 379 759 1532 2374 696 768
"g342" 432 296 173 248 301 44 280 294 166 609
"g343" 55 290 230 96 218 198 291 219 186 1128
"g344" 7437 6865 4921 5413 4109 9638 10244 9106 10169 11987
"g345" 46 98 276 1189 626 797 14 1197 663 359
"g346" 3256 7923 1727 6579 8378 7771 21321 5987 11863 29044
"g347" 1208 1464 724 853 753 1668 2005 1382 1617 1710
"g348" 20 48 74 40 35 7 33 130 14 32
"g349" 7173 9357 4873 5181 4507 9139 11191 10904 11684 10443
"g350" 142 138 98 2 113 114 52 84 247 25
"g351" 8752 12169 8597 6784 5905 10957 11133 9167 14306 18725
"g352" 80 185 192 130 207 125 163 359 77 820
"g353" 17759 25170 15458 13025 8461 15522 30772 18597 26714 38588
"g354" 3029 3192 2916 1848 1542 2893 3597 2946 3612 3951
"g355" 107 53 102 48 39 291 64 80 229 144
"g356" 15162 12751 28207 9980 12745 65788 49733 83372 136064 74998
"g357" 72 491 246 422 223 181 250 186 576 392
"g358" 165 318 38 48 93 479 258 575 256 298
"g359" 75 580 366 449 2003 829 99 63 181 165
"g360" 1719 1704 1550 91 74 1609 733 2948 1047 1
"g361" 106 214 146 78 96 81 200 92 131 98
"g362" 8561 9862 4331 5682 7764 11080 18765 13274 10821 10655
"g363" 315 41 0 0 2 32 311 129 3 24
"g364" 2889 7451 4494 4309 6281 2516 5357 8924 6254 11699
"g365" 11 52 18 46 29 46 13 16 69 92
"g366" 7 32 23 24 15 16 71 32 23 30
"g367" 9583 26619 15738 20013 10729 37765 41593 55889 69642 24473
"g368" 2080 1210 795 964 878 975 2728 2388 3674 3646
"g369" 40630 38382 39723 27629 24037 35703 61026 47357 59604 89952
"g370" 1406 633 990 358 587 6192 717 225 5761 10451
"g371" 284 148 104 173 125 113 261 98 159 220
"g372" 11610 2302 1929 5006 3343 5164 12059 8646 6535 3327
"g373" 2778 2737 3840 2236 1445 6612 4279 4752 5365 10363
"g374" 30406 20179 11781 16362 9324 20605 29037 30702 17412 40308
"g375" 7110 7311 5305 5892 4252 12249 7389 9371 15024 6275
"g376" 7655 7747 5800 5985 4902 26195 27640 24646 38092 50285
"g377" 1534 4366 1511 1167 1888 5948 2775 3365 5376 2375
"g378" 328 121 314 210 220 308 1764 1281 717 831
"g379" 4679 4573 2782 3279 2513 12506 14392 10533 18444 22711
"g380" 99221 44212 66929 73848 30643 72450 76403 56076 107384 121767
"g381" 18604 23830 19352 25090 21238 48125 71783 67060 46879 55620
"g382" 905 956 661 614 534 1346 1267 1351 1168 1444
"g383" 153 203 221 216 98 83 91 128 169 294
"g384" 13671 13898 10753 13545 7037 13311 15564 11507 13197 14802
"g385" 30 41 342 78 27 63 46 194 79 159
"g386" 67 105 84 27 25 78 241 149 46 99
"g387" 1229 784 1842 1214 341 2019 2492 4422 2603 4933
"g388" 6986 14082 15836 4734 4910 14457 19282 16821 18332 24087
"g389" 12 7 1 29 10 44 36 6 102 94
"g390" 5983 3542 3647 4551 3740 7430 6938 9633 7906 14602
"g391" 99 83 159 57 212 174 300 211 189 188
"g392" 19296 17548 17553 12984 9721 28331 28965 27645 50062 51821
"g393" 45483 45758 23639 26668 26339 70110 67982 40393 123426 76872
"g394" 103 81 32 74 85 107 428 99 476 303
"g395" 58 547 27 110 250 1290 345 33 35 384
"g396" 459 1493 1225 673 1028 823 578 1423 1362 809
"g397" 983 1121 418 414 441 840 1059 1018 1615 1266
"g398" 59 2 28 37 6 310 67 77 373 233
"g399" 28 39 7 13 14 5 85 28 34 3
"g400" 837 1311 1900 984 610 2935 3068 1426 2249 3633
"g401" 1884 2105 2021 1116 683 1187 2108 870 2307 3590
"g402" 2086 2720 2238 2302 3963 3728 6637 5605 22280 16314
"g403" 273 3304 772 1543 3620 12314 11400 7362 2293 45874
"g404" 4017 2845 3300 3243 1031 5547 7179 3966 9597 9401
"g405" 48 42 27 18 20 53 269 30 75 80
"g406" 238 118 149 124 88 400 256 231 918 308
"g407" 15336 7035 13004 14173 10535 9227 10663 12784 45761 36243
"g408" 27 27 68 25 28 8 230 120 202 7
"g409" 3916 4793 4057 3148 1729 5999 3772 4309 1913 1889
"g410" 3029 4623 8119 5209 3658 10038 8101 8123 5367 11554
"g411" 4358 3710 4493 3206 3787 6238 7135 4663 5646 12556
"g412" 13479 45 179 496 17 3327 82 17 45 1838
"g413" 11259 7676 4314 6166 6684 10689 17806 21452 24713 24220
"g414" 4589 4682 4796 6246 4274 12903 9878 6619 14083 12117
"g415" 1275 1027 745 786 595 1155 1392 1195 1875 2399
"g416" 536 434 139 2208 1361 12967 3408 3250 3485 16403
"g417" 3311 6896 4711 6543 2707 5564 3642 3814 7347 8499
"g418" 3225 3524 1963 1735 1790 5799 1861 2834 1854 12323
"g419" 3279 4283 2272 3356 2436 4525 12397 9675 10749 7268
"g420" 4768 5675 3565 2284 1967 3947 3553 4701 5037 7737
"g421" 6759 7075 6993 4582 3222 16837 12040 13363 12207 14312
"g422" 1356 639 1608 930 231 1125 856 1048 2247 1466
"g423" 3895 10058 5612 5757 3893 6400 9102 5995 10532 7278
"g424" 46720 57024 46577 39115 33690 60006 45844 37622 80697 81872
"g425" 8859 10039 6850 6704 3513 9298 27761 1981 14133 23152
"g426" 21 21 12 19 12 46 37 33 47 54
"g427" 10878 12751 9730 6829 8523 33343 29376 27716 42242 34430
"g428" 114 0 54 2 8 565 650 1879 152 0
"g429" 23847 34558 37752 9711 15802 25234 19142 32078 17234 19861
"g430" 649 1421 830 672 394 1364 950 1698 4247 1351
"g431" 22 27 48 58 3 29 59 60 114 41
"g432" 29 28 82 115 63 4 71 69 34 238
"g433" 39934 29230 41674 17890 23021 72002 47541 55507 105377 103093
"g434" 4277 709 238 865 1480 4923 3379 140 4994 32008
"g435" 449 936 301 265 240 251 814 821 1264 1312
"g436" 93 233 146 65 142 202 279 263 391 357
"g437" 15 84 53 31 0 206 3 15 134 232
"g438" 375 334 319 182 266 209 579 401 339 298
"g439" 445 610 375 151 307 493 412 424 548 651
"g440" 1493 279 970 795 382 4793 2167 5124 5209 6075
"g441" 226 1735 742 441 436 318 485 1081 973 1338
"g442" 19090 28038 17327 16725 12850 15176 22057 16210 26313 35686
"g443" 8616 16405 24491 21013 8058 3129 115918 23652 78991 46785
"g444" 204 197 195 147 141 361 374 435 621 541
"g445" 5481 10961 8030 5876 5226 12111 17054 21147 21650 20639
"g446" 45 33 26 16 9 20 52 59 172 196
"g447" 1 150 61 114 0 101 98 7 143 185
"g448" 4367 10719 5562 3549 2428 2984 6893 9247 8422 5578
"g449" 4413 2684 2903 2599 2154 7316 8263 4918 8680 10747
"g450" 1947 2727 2753 1573 1599 3998 6401 2934 9208 8317
"g451" 5178 12894 8373 18788 5856 11287 20807 12629 16417 28893
"g452" 14 7 29 8 35 2 117 27 127 21
