"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g205" 1195 2214 1704 2416 2253 5693 4053 5614 4741 3811
"g206" 545 186 246 157 570 519 857 1558 1663 267
"g207" 627 938 1482 1386 703 3809 2793 3864 2718 2999
"g208" 175 163 334 642 372 986 675 497 878 529
"g209" 461 1466 2665 1682 663 5614 4098 646 1401 962
"g210" 149 194 235 137 112 409 364 294 513 382
"g211" 680 399 738 455 415 1180 789 867 660 1777
"g212" 39246 44700 38290 46082 47426 171884 134874 116020 63594 80520
"g213" 10 0 34 267 508 85 438 704 226 540
"g214" 76 67 76 69 77 48 83 244 50 126
"g215" 1314 1689 975 1861 623 5459 8925 5201 6962 7120
"g216" 1019 2031 2144 674 2630 18721 5566 4151 2893 42184
"g217" 57 44 359 0 253 106 54 2483 2 312
"g218" 494 931 213 579 75 1 2044 84 197 25
"g219" 831 985 1027 1656 1488 2401 1288 6962 1716 2264
"g220" 703 846 453 892 847 2327 3272 4374 1898 3361
"g221" 3135 4031 2683 3105 2645 4840 4884 5740 4119 5737
"g222" 3951 7901 4859 7220 4126 26610 65586 49607 22263 26471
"g223" 7373 6464 3602 8602 6294 29993 14252 27176 20597 22069
"g224" 361 239 974 752 408 1078 834 801 1286 729
"g225" 3545 3283 5211 9636 6122 7744 6139 5780 9244 5791
"g226" 14634 33945 10771 10904 61305 139406 68599 15872 46464 70986
"g227" 799 513 410 736 419 1229 1653 1841 850 1044
"g228" 73 28 57 11 27 15 26 33 15 20
"g229" 236 241 633 270 175 584 576 761 668 65
"g230" 11427 6568 6441 13112 6463 19133 16167 11732 13421 12795
"g231" 1376 184 1123 1228 1870 3231 684 919 1324 881
"g232" 1324 3057 2591 2714 1660 3768 2116 6341 3564 4764
"g233" 223 348 189 215 70 79 1045 836 212 837
"g234" 3188 1438 2984 842 4141 5409 6276 8225 2268 2776
"g235" 70 142 688 88 1572 802 195 794 689 331
"g236" 36 203 64 45 79 491 192 336 86 192
"g237" 843 400 495 574 524 960 1113 1037 817 512
"g238" 97 8 16 259 68 139 360 302 101 1332
"g239" 10798 16068 12375 39912 11628 128530 97586 127178 86552 121155
"g240" 6628 5926 3589 4067 6006 28889 16389 27810 21460 14485
"g241" 488 646 677 1358 1851 1657 2668 2135 798 1959
"g242" 2137 5914 2899 5274 8788 10232 31031 13219 1914 12968
"g243" 435 1050 914 574 679 2188 1704 753 1204 2818
"g244" 58 45 91 36 59 151 265 22 46 327
"g245" 5546 5392 8713 1308 7793 8968 16813 13620 13992 11394
"g246" 2999 2071 2730 4738 2645 15041 18815 17813 15008 19913
"g247" 86 300 152 49 65 312 244 55 450 129
"g248" 17 58 27 15 22 196 19 76 97 184
"g249" 1014 1368 1024 1335 948 4190 2042 2398 943 1264
"g250" 10080 9931 7586 10598 7963 26907 17937 34215 10493 18126
"g251" 74 106 86 66 102 458 196 164 201 159
"g252" 90 196 76 125 60 603 334 193 111 340
"g253" 3825 1926 1843 3741 4330 7168 6571 4060 2949 3732
"g254" 15394 13669 11666 12355 12141 36488 40706 40955 25079 22379
"g255" 701 1648 1443 2180 2178 3937 6956 2617 3085 4662
"g256" 8193 4684 5444 8785 5232 8073 8465 10819 9732 6046
"g257" 5613 4920 5429 4494 7494 28884 31607 22477 23687 26914
"g258" 429 826 614 1114 854 3270 3126 1280 972 2273
"g259" 27 46 35 82 30 103 55 9 33 25
"g260" 246 770 813 536 824 2720 2814 1432 2342 1594
"g261" 362 336 1051 593 1058 4514 2455 2218 2138 266
"g262" 11744 20207 17882 24675 17868 85810 97607 106262 92292 55577
"g263" 9070 8929 8991 9221 10788 25002 18006 27592 18874 18113
"g264" 49 50 475 82 164 2 12 728 75 314
"g265" 1432 1362 707 1625 1848 3772 5799 5865 3942 6547
"g266" 4392 2057 4060 4334 3689 6640 5527 6757 6517 7032
"g267" 0 729 1468 307 29 4320 2524 347 48 661
"g268" 790 3248 2693 3454 1898 5677 7527 2227 20337 11556
"g269" 4391 5267 3805 8202 5270 11494 4376 5806 7185 6180
"g270" 1012 502 2506 1664 1464 5377 6485 3574 4374 2823
"g271" 21 49 223 289 61 1 138 32 197 37
"g272" 6589 9330 13640 11193 9961 33955 27252 27820 25555 34083
"g273" 10080 8329 10484 9641 12107 22907 15117 24272 15697 12909
"g274" 9521 4108 4593 5978 4099 12492 9125 9698 6782 7534
"g275" 71 57 60 69 24 153 267 97 149 100
"g276" 55 23 34 31 27 112 37 84 55 47
"g277" 539 597 294 174 451 726 936 523 353 801
"g278" 21 37 33 20 259 52 365 283 62 41
"g279" 5847 4292 3296 4750 2953 13375 17249 11197 22855 15817
"g280" 16 24 22 9 21 45 45 41 41 22
"g281" 1701 1555 2706 2522 2791 10587 3817 4595 4422 5689
"g282" 570 977 1674 1109 395 2499 779 2251 2009 4569
"g283" 16781 16514 20566 14609 16713 72175 36099 62018 75346 50757
"g284" 124 56 347 148 173 536 882 404 397 879
"g285" 3873 2941 1800 341 2362 13872 6004 7963 5486 7577
"g286" 3128 2168 3668 6324 2589 10325 14673 13072 6368 8748
"g287" 12740 8489 16533 23543 16893 42780 41598 30077 36845 48459
"g288" 19 31 100 104 214 354 134 234 301 259
"g289" 4982 3292 4093 2566 4902 15936 7956 9218 5058 16195
"g290" 25 9 10 8 54 53 135 209 14 88
"g291" 133 474 123 1032 125 396 422 941 206 6638
"g292" 0 0 17 3 4 2 31 0 0 0
"g293" 4967 2855 8694 4830 5527 13400 10619 14355 14408 17955
"g294" 3037 2888 3676 4978 6312 14591 3011 9509 11252 9304
"g295" 417 715 373 707 586 1615 1265 1547 853 822
"g296" 1371 1214 2667 2778 2005 5378 4553 5408 5273 1519
"g297" 65 277 131 35 107 181 214 462 45 423
"g298" 3940 3296 4913 7576 3486 15075 8256 9131 8606 10818
"g299" 157 607 12 127 416 1249 3620 285 275 580
"g300" 11592 12467 11570 9695 10035 47505 33840 52163 24377 44110
"g301" 25 27 27 32 19 87 38 46 42 38
"g302" 66 19 23 54 108 169 233 69 151 147
"g303" 8292 27067 51828 65564 23693 27964 33305 53197 21800 27268
"g304" 7973 7481 7531 12808 7874 20383 14588 27389 10271 18882
"g305" 2589 2094 2388 3731 4004 13307 9256 7310 6689 4652
"g306" 594 773 870 662 548 2094 953 549 1862 1334
"g307" 10514 14979 10794 9668 6496 31005 31402 16862 14338 24984
"g308" 6465 3794 5438 7293 5630 17664 21308 19695 12905 13845
"g309" 94 163 122 116 192 705 646 741 528 513
"g310" 266 199 196 427 94 568 474 481 260 513
"g311" 1658 1529 575 459 1521 1398 1049 2264 3278 2647
"g312" 242 112 369 372 194 1844 441 1012 645 1214
"g313" 60425 65145 52247 67242 93295 120837 57436 82800 80390 156263
"g314" 5673 11119 7902 11666 11727 23619 24981 31489 19125 16077
"g315" 1790 2292 1334 1052 1374 3223 5979 5454 4578 1428
"g316" 1 1 27 2 13 171 0 0 17 105
"g317" 0 0 0 2 9 1 12 58 34 0
"g318" 184 248 151 72 152 983 297 990 1193 586
"g319" 195 135 224 201 361 1265 291 1145 495 1158
"g320" 11256 9578 4000 11962 9429 27717 47994 17185 22074 13697
"g321" 10843 11771 24375 27620 12579 116654 120772 142285 64303 51558
"g322" 7 44 100 263 70 625 105 496 301 781
"g323" 997 2750 3025 1790 1540 9858 7896 9152 3044 6373
"g324" 8126 7665 9920 13368 5878 28247 30197 48263 38262 19469
"g325" 600 218 302 272 84 3228 1327 1690 1305 1829
"g326" 558 1081 505 803 693 1102 2209 1042 147 1167
"g327" 776 1621 1782 1652 1040 2566 2411 3007 2346 1989
"g328" 198 280 317 283 200 701 790 1357 698 449
"g329" 30381 18033 19630 15037 21461 44774 32704 29029 39481 30464
"g330" 846 438 939 446 822 4177 2120 3462 3073 2756
"g331" 3968 5092 5683 2985 2709 31417 14668 12692 15239 18231
"g332" 5863 4454 6632 4013 5934 12955 16305 14441 10895 9095
"g333" 907 736 1585 1081 733 1608 1454 2011 1341 1753
"g334" 0 0 0 21 0 0 0 0 0 3
"g335" 40 39 26 18 27 76 116 89 26 61
"g336" 1075 752 1069 871 1089 1547 1825 1440 1588 1542
"g337" 69 67 101 74 212 227 212 323 679 691
"g338" 225 400 710 268 116 1233 1005 707 415 1983
"g339" 34 36 65 38 12 73 31 277 150 65
"g340" 22391 14471 19259 18272 13570 45824 24738 32995 31372 22775
"g341" 60 19 25 31 47 140 150 217 34 236
"g342" 4040 12831 787 37 9040 11296 188 163 73 3123
"g343" 44 144 86 204 31 102 103 186 45 107
"g344" 89775 42148 80443 39919 113805 127215 226446 126387 189775 218381
"g345" 182 244 174 186 286 317 269 250 339 210
"g346" 1042003 983489 766756 820383 809968 1842123 1407040 2111754 929453 1555966
"g347" 37235 35968 52314 104463 86074 106331 116846 100319 86012 128201
"g348" 2735 1928 3305 2301 4594 7100 4336 7187 4010 4118
"g349" 19 43 32 177 83 76 131 425 69 125
"g350" 136 34 29 11 508 313 122 85 375 128
"g351" 5808 3415 5413 4926 3939 4137 5099 8456 5205 5820
"g352" 5946 6454 7151 9188 8652 15033 9369 16293 11322 10450
"g353" 371 0 266 3 12 0 21 501 10 106
"g354" 10 152 108 44 157 8 9 6 0 0
"g355" 727 829 657 651 1049 1461 671 778 436 1040
"g356" 54 58 75 17 67 122 20 65 14 257
"g357" 649 2520 4781 1497 3074 5597 6762 13119 2584 29764
"g358" 705 10 127 484 127 1006 864 539 0 71
"g359" 928 798 1788 440 1007 1799 3271 2238 7104 4616
"g360" 949 865 552 1054 256 1442 1238 2134 526 940
"g361" 3470 1540 1084 3029 3103 4863 3240 13217 2831 5455
"g362" 105 199 266 476 277 585 159 250 115 258
"g363" 2260 1141 1497 1328 1985 4106 3820 7303 2458 2318
"g364" 18574 11419 12960 14634 16239 79566 65067 83245 65781 64942
"g365" 143 532 407 309 889 402 2003 1534 406 1290
"g366" 11418 12139 11794 11291 11474 32177 27714 26888 11843 28010
"g367" 114 163 88 321 71 1766 641 1382 510 229
"g368" 1518 1469 2065 3045 3650 3620 4260 4503 2595 6298
"g369" 589 671 591 880 615 2129 1681 1456 851 1333
"g370" 133 135 214 117 78 197 43 227 164 190
"g371" 33 61 47 150 21 69 3 150 46 96
"g372" 7777 11339 22347 5660 11674 24513 4453 30142 9496 11229
"g373" 41 92 5 89 34 90 70 111 35 220
"g374" 5658 7845 6872 11162 3841 12056 17125 27301 10789 16913
"g375" 45 106 187 108 247 834 88 45 364 0
"g376" 732 327 1217 2371 2062 168 4304 675 3185 3354
"g377" 617 313 478 480 431 3058 1189 1549 2235 1815
"g378" 8454 8348 11419 8900 7788 12712 13576 12699 10941 13407
"g379" 1410 2134 2070 1885 1659 5635 6991 6409 6493 8530
"g380" 1122 174 1006 564 61 11889 4340 2515 1806 1828
"g381" 198 29 168 259 89 65 249 478 82 102
"g382" 703 542 799 999 917 1113 1498 1388 735 2092
"g383" 271 154 281 317 319 1185 978 351 872 1376
"g384" 1664 1190 4099 1085 1890 17533 6744 2838 9259 8318
"g385" 4577 4935 8598 6557 7790 32301 46026 22311 18300 16836
"g386" 1410 2557 1630 1978 3107 6907 6451 5646 3057 3759
"g387" 835 564 1072 685 1431 1438 1061 2363 1971 1583
"g388" 9 8 9 45 19 86 19 77 34 79
"g389" 2174 2302 2704 2558 2809 4786 4378 2892 5151 4444
"g390" 18931 53961 20117 46391 9708 110620 46042 94278 5481 9250
"g391" 21529 18200 19142 20860 18746 59736 44996 56519 43136 43934
"g392" 2057 1493 1519 2804 4032 7743 7347 7736 11923 6690
"g393" 20 7 25 47 23 70 32 77 22 91
"g394" 1682 3339 4370 3962 3621 8167 5123 11188 5165 5859
"g395" 126 368 319 205 398 770 675 894 1469 334
"g396" 59694 32784 67650 33019 40205 149905 79715 101968 111289 103732
"g397" 3613 4265 4582 5486 5032 12322 14051 10825 7396 12252
"g398" 4 27 20 17 35 20 61 6 96 41
"g399" 70 5 123 2 492 599 702 601 7 639
"g400" 634 658 782 869 768 3244 3232 3541 2685 3215
"g401" 22917 14738 19561 22832 23830 70749 66704 113250 50128 95564
"g402" 622 200 506 690 658 1528 1436 1460 791 1262
"g403" 24002 20909 27377 34813 32156 48232 45308 34554 42402 39324
"g404" 8760 8968 9837 9824 11166 23672 19827 15195 14024 19320
"g405" 3515 2135 2338 3369 3310 7633 7727 19611 11163 5450
"g406" 4451 4204 2956 6413 4769 7946 5430 7732 3517 9544
"g407" 568 262 409 535 834 934 1311 1018 1094 1496
"g408" 55 2298 126 1934 1034 2626 1126 863 2302 96
"g409" 1013 894 1557 601 908 2356 1903 2126 2333 2103
"g410" 52 25 52 17 33 201 215 343 219 234
"g411" 14 47 27 220 25 141 69 26 79 17
"g412" 704 735 755 540 600 1058 697 2244 2456 1289
"g413" 8554 13433 5924 4634 5064 46055 10944 16968 14451 4292
"g414" 1284 654 566 795 739 2027 1463 2192 2001 1091
"g415" 15 11 18 38 18 78 11 228 123 69
"g416" 283 208 40 654 639 373 730 436 253 330
"g417" 6 9 31 4 46 91 130 85 76 16
"g418" 3382 3027 3331 5417 5507 14867 14178 6821 7865 5155
"g419" 94 181 128 179 54 305 54 711 150 139
"g420" 71 147 96 70 95 55 134 257 89 72
"g421" 2000 1006 1158 1343 666 389 3927 2720 1785 2532
"g422" 401 505 533 515 507 3377 5336 3448 2218 1726
"g423" 135 92 148 195 228 290 269 354 102 363
"g424" 1910 1667 3066 2409 2944 11294 6829 10790 8815 7383
"g425" 2899 1726 2293 1944 2179 7110 3368 9202 7280 6263
"g426" 37 12 31 28 46 52 55 92 23 53
"g427" 40813 57951 37906 47330 43671 133200 106977 142059 123494 226901
"g428" 163 31 316 83 149 13 159 689 153 172
"g429" 25880 31144 15670 24759 40641 41376 31301 24941 55736 40241
"g430" 2542 10928 5472 5012 8120 18575 8752 5692 10325 17110
"g431" 294 614 6742 818 898 1253 4389 4554 3116 21817
"g432" 0 16 24 2 30 356 7 1326 0 46
"g433" 2145 1085 7114 3586 3643 10767 4140 15853 4150 818
"g434" 1891 3583 2323 3999 4545 6409 9064 3913 3940 2808
"g435" 26 15 28 28 27 111 83 124 99 95
"g436" 14031 17022 6861 19238 10071 51807 64019 84260 48938 67908
"g437" 52 60 3 205 105 38 87 35 83 42
"g438" 6629 3703 3357 736 408 7353 3586 8654 8478 4505
"g439" 2869 2193 1504 1363 1134 4147 3791 4754 5060 4211
"g440" 82 190 9 34 252 35 1 1 261 741
"g441" 389 140 175 67 318 807 370 412 737 605
"g442" 129 10 86 36 63 119 87 109 75 148
"g443" 229772 165907 76475 158438 118110 624131 881958 756533 363487 724847
"g444" 89 19 39 52 6 87 214 121 715 137
"g445" 80 110 73 17 25 261 80 273 87 51
"g446" 16 0 75 124 30 39 30 46 11 53
"g447" 4 119 0 0 14 0 26 30 0 0
"g448" 7330 2391 697 3650 2248 2715 514 11095 1305 2248
"g449" 3361 1335 1630 2959 3959 3071 3398 3444 1217 8111
"g450" 564 522 1105 1460 389 6383 3006 2576 1217 4246
"g451" 2586 2525 2893 2936 3397 7079 5004 8191 3970 7006
"g452" 23483 37767 42623 43744 24662 79086 84751 144016 35505 52662
"g453" 310 475 294 683 398 1828 2851 1772 1096 1032
"g454" 53334 38260 39239 69576 45654 265508 236215 239444 149600 146326
