"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g100" 34800 31913 33524 18960 32488 129737 117597 94239 128507 105023
"g101" 1099 989 249 836 228 383 2302 728 2795 1827
"g102" 4 19 34 7 34 40 44 125 85 52
"g103" 1052 1678 913 713 2026 2583 2612 1208 3900 2386
"g104" 2125 1341 1865 2389 3087 9277 7901 6853 8903 7652
"g105" 35383 42742 67378 44691 72949 132320 66282 112963 122250 94547
"g106" 34381 24743 20263 15017 21414 53235 48612 58651 45145 49399
"g107" 886 889 253 425 3547 10822 11584 1285 2724 1676
"g108" 1045 1440 1597 1174 2483 12296 4646 5949 5104 8589
"g109" 159 82 62 137 155 261 255 137 302 211
"g110" 109 435 155 38 311 687 565 554 178 279
"g111" 33 80 185 60 87 52 146 25 131 44
"g112" 4371 12996 8726 5087 9706 8644 4210 14357 11998 21681
"g113" 191 131 156 146 149 855 663 487 1178 848
"g114" 659 472 148 319 237 528 301 1197 1009 2879
"g115" 13139 9562 10214 10509 13902 35055 41658 33228 29841 78797
"g116" 1659 951 1125 743 1179 2956 5974 2507 4363 3842
"g117" 4463 4538 8293 5402 8448 21326 15044 6787 15433 18727
"g118" 17675 28639 16323 10129 20864 52486 75306 38069 37681 44109
"g119" 406 354 1017 380 169 6642 7619 1982 1135 6622
"g120" 3467 1499 2123 1444 1616 6021 3267 6842 3715 8483
"g121" 12245 7210 19439 16170 15211 9276 633 37892 9224 35565
"g122" 59 99 87 848 840 1815 408 1098 5511 163
"g123" 739 340 1155 391 368 2332 3457 2257 455 1860
"g124" 117 302 392 228 265 648 82 324 394 410
"g125" 1173 674 2287 1354 1423 2351 1920 2150 5687 7260
"g126" 390 648 879 767 1336 1558 1818 2178 4169 1451
"g127" 939 376 590 991 825 2332 2421 1750 2759 1583
"g128" 40 80 374 111 332 1217 195 663 168 200
"g129" 4993 5148 5383 3873 4447 13070 10530 11131 16448 10654
"g130" 367 131 49 81 80 165 7 106 0 164
"g131" 195 147 186 221 351 1669 2597 699 1587 3865
"g132" 476 416 696 385 422 1169 822 1441 1427 1968
"g133" 41404 25740 40200 30089 33391 97036 79544 53200 71973 89283
"g134" 984 2951 3114 1384 4345 7830 9184 6990 8986 5356
"g135" 11866 12430 10115 7725 13451 17538 18042 11366 19359 25529
"g136" 862 396 644 285 596 4417 3047 2638 3135 2451
"g137" 121625 70851 74891 11207 146246 53875 66136 162994 138934 100455
"g138" 35 50 120 37 80 154 33 78 54 163
"g139" 247 37 21 51 51 730 176 119 322 240
"g140" 6117 4024 4188 2541 4283 9307 13574 9258 12777 9138
"g141" 1674 1202 2374 518 958 4572 45 1425 1504 3383
"g142" 966 1560 1070 528 1371 4230 2858 2120 3003 2337
"g143" 12 119 243 9 208 230 114 144 685 605
"g144" 26 57 93 62 43 257 186 200 231 112
"g145" 18743 20095 21808 16308 25032 85195 26290 42794 67197 56868
"g146" 4977 3771 3728 1940 2769 7656 6217 3258 7261 4313
"g147" 4416 2404 2285 5188 4482 4477 7657 4816 5388 11507
"g148" 139 6 118 66 110 18 6 4 35 64
"g149" 2525 3720 2576 1023 1681 6362 12409 3969 22797 8481
"g150" 122 206 2903 404 1245 3831 741 940 1302 1915
"g151" 1349 962 2068 425 1434 5997 10197 4228 4083 12656
"g152" 5815 4027 14730 2554 7461 53756 5812 17249 31286 21434
"g153" 137 114 212 122 140 649 325 239 406 932
"g154" 1488 2754 3066 1019 1973 4137 2825 4196 3653 3937
"g155" 28 43 56 44 59 79 68 118 115 180
"g156" 5127 9745 8486 9279 9816 18180 8185 8290 14468 18407
"g157" 22803 19391 17950 13691 22300 57867 54961 48062 71722 65892
"g158" 857 803 526 243 606 2315 2145 2464 3985 2604
"g159" 9210 7485 8021 8969 12925 18544 24888 18394 15335 13524
"g160" 94 84 131 128 123 211 40 65 302 243
"g161" 26515 15131 23987 23949 30442 64979 87488 54385 89314 105535
"g162" 44 18 59 9 406 470 175 297 279 662
"g163" 16 5 1 5 93 154 23 32 60 119
"g164" 18 35 36 73 129 100 323 3 4 14
"g165" 136 74 141 164 173 506 212 144 292 281
"g166" 38364 35132 50169 24274 67076 84871 90399 51727 101441 82058
"g167" 21137 20304 19270 19148 24275 63824 61300 47360 100670 82412
"g168" 7472 6580 1442 9355 2369 5486 6546 7953 3082 3729
"g169" 21869 16965 17022 9003 14316 124940 46572 40685 54269 37104
"g170" 11015 13699 13193 11236 14351 93959 96058 66079 142659 119758
"g171" 1027 1038 1227 733 978 1848 3581 3274 2632 1638
"g172" 426 323 397 25 152 1668 1264 544 203 871
"g173" 22070 19482 20444 11313 14257 45841 73091 33666 48825 59913
"g174" 27065 3696 7751 8000 9487 44005 50154 50889 30645 94698
"g175" 903 1075 2201 5777 2775 5981 1507 2525 2583 1331
"g176" 16 16 18 15 17 49 48 27 36 50
"g177" 0 161 1 182 0 43 0 150 0 987
"g178" 1009 421 1112 562 955 426 3428 2926 1177 1346
"g179" 404 1255 558 808 925 3223 4756 2430 4676 6006
"g180" 643 402 721 590 2595 3544 2919 4683 10267 2189
"g181" 1105 1033 1251 1206 2473 2665 1942 1887 3167 1477
"g182" 423 351 448 226 637 633 645 512 789 765
"g183" 3408 3849 4636 2965 6273 7842 8221 8764 11948 10400
"g184" 29 13 30 14 15 54 68 44 90 59
"g185" 1257 7609 4147 204 4980 10286 8525 2510 12400 2394
"g186" 1080 595 279 903 956 882 1983 578 2648 2571
"g187" 434 370 447 478 624 2592 1946 872 2719 2678
"g188" 411 546 219 251 433 100 144 2091 1552 270
"g189" 299 228 166 82 453 1618 1831 146 538 5948
"g190" 10970 12772 12289 7804 5508 29961 58013 21629 38017 88934
"g191" 235 464 483 92 567 1046 788 1056 1100 430
"g192" 4233 4264 7991 4506 4110 48709 30462 9171 58236 49595
"g193" 147 24 61 131 248 169 180 171 325 255
"g194" 5123 2071 2077 3294 6575 8781 11299 6385 3929 2726
"g195" 414 417 385 216 524 2123 1487 899 1244 518
"g196" 1270 1744 1281 1329 1785 3484 6389 5089 4242 5591
"g197" 754 219 690 425 442 793 456 422 670 623
"g198" 101 82 71 224 125 678 280 460 162 67
"g199" 12725 15397 17210 13325 20710 37338 40029 38303 68108 33772
"g200" 3618 31453 22625 21885 43301 67146 77756 20014 34814 37322
"g201" 47 39 45 29 78 75 117 152 255 35
"g202" 1316 591 803 677 800 2301 2608 755 2908 4789
"g203" 153 1343 989 399 1819 2105 5270 1160 3689 830
"g204" 11218 9571 18346 8436 26528 50969 66993 31981 62690 48828
"g205" 14494 6474 8840 7955 12649 9932 9347 11389 8414 14709
"g206" 22996 2743 23074 14546 16074 46904 65051 29134 24128 35125
"g207" 3980 1814 1785 1809 4056 9255 10858 9844 11842 18977
"g208" 0 414 0 0 2 0 48 0 169 235
"g209" 6416 10983 14602 14695 14273 47985 68754 20896 62490 48984
"g210" 20754 19836 15915 10241 24253 43209 34500 38130 47760 60767
"g211" 132 80 139 73 157 416 313 443 144 298
"g212" 10149 8351 8178 3453 6184 6430 10469 4558 7751 6751
"g213" 21 27 153 40 152 1549 24 385 3995 1933
"g214" 280 131 214 207 281 446 383 259 516 904
"g215" 673 1005 459 913 347 853 631 484 2005 400
"g216" 627 314 562 636 734 153 2052 578 2109 3281
"g217" 187 75 51 167 185 154 33 177 114 548
"g218" 208 180 493 517 830 2285 1132 758 1880 739
"g219" 95 65 1 168 3 219 112 246 36 0
"g220" 54 18 27 8 37 23 52 70 59 10
"g221" 0 0 120 22 82 1 32 483 1903 0
"g222" 3921 5416 4891 4746 6110 36973 24275 10018 30814 27635
"g223" 790 1242 1343 705 731 1809 1140 2723 2425 4303
"g224" 226 160 619 22 90 338 1412 14 87 210
"g225" 0 27 178 4 73 164 68 49 35 37
"g226" 0 1 9 22 0 17 1 0 6 1
"g227" 9952 8059 7478 4576 11755 23191 13783 12293 14133 21086
"g228" 91 246 220 168 253 611 239 345 806 517
"g229" 7517 5223 4444 3901 8847 34859 14197 18572 38550 19544
"g230" 125 62 74 85 117 123 181 73 160 219
"g231" 11681 19781 19574 3680 11697 26085 32410 17278 13052 13458
"g232" 2484 1502 4510 2392 2160 4592 9756 8945 6347 4881
"g233" 55 48 90 50 92 188 83 49 207 174
"g234" 13 43 24 146 296 66 75 62 64 230
"g235" 1068 1983 2456 1743 2554 12859 10422 6423 10653 11352
"g236" 5345 2237 1830 2960 184 1033 20900 1785 6468 857
"g237" 1503 1045 1922 1041 1640 3494 3563 2436 4002 3830
"g238" 6674 10284 16534 7903 22662 39714 40553 25295 48915 21848
"g239" 29 18 22 12 79 35 70 33 25 75
"g240" 658 455 585 338 841 1588 1421 1096 1340 1986
"g241" 28 51 35 1 3 1 9 368 333 1
"g242" 588 795 259 449 588 1668 880 1206 908 1946
"g243" 18136 18442 19820 15080 14222 47165 33671 29547 42812 29310
"g244" 221 9 31 110 822 2543 23 704 983 413
"g245" 514 632 432 525 774 2215 1953 1583 2692 1107
"g246" 32 55 7 20 30 51 56 35 16 92
"g247" 445 282 9 489 19 117 10 1907 41 4654
"g248" 34 18 61 4 40 72 204 94 138 141
"g249" 35 22 2 23 31 90 90 36 130 86
"g250" 187 174 251 112 75 154 290 198 117 332
"g251" 92 14 422 2 1108 2 272 893 59 277
"g252" 2073 523 1345 108 232 1839 1696 1114 1779 1224
"g253" 4645 4520 6561 7162 4081 16026 20110 6279 12821 10175
"g254" 7668 5046 4842 6070 7584 42470 29465 20417 25970 17478
"g255" 67 10 49 45 28 106 51 254 291 695
"g256" 59 307 481 185 414 2016 753 2338 472 1278
"g257" 412 188 910 370 666 914 889 822 1103 1214
"g258" 82 140 198 49 137 507 139 154 453 381
"g259" 13966 6976 19684 9757 13614 28041 25484 25849 52269 44122
"g260" 3422 3741 1326 1662 3231 2503 3266 5035 3632 7191
"g261" 50 48 12 14 50 89 96 50 68 99
"g262" 11477 14227 15317 8684 13195 22338 17157 15840 26760 25313
"g263" 16494 11297 16708 12319 13744 30234 29957 21213 35114 26182
"g264" 2309 2679 4129 1051 3430 8729 3244 3122 7518 5215
"g265" 2800 1484 2170 1457 2285 6337 6480 2230 8052 7580
"g266" 1399 1556 2816 1665 2842 3985 2837 3529 4130 2670
"g267" 327 487 734 355 229 1032 3502 1599 285 895
"g268" 290 221 566 186 949 1367 557 2017 946 2109
"g269" 1076 1333 949 233 573 719 1933 1630 1272 1019
"g270" 16940 17516 16887 11647 26146 24275 32660 34385 34064 35362
"g271" 6236 3985 5035 3269 7254 9858 8199 8168 7919 7422
"g272" 81657 78614 79496 58253 121337 167952 205195 77816 192333 216919
"g273" 2895 2181 1258 1280 676 6173 7071 6360 365 2073
"g274" 827 1735 772 617 1893 3565 976 1857 1518 1822
"g275" 175 631 9 93 852 608 457 1095 1100 247
"g276" 0 33 1 35 1 43 32 13 1 119
"g277" 3254 1337 2800 494 2738 1298 1335 3447 5082 1302
"g278" 10573 11990 17367 10779 15632 13171 26383 19291 44284 28236
"g279" 1699 1413 1726 839 1618 5638 8806 6808 6369 5216
"g280" 823 1624 1758 1141 1954 2926 2336 2037 4668 2237
"g281" 31276 28266 21508 21487 54323 143017 134682 69781 215951 244017
"g282" 631 645 702 932 1072 1642 762 871 1861 839
"g283" 1899 2865 4619 1747 3353 6183 4182 7266 4881 4088
"g284" 90102 48992 59234 57800 83246 204799 266969 144214 226814 336016
"g285" 10894 703 0 1518 9 5297 9783 74242 750 34448
"g286" 191 155 293 251 381 502 557 320 620 514
"g287" 6958 6222 8015 5595 6276 17845 16529 10062 21133 25896
"g288" 0 76 21 22 114 1 2 68 0 202
"g289" 375 326 348 228 531 1088 982 1038 854 1375
"g290" 1533 832 2121 357 1124 2796 5492 10798 10869 7880
"g291" 701 643 523 431 635 1278 2633 3001 1548 833
"g292" 250 145 70 549 344 3515 871 218 245 0
"g293" 30861 24495 28244 18722 32015 110559 94444 80440 132480 117113
"g294" 12923 8674 11361 7763 14258 25808 17990 10574 26971 23118
"g295" 6139 13319 14090 5732 16225 30216 24115 14313 38889 23542
"g296" 507 173 178 228 89 144 764 302 1149 583
"g297" 1087 1362 1065 926 2169 2563 2157 1792 1699 2697
"g298" 5273 648 2152 559 1992 1692 13113 8609 8083 7879
"g299" 31 17 84 91 85 239 235 497 108 738
"g300" 2 143 119 3229 375 3 3770 0 528 7836
"g301" 3444 2174 2683 1302 4648 5777 6504 3915 6616 6534
"g302" 1111 657 3536 1478 679 3466 3498 1544 2298 4069
"g303" 216 240 1117 0 977 1437 4401 3943 2395 1492
"g304" 1406 1922 767 1304 1555 7638 6854 4898 5429 3729
"g305" 0 2 0 16 0 6 270 199 166 3
"g306" 327 2554 2303 3848 2422 7766 5097 2095 26689 462
"g307" 10809 5195 7613 6379 9891 22590 17886 18641 22904 30599
"g308" 46 21 67 37 76 148 269 141 64 185
"g309" 2 115 0 2 160 450 121 53 2 155
"g310" 502 1090 237 401 2187 5522 4976 531 6244 920
"g311" 537 187 243 35 106 363 221 317 367 496
"g312" 205 173 302 124 110 627 1224 226 801 1305
"g313" 201 146 1875 98 199 1625 1215 760 331 970
"g314" 4840 4775 2742 3088 4600 11281 11540 7477 14489 7954
"g315" 382 958 57 56 1934 1212 536 18 138 328
"g316" 5226 8187 10550 4256 7015 21017 15153 15599 32185 10874
"g317" 2249 3354 3904 2282 2963 16294 18903 21713 25812 12634
"g318" 112 1143 1118 1275 2368 3203 4477 1129 3128 1558
"g319" 57 75 81 32 160 123 426 77 251 96
"g320" 959 814 1405 1372 993 1599 874 1503 3515 1955
"g321" 6943 7508 7133 3664 6025 1931 33819 7467 22213 14712
"g322" 5994 4293 5330 2867 7218 14055 10618 9270 17790 14807
"g323" 8423 6015 4974 3541 8425 19371 20992 11136 19176 24578
"g324" 495 293 1208 658 738 934 744 1169 1843 3877
"g325" 1186 5731 1319 1822 4431 8084 6076 7916 10708 3945
"g326" 88822 54887 68955 101103 56747 284174 136177 153883 268702 149064
"g327" 7345 9102 12411 5100 9393 37353 14363 13086 24156 20504
"g328" 768 548 571 312 810 1493 967 698 1224 1406
"g329" 9 7 4 1 15 354 0 7 43 78
"g330" 1281 2044 448 1378 3935 1707 5929 933 7123 860
"g331" 704 1276 568 574 899 1656 3254 1509 2871 4399
"g332" 407 519 407 134 240 1148 1365 447 1083 743
"g333" 1976 3382 4615 2082 586 11056 7637 7939 29020 20177
"g334" 19366 17622 28775 16594 22841 152044 91197 105057 81689 58099
"g335" 9457 7443 14433 9412 16491 29597 20722 11973 24575 16819
"g336" 15969 17161 20310 10976 20299 97390 173234 70526 84280 120581
"g337" 5598 4675 7416 5092 7337 19835 19158 14038 16935 24031
"g338" 2 76 1 19 134 187 22 15 206 27
"g339" 33 188 79 84 69 1084 303 233 664 550
"g340" 66 133 118 68 146 383 386 129 373 83
"g341" 0 4 0 631 0 426 30 0 991 2
"g342" 717 260 680 95 526 1333 646 800 1446 2409
"g343" 240 132 230 175 341 360 449 584 590 513
"g344" 92 103 89 74 199 753 137 218 318 190
"g345" 697 651 379 111 474 1203 2071 2127 4076 3090
"g346" 22 24 15 16 23 37 37 27 33 45
"g347" 5983 2665 2426 705 5526 8026 8431 7247 7426 3476
"g348" 46 20 118 45 86 58 4 2 127 50
"g349" 123 21 3 95 166 584 486 4 136 34
"g350" 224 345 482 125 589 178 1083 210 447 793
"g351" 34322 24371 27790 27801 36279 122539 98997 84953 129057 118393
"g352" 17 6 42 8 31 39 69 122 118 14
"g353" 2074 556 1294 245 112 2387 4829 1463 4248 3185
"g354" 676 873 497 1068 597 1651 2377 1589 1651 2424
"g355" 296 90 208 357 244 434 380 292 322 247
"g356" 86051 84628 91835 63031 80199 401139 142650 129901 226227 189754
"g357" 13 79 40 13 51 64 88 26 140 37
"g358" 16 63 27 68 65 78 78 92 102 39
"g359" 38 74 131 21 31 28 62 119 202 174
"g360" 374 83 512 50 189 591 1628 268 210 206
"g361" 69308 96239 124529 95341 145457 404109 347730 302731 442195 309893
"g362" 201 808 6459 3404 9384 5135 11692 2065 12851 6369
"g363" 2573 3522 5031 2022 5444 17862 4899 4110 8810 7265
"g364" 3087 1812 4211 2742 6109 7585 5773 8069 41646 18348
"g365" 7803 12548 10715 7457 14132 25278 14065 21119 30984 27012
"g366" 57531 52418 62429 29838 61570 117722 138928 66793 128316 159100
"g367" 6179 9515 8123 5700 11376 20668 21083 19843 26088 19733
"g368" 356 258 333 215 356 435 257 420 380 998
"g369" 5651 4682 8916 6948 11021 17739 15620 16322 65586 33644
"g370" 6052 17321 16494 13497 7226 55335 11941 28402 27026 37206
"g371" 79 207 317 282 771 798 540 759 261 876
"g372" 1367 771 953 914 909 3209 3781 1957 3655 3555
"g373" 160 150 391 198 474 765 784 661 636 295
"g374" 29959 31294 36957 18044 29519 151765 77710 102915 225436 169912
"g375" 56555 41279 74601 61978 101170 87361 70677 127189 44309 106348
"g376" 7458 5318 6233 5463 8870 13604 15339 10454 16122 13633
"g377" 2028 624 2782 1921 207 5639 5054 2587 4906 5104
"g378" 634 258 523 342 673 2505 1184 1209 2468 1835
"g379" 3442 4505 2868 3345 5006 8688 6712 6653 10500 8639
"g380" 4510 4044 3394 3553 4092 8264 12417 10130 21905 13168
"g381" 1398 726 1848 528 2255 3245 2473 1968 1895 2225
"g382" 4801 4308 1731 1160 2569 9054 10133 5934 2179 10671
"g383" 51 46 53 28 59 282 242 186 251 264
"g384" 1435 1025 767 1083 2323 2195 2982 1854 2985 2609
"g385" 7 27 208 2 1042 121 20 390 68 0
"g386" 24124 24986 26625 17210 32270 123864 139625 87478 100206 116015
"g387" 13956 4089 13161 4670 6758 18898 25114 9881 33607 25256
"g388" 39 41 17 30 82 39 74 684 198 1265
"g389" 33575 43322 30648 21460 35884 86068 95935 48795 79726 62833
"g390" 76 472 989 1260 2315 2286 4929 1329 2427 2003
"g391" 4248 6467 4053 3114 9057 25750 23123 15185 21883 22857
"g392" 3532 1785 2942 1755 1472 10278 6430 2199 4910 4592
"g393" 59 1 75 5 6 62 83 15 103 125
"g394" 95220 82365 165033 61237 112121 229415 170515 116037 180982 154712
"g395" 3894 6569 12379 2483 13111 16679 11602 6476 11142 12783
"g396" 69104 43188 51274 68711 96859 284656 487054 249652 406861 310084
"g397" 3132 3231 2243 8703 8295 15220 11326 9421 4417 4687
"g398" 41 128 306 5 122 535 388 95 108 112
"g399" 2 71 3 2 0 0 28 32 0 0
"g400" 1524 1166 762 1210 1214 4235 3662 4445 2945 1724
"g401" 32176 22367 29546 18378 33686 176871 190787 137796 217973 183917
"g402" 201 576 653 290 466 7441 5074 3854 3354 11051
"g403" 122 174 165 372 239 1250 63 808 307 155
"g404" 6820 4474 3648 1499 4880 29833 35207 19653 34890 67564
"g405" 39 59 9 34 82 233 188 48 150 133
"g406" 35544 41742 49302 30499 41296 43434 91597 49301 38260 95255
"g407" 1699 743 28 859 2763 11341 6356 5977 4388 1375
"g408" 245 942 360 553 426 139 5850 775 2841 655
"g409" 778 1024 1236 119 381 1058 501 3278 231 1802
"g410" 11280 23457 21346 10943 20676 28810 40577 21063 41467 41564
"g411" 6283 6065 11372 6682 8037 32872 35995 30070 46424 25182
"g412" 1425 1165 2504 953 1609 8592 2921 2241 3928 5468
"g413" 31934 14880 10637 8962 15326 38687 69194 45690 72739 59093
"g414" 21 21 37 7 9 133 230 259 35 45
"g415" 13267 5515 4165 5152 3068 28543 28100 40727 24560 47852
"g416" 653 300 310 165 200 1832 1990 1356 1390 1324
"g417" 32594 41549 48579 22815 74228 140488 81570 64015 142966 109180
"g418" 7920 6714 11558 7173 7540 17160 24498 18482 18078 16960
"g419" 65793 78081 65471 40593 83185 75696 336611 28691 231622 575064
"g420" 50 7 49 3 13 73 98 58 63 12
"g421" 627 178 251 648 376 292 529 449 1001 1860
"g422" 5022 4674 7275 5067 3942 7721 9221 7583 8525 11978
"g423" 3104 2595 2480 1620 4450 8658 8001 5554 6883 10218
"g424" 169 32 127 35 20 90 45 101 137 59
"g425" 616 386 605 492 834 1575 1015 1020 1949 974
"g426" 17309 18710 20327 15221 16410 73430 85083 59243 82062 96360
"g427" 1378 2047 2613 2975 2581 9588 7534 5704 6984 3795
"g428" 952 3916 2594 779 3284 9412 7936 3524 12222 3243
"g429" 131 7 68 37 82 131 44 29 153 42
"g430" 2797 2814 2793 1675 3621 12102 13001 6995 14707 10617
"g431" 10843 6535 6335 5357 11336 9884 14291 8461 22106 17883
"g432" 1718 1686 571 668 1110 5209 4018 1289 3623 2851
"g433" 12741 11316 15726 13721 18017 39336 26462 28272 43921 50137
"g434" 44 122 56 61 125 127 152 73 206 231
"g435" 1910 1915 1187 916 2114 2506 2372 3712 4005 3612
"g436" 3063 3708 6823 2970 3719 16740 16195 9265 6613 6068
"g437" 13788 9495 8993 9828 11152 78164 28360 56982 83620 62176
"g438" 33152 23649 34306 15873 27778 147460 120434 84473 157510 151018
"g439" 17918 20014 23993 14966 39375 59984 61687 25311 37809 56589
"g440" 28 17 41 80 22 25 16 180 91 180
"g441" 10962 13342 12484 13054 18089 104529 104833 66094 59163 102551
"g442" 34137 15347 27956 12900 26917 32701 25269 55651 24404 44703
"g443" 133 185 192 173 306 559 308 422 586 498
"g444" 14838 13887 11282 10807 37562 33255 23556 24722 35871 32670
"g445" 0 11 4 63 5 4 107 10 95 6
"g446" 608 114 686 1021 490 2674 1745 2951 4559 1146
"g447" 511 430 148 443 520 555 828 490 453 639
"g448" 3793 3525 3331 2324 4711 10103 4682 6122 11645 15140
"g449" 5056 2803 4288 2428 2565 10575 6558 10622 9986 10153
"g450" 29150 29508 29648 26700 32181 111522 43786 65735 117782 78851
"g451" 8547 4779 23133 5851 28030 29068 18181 30281 6458 1866
