"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g97" 23 17 19 15 18 33 23 20 27 27
"g98" 41508 32598 21583 48608 58470 93839 52364 62920 102427 49593
"g99" 30 42 41 25 46 56 37 62 33 27
"g100" 17092 16823 27549 13788 45084 36876 27156 24490 43829 32194
"g101" 79 116 154 88 73 170 372 262 342 134
"g102" 478 714 552 791 559 3753 5397 2791 4003 2018
"g103" 4522 3664 4459 3271 3954 10322 6670 8119 17295 13903
"g104" 18227 5758 17335 7770 22084 5900 13895 6373 16170 12029
"g105" 118 217 80 228 57 398 212 508 517 48
"g106" 21 74 58 30 33 16 82 21 28 35
"g107" 771 600 852 1612 1012 822 684 4153 1440 3106
"g108" 25 177 172 95 11 0 193 334 79 289
"g109" 0 0 24 0 1 0 30 0 89 0
"g110" 19300 15340 26629 18602 33045 51690 47567 49638 66042 90355
"g111" 2730 1422 1818 2072 1729 1737 1837 2503 4039 2110
"g112" 93 188 99 301 78 182 132 115 135 172
"g113" 73 5 9 293 70 837 2106 361 1349 76
"g114" 656 726 323 500 690 2326 1794 1394 4154 1560
"g115" 148 219 129 183 168 245 211 289 546 317
"g116" 231 213 3241 66 15 1735 89 13981 0 3645
"g117" 14597 11513 15580 11063 13512 19165 17311 9877 23035 12450
"g118" 511 489 311 596 445 668 574 695 872 865
"g119" 3 93 102 118 0 0 1 86 218 139
"g120" 927 632 1387 906 831 1002 1596 2032 897 1938
"g121" 88 25 128 79 161 59 151 366 150 183
"g122" 66 4 27 56 6 42 56 35 13 60
"g123" 7114 5723 7782 6119 9046 18426 20945 17311 23939 20495
"g124" 596 292 653 470 1157 895 1459 789 1085 399
"g125" 65825 69730 147220 76190 180628 95189 65255 84730 104947 181900
"g126" 13846 16006 18690 14088 15232 61831 54528 68587 70727 49838
"g127" 67 51 31 21 125 121 134 71 74 78
"g128" 25 42 23 15 33 1 42 136 6 3
"g129" 41691 50982 68015 45792 89797 69598 84249 93087 103875 61389
"g130" 35 7 96 21 192 418 575 439 275 340
"g131" 28920 17858 11551 8551 29096 31255 38155 19079 28339 35373
"g132" 32 68 83 35 211 93 291 276 436 97
"g133" 73 117 193 106 195 226 145 128 215 189
"g134" 79 33 51 25 65 109 53 145 111 80
"g135" 52 17 5 18 0 21 5 0 25 14
"g136" 27 62 192 119 365 102 41 52 64 73
"g137" 138 498 1389 6 1013 40 138 1039 384 1474
"g138" 134 30 57 71 97 236 48 327 147 74
"g139" 841 297 1196 1604 14591 7139 1946 4610 14842 4310
"g140" 11 112 6 6 157 83 9 279 144 44
"g141" 134 121 337 450 385 1668 190 667 1836 1048
"g142" 197 136 269 60 83 211 215 135 123 65
"g143" 80 135 250 39 559 555 186 164 188 239
"g144" 59 31 111 106 208 96 124 56 72 8
"g145" 278 210 253 294 416 592 457 713 1182 706
"g146" 109 75 77 77 280 533 328 1046 624 395
"g147" 142593 71487 146119 61626 63403 156258 101213 180953 210610 136742
"g148" 115 43 96 91 309 362 390 480 564 298
"g149" 565 1552 534 1472 641 1163 1783 670 3000 672
"g150" 1183 627 866 768 1351 1901 1881 1691 1158 1842
"g151" 31248 19767 37120 33698 40170 42210 20455 21214 41160 23977
"g152" 5466 1554 4266 1445 1278 2685 5827 7031 6836 8833
"g153" 14 55 45 63 44 141 44 32 44 131
"g154" 221 95 85 196 214 27 293 185 107 236
"g155" 70418 41521 54789 52257 103590 191236 161132 87709 234732 180037
"g156" 884 545 975 373 1025 424 649 638 790 598
"g157" 554 436 614 349 1151 1522 728 621 1117 1059
"g158" 7 22 6 32 93 102 29 102 91 1
"g159" 22 3 241 0 40 199 41 42 42 6
"g160" 22 17 28 6 2 99 28 64 4 3
"g161" 54 33 39 28 75 257 210 202 366 170
"g162" 2014 1448 257 1774 6131 1201 5138 4720 5648 7124
"g163" 2701 2053 1330 844 2338 2733 3068 4220 1729 4625
"g164" 9959 8780 11491 9986 12792 18924 9640 9489 17871 13741
"g165" 24284 25558 13469 23183 23571 38426 29871 41208 33800 24964
"g166" 24 22 70 58 31 65 49 246 116 18
"g167" 2747 1378 932 1532 2965 2669 1281 2399 3080 4325
"g168" 291 335 702 478 138 618 606 442 574 877
"g169" 1495 2085 1619 1865 2034 4519 3839 4138 5407 3162
"g170" 283 289 153 193 377 303 424 165 326 167
"g171" 98 203 47 59 214 285 81 86 103 96
"g172" 2273 3433 2427 1868 3862 4631 4608 3361 6573 2709
"g173" 4291 5023 8422 5843 8908 7780 8513 4651 8741 7385
"g174" 1242 1023 2553 1739 3123 5821 659 2175 3218 8271
"g175" 98 126 140 50 20 283 542 39 78 353
"g176" 896 362 391 454 666 1278 1732 1159 1295 1221
"g177" 626 171 316 437 249 1021 1005 971 820 735
"g178" 12 224 81 31 57 13 1 302 5 11
"g179" 1785 438 774 278 3486 2052 1513 2632 12600 7672
"g180" 9379 11190 8406 9512 9031 17282 12131 8636 19595 13144
"g181" 495 179 968 252 393 806 426 677 519 639
"g182" 10136 5302 2057 7890 7597 7309 4968 5931 22233 15588
"g183" 299 198 618 386 484 554 789 310 550 418
"g184" 55343 54443 62578 71646 79122 120588 137777 156310 139751 79305
"g185" 675 1155 950 1660 2281 2557 871 1164 2369 2347
"g186" 1212 2927 1748 3573 1324 1133 837 5734 2446 2375
"g187" 80 20 70 157 37 52 71 195 392 5
"g188" 5140 5951 7120 5849 9430 10565 11559 6027 9113 4604
"g189" 670 276 629 509 692 388 899 1270 817 782
"g190" 2205 1810 3450 1465 2265 3990 1303 2785 1918 1013
"g191" 14550 15338 10558 9948 17069 31695 38780 16089 30668 14368
"g192" 174 625 229 171 532 295 440 417 435 275
"g193" 4 37 99 54 83 32 196 392 24 334
"g194" 134 281 190 181 276 188 244 168 541 320
"g195" 516 189 656 129 281 1593 325 536 714 413
"g196" 6394 7257 7751 5325 8548 7939 7537 9705 11692 9056
"g197" 15 32 53 36 59 80 49 44 125 91
"g198" 1166 681 963 280 1014 2714 3321 2949 3924 1998
"g199" 217 120 87 1 319 0 888 4792 245 175
"g200" 40943 50388 76297 52987 76115 109210 175150 137696 154424 114822
"g201" 49 46 32 23 57 290 131 177 581 175
"g202" 195 63 111 103 243 201 157 97 463 121
"g203" 7170 4739 6091 3257 6760 18082 18943 19055 39909 15124
"g204" 4882 22279 5915 5459 29073 11276 8119 11945 15097 12214
"g205" 6062 6729 7965 3827 7569 19164 18540 8220 25649 5206
"g206" 1313 1196 2143 685 1368 1761 3226 2054 2448 1261
"g207" 1766 1928 3280 1568 2817 1630 3521 1158 4480 2224
"g208" 559 611 1916 849 1206 1714 2425 1955 1599 1078
"g209" 804 1589 7990 3429 1861 3118 8511 3347 8269 6443
"g210" 3752 2803 6445 11443 8927 469 2920 6110 4211 4254
"g211" 69 75 149 215 234 108 97 123 182 152
"g212" 1471 1361 1730 753 2021 1445 1364 1243 1584 1767
"g213" 2584 2508 3734 2723 2346 2623 3385 2968 1866 3282
"g214" 16781 12702 28533 9800 29232 51736 17585 43984 54061 39396
"g215" 2 9 5 4 22 11 23 33 72 27
"g216" 5 6 38 4 118 2 17 32 23 393
"g217" 1641 1675 2083 893 1554 2073 2176 1701 1832 744
"g218" 3663 1253 3069 2642 3665 20099 17989 17219 10260 14136
"g219" 33 21 20 15 34 23 23 37 29 36
"g220" 1440 930 2550 2054 2255 7739 2846 5030 5301 2817
"g221" 1167 743 688 1040 1350 2189 1366 1940 1652 2170
"g222" 874 755 552 376 244 851 1134 410 937 531
"g223" 14188 14050 17679 18969 14307 22182 23727 25520 30710 29863
"g224" 9325 4527 5547 4576 8025 17163 9033 3718 7767 4976
"g225" 21 22 57 36 16 23 15 21 40 9
"g226" 3136 2259 6006 6134 371 7355 3808 9261 559 6503
"g227" 0 4 0 27 0 0 452 500 4 56523
"g228" 124 70 262 93 339 413 305 248 682 389
"g229" 632 226 370 137 871 2413 1259 750 2513 2558
"g230" 1495 1499 968 464 798 1019 2392 1325 3123 1005
"g231" 316 189 1 191 142 64 659 120 114 631
"g232" 5665 3053 8560 9113 4905 4676 4967 15159 13255 12561
"g233" 122 236 58 473 387 45 643 270 522 746
"g234" 2142 3044 3723 2250 2294 3444 2693 4713 9082 10203
"g235" 176 535 579 451 630 54 484 406 1490 353
"g236" 2258 2187 2295 2525 2768 4942 2705 3144 2531 2570
"g237" 839 842 488 910 1108 1669 1355 697 1092 1389
"g238" 19342 25558 23610 17238 15762 38835 21337 29900 29392 19381
"g239" 0 10 26 3 133 19 104 327 0 80
"g240" 0 14 19 1 18 1 1 4 1 14
"g241" 309 292 1597 181 1037 1383 1126 2208 918 723
"g242" 525 1853 1643 1691 1285 2822 2558 3707 2499 4487
"g243" 83 50 55 71 78 263 121 79 294 276
"g244" 13993 12745 23125 15419 24035 27012 26301 32295 27542 21952
"g245" 13 87 630 1031 919 1429 753 574 191 987
"g246" 188 203 183 562 21 467 651 495 722 387
"g247" 85 23 0 282 99 51 289 10 122 146
"g248" 23 54 46 36 31 158 52 43 89 21
"g249" 1651 1064 1971 911 2065 2025 968 1676 3836 2626
"g250" 4359 8410 8454 10043 13279 8171 10251 6713 15308 7422
"g251" 12 18 4 4 10 67 48 33 222 33
"g252" 2197 3238 3695 3148 5570 5413 7768 11047 11590 5029
"g253" 443 385 1119 921 870 2828 700 813 856 1482
"g254" 4767 5375 5792 3725 5093 11929 11675 11763 22974 14441
"g255" 3748 2168 1146 1437 2107 3065 2591 4523 2504 2886
"g256" 2 27 12 0 56 450 109 87 14 21
"g257" 29458 23986 33056 30558 54974 54013 45567 46275 54100 61006
"g258" 915 1850 2437 2232 2558 2508 4483 5773 2583 792
"g259" 2494 477 2041 701 1052 3450 2400 10919 7665 6828
"g260" 230 209 250 228 272 299 185 428 564 215
"g261" 59 37 7 17 109 7 1 2 29 52
"g262" 4951 4489 3744 3563 2079 5445 19413 14230 18293 8564
"g263" 112 0 0 103 0 6 0 0 65 61
"g264" 10141 5681 6312 6086 5399 4776 14651 11898 20395 8140
"g265" 4266 3122 4722 5216 3872 7333 4941 1900 7479 3268
"g266" 2220 487 539 259 2895 452 1449 209 3283 2355
"g267" 183 217 360 182 153 571 350 731 963 940
"g268" 6539 4500 3022 4257 6801 7877 7552 9979 14216 10391
"g269" 34884 30022 35918 38114 37613 65461 49504 89628 99796 62816
"g270" 38 30 80 15 157 553 882 290 215 55
"g271" 47 142 51 221 110 136 253 553 198 74
"g272" 6823 5030 6250 4862 13230 18083 26085 26899 33618 16664
"g273" 829 860 474 977 1667 1840 2795 4018 3440 3873
"g274" 13 14 36 24 14 89 38 12 81 82
"g275" 14483 11243 15423 12359 18911 22988 16098 14483 23614 17031
"g276" 2 58 0 8 69 0 89 43 55 9
"g277" 361 387 348 675 606 652 851 709 913 863
"g278" 11426 10549 7867 6779 7613 20190 25123 34794 22080 14167
"g279" 74 38 103 95 49 78 48 98 140 97
"g280" 7994 6305 8889 9716 11561 19648 17004 16445 17915 21991
"g281" 66 76 55 94 61 124 161 49 200 62
"g282" 429 240 305 369 725 488 549 531 747 381
"g283" 16258 11037 6585 4541 10035 96110 28191 53675 72477 68777
"g284" 2587 1720 2738 2878 3170 6445 4134 4996 7532 3882
"g285" 3 13 43 25 20 19 42 24 45 84
"g286" 20065 24968 25538 28034 27453 48027 25179 47340 57529 44330
"g287" 32 13 2 47 33 86 55 41 69 23
"g288" 124 160 140 136 117 130 440 774 367 1074
"g289" 2917 2760 2855 3050 4359 7846 4200 6647 13257 5453
"g290" 805 1163 774 1161 1554 1064 1859 1821 2667 2651
"g291" 23182 20155 24878 13503 29513 46814 43783 54303 76549 44156
"g292" 315 185 126 526 346 285 237 720 158 293
"g293" 2792 460 4193 3217 5193 2501 7383 10573 8228 444
"g294" 653 158 16 227 571 1920 1083 1180 1212 651
"g295" 61 0 40 0 122 193 7 8 183 84
"g296" 14696 6424 11781 9911 9541 23427 17372 28328 25546 19795
"g297" 16557 12813 13908 14526 19365 23109 19057 25053 31367 19993
"g298" 12371 11270 18501 11214 14044 45023 14610 66848 70985 44222
"g299" 7894 3699 555 131 1275 1003 2320 1225 11414 2784
"g300" 48286 25592 97127 52262 22215 162021 47399 213102 73337 214457
"g301" 1446 1860 2539 3485 2310 2191 980 3124 782 3586
"g302" 556 1230 1262 345 1163 7918 1142 2245 6981 4001
"g303" 9873 10401 15514 10531 15031 19775 15978 24687 24923 28304
"g304" 458 413 519 344 507 746 294 459 629 388
"g305" 891 741 845 510 1013 1223 1083 1832 1021 1302
"g306" 33 17 15 19 20 13 29 18 34 21
"g307" 29 19 59 121 343 26 168 126 151 110
"g308" 2363 2755 3643 2552 2913 1599 2333 4020 6437 8000
"g309" 37 26 45 39 102 45 66 60 72 72
"g310" 695 882 779 1305 1507 1337 924 4170 3018 1527
"g311" 26 52 21 46 28 100 9 57 126 68
"g312" 274 174 271 238 113 490 264 286 755 358
"g313" 448743 311525 282811 345413 260192 549763 599125 218471 933064 279267
"g314" 31020 18040 23369 17927 36903 54917 34890 55460 37668 18056
"g315" 59 24 52 60 319 144 96 76 7 158
"g316" 6361 7624 22711 11592 14500 17431 7772 11115 10746 8927
"g317" 19 8 20 10 22 41 52 63 69 41
"g318" 19 85 59 126 25 214 102 131 89 48
"g319" 731 1248 918 1548 1466 695 579 408 471 608
"g320" 23993 11005 14491 26496 32856 35664 43579 79482 99904 54879
"g321" 11196 8221 11314 3334 11731 8454 25071 73721 66478 26792
"g322" 2850 2234 2581 2785 3141 3616 3969 2530 4269 3882
"g323" 209 319 27 293 455 194 45 549 739 17
"g324" 10676 10194 13498 11084 13291 18812 20952 21382 19149 15502
"g325" 6907 7980 11165 12396 10878 14963 14535 37656 14594 13837
"g326" 554 885 2270 972 580 2025 1357 1785 1869 767
"g327" 22 308 104 165 110 63 365 532 1170 333
"g328" 1318 765 1792 1570 1680 1435 1359 1314 5726 1811
"g329" 18243 23149 40775 15270 29972 57179 47406 46279 58022 62451
"g330" 1471 840 966 937 1095 2790 1143 1457 3570 1392
"g331" 247 177 207 220 310 152 334 89 334 299
"g332" 2055 2267 2562 3297 3436 5877 5369 6674 5760 4701
"g333" 2559 673 1986 1602 920 1008 1538 2651 3270 1940
"g334" 39569 58730 41982 23864 66077 36951 38333 67737 60519 65184
"g335" 844 2546 7175 5118 13365 18579 10023 19381 8252 23293
"g336" 6928 5947 6461 5524 9623 9176 6762 11817 12871 7793
"g337" 1613 1050 10700 1797 7633 4521 3990 9506 11071 15960
"g338" 143 443 283 82 175 585 1089 308 353 380
"g339" 4907 3401 3486 2424 5287 9210 3845 3981 15513 5914
"g340" 1188 397 362 565 1564 1910 1744 872 2706 1909
"g341" 3091 1351 2401 3579 3117 3819 5424 5488 2277 29194
"g342" 0 179 69 86 209 275 491 19 16 16
"g343" 3330 1941 2959 1481 4384 4474 2016 3581 8391 5640
"g344" 1437 872 868 4994 478 1212 7086 5672 12075 993
"g345" 68 16 438 7 125 17 46 2240 2256 63
"g346" 538 485 927 754 561 1204 480 679 1968 812
"g347" 8132 3840 6541 4233 5903 9880 7192 9763 9966 7652
"g348" 9401 9636 12216 12964 27644 13742 15388 14669 21306 18647
"g349" 194 165 233 478 5 1584 951 1025 1487 1468
"g350" 75 92 251 165 80 374 196 187 566 203
"g351" 245 164 272 569 334 150 309 253 81 208
"g352" 23146 14625 11307 20653 24553 31929 42469 41034 52055 28091
"g353" 42 28 48 52 41 55 54 60 81 41
"g354" 20 175 75 7 110 165 159 111 0 16
"g355" 80 111 251 115 424 217 365 252 698 372
"g356" 17562 19663 23684 23028 22454 36701 33629 28770 49920 27755
"g357" 5253 13051 7485 4490 21864 39624 53941 16203 32046 12854
"g358" 460 21 154 114 23 282 49 76 41 933
"g359" 29 23 14 32 24 51 40 51 47 33
"g360" 2167 1457 1967 2401 3456 2733 1748 2719 3057 2206
"g361" 310 322 3 196 27 9 77 473 23 108
"g362" 49 62 250 87 119 130 56 53 91 93
"g363" 4005 2854 4549 5315 1847 4669 4824 5152 7901 5915
"g364" 12603 9604 8909 10102 11288 17185 14085 17373 19906 14596
"g365" 5770 3866 6360 5032 6214 4951 5645 7049 8817 7638
"g366" 12752 8243 11693 15220 20513 8215 16446 17756 24016 16730
"g367" 184 1467 1166 0 11 66 2962 181 24 2726
"g368" 10081 7352 17152 10957 17520 21463 33618 38303 31157 17973
"g369" 9342 15054 7637 8651 8437 45402 18393 29784 37379 20829
"g370" 20244 24250 30107 17740 27050 35450 24591 40807 35837 20231
"g371" 272 120 384 433 104 20 244 768 234 279
"g372" 94 105 12 83 122 43 46 43 149 110
"g373" 3159 1213 1844 2275 2895 2711 1887 2399 1397 1915
"g374" 302 285 351 316 355 582 446 360 616 413
"g375" 15336 12385 14204 18448 10601 29253 32081 42585 83334 32772
"g376" 560 122 46 43 576 93 1442 30 346 1408
"g377" 13055 2791 4135 8791 5167 21931 22782 15662 21471 11967
"g378" 222 35 419 34 432 1097 512 177 509 1057
"g379" 43 99 178 158 724 489 99 98 318 40
"g380" 0 0 0 1 0 1 0 0 0 0
"g381" 4342 4843 4260 4428 4397 12191 9313 8108 17211 12811
"g382" 231 190 293 171 180 239 110 976 200 201
"g383" 53 70 18 55 140 60 40 144 78 31
"g384" 8 24 10 40 54 134 79 17 124 23
"g385" 647 437 870 1039 977 4092 741 1336 945 1137
"g386" 765 1097 1315 2112 1155 343 4819 1218 6155 2658
"g387" 616 649 361 151 1617 6337 29 7190 1906 52
"g388" 840 6 9 119 1862 846 954 1217 759 635
"g389" 42849 29653 26121 46143 12414 51870 16758 25519 61446 26602
"g390" 9351 5662 8795 5593 10120 8212 6521 13819 13270 13912
"g391" 2 0 465 0 77 4 203 28 0 38
"g392" 94 59 31 29 206 85 204 98 147 99
"g393" 16407 8848 14722 9822 27920 31174 31057 29432 65488 27035
"g394" 320 277 417 116 524 576 681 937 819 788
"g395" 994 1288 1219 1997 2649 1551 1466 4310 4378 3971
"g396" 6 1565 138 73 2243 5992 1026 24 12184 83
"g397" 103 12 13 73 10 165 101 189 189 67
"g398" 104 82 150 86 83 249 142 236 93 250
"g399" 238 197 351 377 249 528 752 1206 310 807
"g400" 245 206 443 235 252 690 226 307 392 166
"g401" 2687 1441 1852 1844 1921 4345 1277 2664 2941 3990
"g402" 91 180 119 69 76 221 156 138 198 115
"g403" 11917 11831 12992 8774 7336 17513 9546 20330 25402 11706
"g404" 23 7 24 62 5 0 24 18 63 63
"g405" 58 68 30 284 160 252 209 28 956 374
"g406" 302 1287 409 730 1681 223 979 979 1260 1214
"g407" 22810 19713 26238 18199 32597 19234 28628 26397 29553 48743
"g408" 11612 10152 11174 7554 10987 40803 45076 51428 77678 46597
"g409" 30258 43554 48002 24233 54996 62940 97937 201875 102157 125916
"g410" 1403 2075 2681 3277 3703 5214 1736 1958 6795 2058
"g411" 948 2397 2931 3202 4839 3440 1507 2600 4235 1497
"g412" 68 35 4 97 66 2 34 13 34 57
"g413" 4960 3457 6562 11208 20875 19340 7547 8263 15049 9486
"g414" 4274 2740 2938 2955 4406 5019 6118 4687 8372 6350
"g415" 3380 2047 4947 3446 3711 3195 4207 9040 6420 5707
"g416" 326 1505 728 318 1695 872 206 1747 1882 2664
"g417" 857 588 122 1246 628 686 688 1500 1163 2063
"g418" 941 3749 7610 1777 2397 10082 7671 9015 8607 7921
"g419" 169 97 63 123 152 99 103 131 242 197
"g420" 5143 3776 3774 5657 7389 12658 8535 7151 13024 11427
"g421" 28 189 209 12 324 869 442 412 438 459
"g422" 279 2 64 310 5 52 284 266 611 576
"g423" 164 24 107 77 85 212 96 182 841 40
"g424" 70 66 12 42 6 167 41 8 107 373
"g425" 578 935 214 625 902 2746 1992 1431 5172 2430
"g426" 6706 6726 3945 5741 13783 17607 22956 21595 8972 14776
"g427" 310 311 257 90 531 320 389 508 773 347
"g428" 9302 8837 10111 10876 16947 12099 13305 13978 18485 9272
"g429" 2 23 6 16 6 69 26 9 48 56
"g430" 11 8 7 4 44 18 18 32 24 15
"g431" 125 72 144 126 207 311 172 259 379 203
"g432" 1886 2968 3397 1811 1881 3518 1828 2077 6286 4453
"g433" 73 132 155 109 122 133 433 126 620 993
"g434" 32 30 30 25 38 66 55 56 52 56
"g435" 741 745 955 553 1159 2001 1617 937 1549 1359
"g436" 0 19 45 0 0 17 141 96 9 0
"g437" 20 83 8 0 12 61 85 34 12 21
"g438" 11479 14150 8766 8494 11082 19708 6666 34474 16519 15629
"g439" 1325 1777 2317 2319 1340 3271 502 3689 7362 3600
"g440" 6649 2460 9576 4053 6914 9110 14653 10520 10124 20309
"g441" 20 18 18 13 40 31 50 24 33 27
"g442" 690 698 979 519 1046 2801 1431 2610 2775 1949
"g443" 4595 3789 4936 2373 4405 8239 4218 5517 8487 5670
"g444" 11 19 7 25 28 47 56 256 86 5
"g445" 6366 5159 5197 5733 8503 7938 7306 7649 8394 6982
"g446" 210 1140 1814 653 1977 1117 530 404 7443 390
"g447" 271 94 11 29 499 99 181 70 218 9
"g448" 862 3653 5451 2752 3330 3316 2273 9100 23746 3822
"g449" 418 395 568 308 385 1336 974 1442 688 1472
"g450" 10346 10264 5302 4062 7259 12167 22472 11272 20937 12027
"g451" 2178 447 15 134 543 1033 214 431 2206 1719
"g452" 58 95 109 43 113 131 234 236 175 174
"g453" 71 256 192 520 318 445 1051 321 411 507
"g454" 13 1 15 39 49 76 10 53 96 14
"g455" 113 60 104 86 57 223 94 159 139 102
"g456" 7304 4772 4592 4234 7034 12053 8391 12855 12020 8703
"g457" 1516 1865 1943 2332 650 4895 1497 3269 1313 3508
"g458" 90243 33747 336079 173426 82121 205260 180170 306742 159712 238069
"g459" 192 242 869 266 495 882 299 381 354 1184
"g460" 76 42 29 25 57 100 109 213 199 128
