"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g118" 10584 9144 11318 5514 8534 25978 36883 29378 28980 22743
"g119" 3970 6147 3912 5716 11489 25909 15496 23340 19485 7416
"g120" 27 41 62 110 57 114 19 70 130 21
"g121" 183 251 325 212 283 612 437 463 772 245
"g122" 355 864 389 200 1086 1814 893 876 1238 608
"g123" 6777 3155 5055 2830 5378 12894 14081 11767 23011 6251
"g124" 131 345 194 250 498 553 890 232 1737 449
"g125" 5588 9066 9454 9716 9889 52213 35910 40522 47610 25546
"g126" 15 19 22 24 14 46 56 38 40 44
"g127" 355 174 184 307 96 897 486 1042 962 596
"g128" 131138 193726 112500 335967 576868 1112190 319419 934753 2081035 270971
"g129" 25 56 26 7 0 91 24 26 176 2
"g130" 180 342 410 884 550 1140 1356 1025 716 639
"g131" 8 14 10 13 9 26 19 26 31 15
"g132" 1509 3199 2087 1745 2338 4091 3290 2936 4415 3223
"g133" 3676 12940 7819 5950 10731 30098 11344 25669 20275 14587
"g134" 48355 78091 63944 49096 82583 551933 166466 285037 442876 212724
"g135" 113 107 57 251 110 447 178 603 243 314
"g136" 7077 15461 7683 7917 13961 45705 47908 44283 53789 25092
"g137" 95 112 221 164 430 1502 202 603 499 634
"g138" 38 115 85 142 46 387 71 159 160 46
"g139" 293 375 630 504 528 6425 2395 2058 4421 2145
"g140" 624 5973 304 845 2308 13045 3554 613 8471 1927
"g141" 206 64 155 97 60 373 461 297 170 124
"g142" 24 113 124 92 79 672 185 185 262 175
"g143" 3969 4085 7362 5094 5031 10643 11929 7900 8557 6498
"g144" 11225 12524 11426 11444 20859 51839 25110 24747 32147 12957
"g145" 93644 52248 42106 18558 37688 95006 88081 87336 57961 85844
"g146" 490 356 314 330 499 840 948 371 1356 325
"g147" 12847 9029 12506 9218 14601 25029 23023 19956 16852 10871
"g148" 816 1690 3417 2450 3133 6120 4385 3545 4372 2006
"g149" 1139 1183 841 916 1435 2269 1209 2363 1938 937
"g150" 0 5 1 182 326 1 1 0 16 128
"g151" 4875 9039 5293 5912 6512 20298 15283 20768 20533 11493
"g152" 2628 3918 3335 2557 2982 6480 7072 8485 12047 6157
"g153" 2276 4428 3434 3105 3773 10049 10263 5025 16148 15165
"g154" 41671 44182 30809 51783 64135 154051 158134 119685 73104 85729
"g155" 13 6 74 2 1 103 37 75 4 39
"g156" 935 2376 2383 474 1012 4740 4032 1181 15940 1921
"g157" 12181 28112 25523 22869 29172 91842 89625 75447 50146 30851
"g158" 1092 1239 961 972 452 959 461 3551 1166 1300
"g159" 88 130 246 169 212 356 553 480 384 210
"g160" 948 3217 1817 2600 2958 5378 4718 3753 9050 3000
"g161" 6785 9218 5633 15777 24902 37167 18565 29475 24341 18802
"g162" 4696 16398 1366 13129 3002 18818 516 10593 30181 0
"g163" 4207 10347 5211 3995 11449 18841 16405 21105 64569 16119
"g164" 51 157 31 72 79 146 171 186 308 373
"g165" 2811 1414 1433 2972 1942 2834 8865 3936 9317 3909
"g166" 4221 3512 2712 3371 6261 11119 4632 3996 4058 6102
"g167" 222 239 360 312 258 432 591 557 1007 306
"g168" 29192 64200 50879 72672 61539 192075 124047 106224 276569 166698
"g169" 265 98 91 113 83 189 769 30 401 105
"g170" 24 498 183 985 684 22 1529 914 545 695
"g171" 2 27 1 6 2 44 21 20 29 4
"g172" 16307 26311 21487 21280 44465 64853 45142 47518 74371 22380
"g173" 23 33 51 13 34 130 48 33 49 20
"g174" 142484 134456 158061 128840 142140 305481 323154 323843 374827 222464
"g175" 228 151 260 115 155 1000 502 624 769 538
"g176" 14621 13959 11084 15464 21365 37160 31666 23494 48219 22848
"g177" 22 15 15 16 37 56 36 40 36 29
"g178" 484 917 276 723 1272 2891 1907 2477 3509 2262
"g179" 240 0 237 68 201 25 932 62 944 26
"g180" 21 33 17 24 25 129 99 72 174 239
"g181" 5135 5277 6039 3838 6800 10080 9706 10826 13193 7266
"g182" 29 55 62 28 52 133 41 142 152 23
"g183" 8361 7382 6035 5827 10242 24395 13913 26881 28944 13393
"g184" 87 74 117 33 197 851 26 228 414 132
"g185" 1677 1930 1726 1419 3328 7067 2367 2098 1596 1140
"g186" 4468 5267 2683 3370 4605 10271 7823 6979 10779 3937
"g187" 1715 3651 2853 2072 3306 10217 6195 9221 9666 3944
"g188" 73415 82770 61788 112947 106250 334533 208698 295068 489650 172531
"g189" 3469 8205 5507 5330 3368 10402 29380 16908 26867 8085
"g190" 693 593 850 1106 1154 1127 1432 1199 861 905
"g191" 146 83 204 148 237 726 555 610 482 200
"g192" 7628 13543 22004 25787 24770 36654 44839 40324 22307 19315
"g193" 2168 3520 4502 2097 2303 15986 2467 8588 6133 5979
"g194" 143 160 18 47 126 374 479 227 363 180
"g195" 189 117 350 424 2138 2027 1953 1231 249 484
"g196" 10 72 274 160 8 275 18 645 364 46
"g197" 233 50 105 155 276 550 198 916 532 450
"g198" 190 159 155 112 49 817 102 355 389 735
"g199" 138028 115605 421737 157216 224407 881888 661920 728173 1204088 598358
"g200" 28263 35692 61194 38075 67591 259170 208944 201276 272409 129725
"g201" 18004 27341 20873 17316 20812 72982 50939 41773 45161 19268
"g202" 246 5 58 103 109 89 122 792 149 100
"g203" 316 496 503 240 1213 1834 872 934 1029 1241
"g204" 214 451 78 499 414 2846 2717 1262 1075 723
"g205" 33 190 152 113 237 1514 446 971 1050 349
"g206" 784 1213 893 695 965 3753 1250 902 2580 1920
"g207" 708 1019 765 710 658 2017 1378 1589 1291 1161
"g208" 7952 15449 11755 10438 16836 33123 28497 26886 32975 22473
"g209" 8 20 83 83 0 1242 1 36 6 32
"g210" 2382 1617 1343 493 5728 9095 8081 4672 1746 2295
"g211" 33 63 93 45 156 77 84 86 115 105
"g212" 219 195 103 224 283 809 337 526 462 259
"g213" 747 2136 1424 856 870 5935 2670 2926 4344 2057
"g214" 2949 3703 3002 1953 3820 16461 20403 31186 36759 12629
"g215" 40 30 25 101 44 105 36 48 256 50
"g216" 406 1752 1290 2652 278 11815 7623 13219 16426 5484
"g217" 184 1297 71 398 316 1257 1427 188 911 791
"g218" 640 251 535 741 837 2054 1921 55 5416 204
"g219" 2644 2062 2595 4530 2879 10062 2313 8774 13974 4545
"g220" 44 20 15 24 19 0 386 597 104 6
"g221" 319 328 109 86 86 73 1547 3276 1613 4459
"g222" 401 1908 1587 471 1472 1127 3860 1240 6525 1121
"g223" 102 358 559 573 124 1385 400 276 563 23
"g224" 163 441 330 226 449 1793 836 1402 1912 815
"g225" 267 465 394 368 320 1452 381 481 1449 338
"g226" 4112 7552 3575 3204 3868 53558 27611 17211 25248 22517
"g227" 1338 1775 2865 2323 2420 6756 3658 3391 3844 3484
"g228" 248 267 346 293 368 1499 2084 2768 2431 1212
"g229" 1669 2070 2635 2238 5287 12435 7712 6874 9875 3651
"g230" 890 1228 1043 1441 1474 1556 3762 2593 3143 1331
"g231" 1347 1462 2952 2427 4499 8290 10296 9731 4861 6859
"g232" 1561 1973 2193 1700 2191 6470 7821 5551 8954 4948
"g233" 3445 2298 1617 1003 1808 3914 3480 1521 4052 4178
"g234" 265 313 544 214 621 614 366 132 645 841
"g235" 16343 14491 33130 21981 31774 57363 48166 69072 58863 44909
"g236" 96 329 617 323 2473 2226 1138 537 2731 660
"g237" 750 133 1308 341 248 15425 3351 2579 2946 2472
"g238" 596 691 649 402 1119 1657 1099 1432 2358 655
"g239" 235027 112570 186119 151841 171285 544282 411111 468978 604405 332831
"g240" 3030 3042 2732 3834 7051 7925 5587 5581 7332 4202
"g241" 328 5 108 422 119 876 162 473 108 262
"g242" 35 53 79 30 121 198 108 271 113 88
"g243" 97 43 71 38 445 260 202 185 266 160
"g244" 19 25 13 30 44 35 95 13 27 21
"g245" 636 2161 799 775 461 1925 3409 831 2379 1109
"g246" 4264 3738 2776 4538 9405 9739 7612 10544 11823 5567
"g247" 34 51 65 59 100 238 139 169 213 126
"g248" 3 59 43 1 19 355 45 132 87 6
"g249" 155 619 354 164 320 1752 486 1416 1144 68
"g250" 2627 5705 3739 4278 5576 11828 9454 10755 15281 10316
"g251" 2949 3005 2112 2112 4238 5388 3893 4628 6658 2691
"g252" 2373 2940 2818 3197 5299 6577 6831 8323 8133 5512
"g253" 5 127 36 24 45 138 210 37 108 177
"g254" 1581 2885 1127 1040 1487 13924 3381 7528 4239 4648
"g255" 110 53 52 32 138 453 389 557 173 325
"g256" 10 9 26 4 44 28 5 25 30 10
"g257" 10064 12274 7679 20669 10943 37229 20401 35758 35981 13053
"g258" 1251 1747 1444 1592 841 3994 3422 4687 4412 2790
"g259" 1662 428 135 871 1083 1135 1243 1525 3569 1964
"g260" 534 741 861 732 969 2605 2308 2876 3542 1564
"g261" 85 48 62 96 114 146 154 105 69 131
"g262" 255 497 484 405 369 237 1124 537 744 771
"g263" 30803 90559 25739 61329 25942 166797 131651 80399 146495 64954
"g264" 2908 5732 3410 9898 9868 22616 14041 17044 37141 14826
"g265" 61 129 72 113 107 1048 376 96 2167 247
"g266" 131 240 272 174 453 722 780 602 591 467
"g267" 190 477 291 256 346 400 381 355 135 575
"g268" 1193 743 2722 1231 2846 5344 3332 4826 6326 2188
"g269" 1522 1018 1979 1293 1807 6699 4079 2793 3662 4499
"g270" 5962 4673 4253 2453 7269 12853 8489 10706 8914 6679
"g271" 17 0 33 30 75 94 176 359 117 3
"g272" 330 228 321 325 414 839 532 748 711 328
"g273" 5928 9932 7648 6456 13561 27416 14496 24161 29248 7542
"g274" 15147 21661 22525 20607 30792 56814 31023 45383 35313 31064
"g275" 2823 5410 2882 5214 5040 12783 17230 19613 27889 12977
"g276" 14 41 84 14 82 69 118 127 90 83
"g277" 183 620 156 562 1024 1593 1992 2688 1475 1649
"g278" 773 201 151 115 7 1069 28 467 13 7
"g279" 3058 2963 2230 2658 2367 6381 7685 4984 2874 3107
"g280" 6511 7155 13176 9019 10077 11997 13952 16749 19435 6679
"g281" 227 184 100 59 75 212 476 128 352 32
"g282" 3343 3576 5188 4197 7166 3817 13348 6342 25003 6171
"g283" 36 35 16 12 69 55 26 31 75 46
"g284" 24 37 35 58 34 101 105 54 59 34
"g285" 20 23 3 175 66 439 54 38 143 190
"g286" 22164 23189 26252 15397 38801 76448 31793 64436 39777 23129
"g287" 126 128 80 264 424 1581 307 201 721 102
"g288" 18676 14510 35231 21040 23610 12665 22180 73987 27649 5365
"g289" 314 608 335 303 620 1231 968 1682 1854 870
"g290" 7898 6990 6368 4546 2865 16131 23717 10745 8873 5617
"g291" 1542 1071 781 566 1505 6883 5436 9361 1601 4306
"g292" 297 183 266 159 1830 1321 526 797 1333 643
"g293" 19533 26350 24338 28126 35587 53834 50659 36249 67616 25621
"g294" 18 18 28 13 26 42 22 42 32 21
"g295" 388 552 368 367 734 1305 813 1781 1366 924
"g296" 7524 7429 3040 5795 7808 43574 49098 43021 12265 47488
"g297" 18522 16697 11140 12096 13008 22720 22020 25868 49082 14775
"g298" 231 2921 1563 1174 4731 3673 6135 2891 7200 1245
"g299" 7261 10567 8633 9879 10712 29028 22774 28922 42140 18930
"g300" 5791 44864 8524 31877 22599 198392 28482 140997 130440 17497
"g301" 5132 3696 5512 4936 5898 7283 7442 4753 6037 5040
"g302" 24592 14716 32788 20029 49259 81734 75279 92469 110646 31855
"g303" 4080 9077 9291 7326 3974 13232 9138 23343 17016 10385
"g304" 691 527 772 1042 925 4032 3058 5425 4003 2213
"g305" 1476 1030 261 572 1222 1821 1065 595 5116 788
"g306" 228 350 393 312 331 1650 1718 1958 1824 1485
"g307" 31074 28259 18941 12596 35803 160206 37766 48315 127949 23423
"g308" 124 106 259 71 245 498 569 410 1042 319
"g309" 2614 2123 2693 2133 4494 5402 4658 4687 5653 4560
"g310" 31150 45972 21309 24771 54900 256386 147417 204139 166635 116084
"g311" 215 395 280 253 183 298 801 559 1047 368
"g312" 44 197 37 115 123 252 409 980 309 156
"g313" 57 130 124 44 75 405 408 994 614 208
"g314" 269 565 357 411 436 714 971 746 1208 412
"g315" 54 62 12 31 6 566 22 4 699 143
"g316" 11195 13997 15482 17022 19854 71028 58429 39796 73713 36891
"g317" 8687 13367 11308 8003 15737 25309 18664 17264 36879 23214
"g318" 3878 5717 7668 5019 9454 17957 6380 13568 16149 8934
"g319" 4521 5448 14309 19366 20359 30271 48537 19742 61228 24188
"g320" 66 70 73 77 210 698 618 422 673 128
"g321" 180 259 6 1420 2081 4248 1455 4236 1216 558
"g322" 3791 2091 5299 3987 5829 5491 4952 7223 10371 5056
"g323" 3143 3025 2354 5276 10048 22499 17340 12009 23315 9069
"g324" 1987 5380 3595 3352 3703 12701 6006 8800 12040 6900
"g325" 33 23 34 48 36 78 161 110 213 80
"g326" 22293 15602 22632 20513 27608 39585 27975 17793 32902 16342
"g327" 329 150 382 9 33 376 97 680 621 23
"g328" 8592 10266 4768 4508 13294 39227 23294 12849 13329 4561
"g329" 2420 4138 2383 2319 4834 7521 5846 4344 6190 4398
"g330" 470 321 292 184 260 548 674 662 1147 369
"g331" 2720 2623 3170 2642 1786 25731 26093 18939 17390 27968
"g332" 2298 2977 3013 3456 5512 6580 5834 7959 9847 5708
"g333" 680 871 1719 1247 1704 5995 4212 4750 2190 1126
"g334" 1623 217 928 1556 1617 3469 2926 4936 2947 1121
"g335" 2708 1756 1721 1440 4216 4234 2416 5354 6616 3378
"g336" 792 1427 117 159 1033 341 403 4 1569 95
"g337" 362 1535 311 511 1430 2946 896 1050 1064 796
"g338" 96 50 42 39 176 55 30 92 222 92
"g339" 23 33 40 54 88 32 40 83 123 30
"g340" 1617 1282 1036 1286 1317 2519 1031 2339 1026 1749
"g341" 107480 75042 80454 66989 36895 354646 169137 333939 157607 89628
"g342" 1494 1420 951 108 904 4052 2272 1984 7546 4603
"g343" 4077 4312 4215 5810 3603 28059 18347 16295 15209 15096
"g344" 2386 1628 3403 2830 2675 5784 4281 2261 4401 4940
"g345" 13 25 13 16 28 55 45 41 68 31
"g346" 39988 59861 56466 55223 29653 246887 185223 146420 281796 187816
"g347" 12722 5592 8027 10100 8891 21469 14993 11176 33331 7737
"g348" 5690 4831 12087 6862 10455 21540 13738 14787 11413 11611
"g349" 55 109 1 201 3 115 180 34 0 58
"g350" 201 218 154 277 366 1923 835 582 642 636
"g351" 5615 10216 6649 13024 19294 24272 18516 21301 14363 12123
"g352" 9297 5790 9079 6267 9011 18797 14655 17436 11335 6947
"g353" 144 215 170 7 702 1157 1026 736 1241 1422
"g354" 2651 4105 277 594 3192 3375 2767 2765 2746 2330
"g355" 948 2006 3361 8482 2859 8938 9013 9314 30434 7273
"g356" 1583 215 1376 10 2409 3729 10626 309 12089 3604
"g357" 3524 3744 2778 3720 4022 12449 11742 9403 13303 7276
"g358" 0 0 0 542 0 457 0 1013 1291 761
"g359" 2445 4318 3456 4093 9995 12453 18353 7962 8688 5100
"g360" 46 4 37 3 38 177 231 53 25 343
"g361" 95 96 65 8 254 114 189 171 49 245
"g362" 206 213 490 766 871 5634 4804 421 24 33
"g363" 75 68 68 30 26 80 76 87 196 37
"g364" 49 91 130 46 55 171 97 125 134 95
"g365" 123 15 0 9 17 1896 452 266 23 258
"g366" 178 108 61 102 169 337 126 143 309 92
"g367" 145 371 119 209 186 1090 1339 879 1320 333
"g368" 16 13 50 16 38 24 49 56 56 33
"g369" 8160 12224 10197 12971 9025 52821 40139 29859 25372 29299
"g370" 30678 24895 21551 21388 34499 92097 57318 101274 90745 37912
"g371" 3205 5929 3859 4404 6945 16424 12841 10716 20648 10737
"g372" 1606 1476 1903 1284 1411 5577 2378 3995 3482 2566
"g373" 26583 37351 31058 23277 39470 156983 142245 95619 154708 65442
"g374" 5811 3524 2386 4238 3051 4936 6407 11595 8740 8270
"g375" 898 900 1409 1012 1949 5223 2287 2565 3639 1515
"g376" 17880 13456 2067 11005 29332 74831 45605 30185 74483 33709
"g377" 51 44 27 65 82 142 75 207 102 155
"g378" 72093 55666 43400 53539 130866 204252 74388 89222 155832 125921
"g379" 730 1016 5770 210 1558 106 578 8757 13533 2237
"g380" 19691 22416 16427 16517 26040 82270 59140 73576 126449 65793
"g381" 4498 4266 3813 4112 5297 17036 14296 12368 16974 8443
"g382" 1195 2213 2149 1983 1301 8111 5706 3177 5821 1585
"g383" 2212 3368 2425 1201 2719 8368 2189 3723 3587 3397
"g384" 200 29 6 0 26 1018 64 1316 37 0
"g385" 94 265 189 57 93 555 227 487 1257 244
"g386" 57345 102363 103634 48823 119067 160983 113250 124461 194150 83873
"g387" 5849 9186 7511 5535 7784 16246 12235 12868 15670 7494
"g388" 6787 6417 4556 8560 11536 30165 13018 15638 34759 13206
"g389" 76 62 45 18 8 46 408 104 37 10
"g390" 4231 4641 3306 1712 3134 23033 23725 15691 14555 17932
"g391" 2642 1582 806 2293 6844 9930 5059 8444 6247 5914
"g392" 22674 26532 15170 22726 18714 49971 37596 23512 22925 27789
"g393" 13 39 18 18 51 258 62 84 127 28
"g394" 9505 13579 12217 11977 23610 53534 27635 34237 46249 30864
"g395" 851 441 1646 1031 1928 3853 2267 7548 8338 3960
"g396" 271 218 244 292 541 1072 457 740 828 533
"g397" 3634 5408 3901 4638 4762 17249 9830 11763 13269 9284
"g398" 0 37 0 30 0 60 0 22 9 0
"g399" 1493 1787 1210 1106 1948 3138 2077 2101 2441 1734
"g400" 3170 3484 4359 3144 4552 10887 4007 5707 7394 4305
"g401" 36 0 1 0 2 18 0 7 51 0
"g402" 58702 52554 53177 57964 48141 261529 123334 116970 200714 97764
"g403" 485 860 565 204 608 1919 1094 1045 2380 558
"g404" 1536 1835 1642 1207 2154 2877 2695 4213 6420 2854
"g405" 25 21 57 32 58 90 26 64 156 76
"g406" 66 0 125 54 129 626 24 81 31 64
"g407" 261 1104 1278 701 1235 1976 2862 2102 3138 2210
"g408" 7237 15339 13427 3405 13532 21430 18902 9440 19084 10595
"g409" 853 1211 1094 1125 790 3001 3303 3897 2798 2239
"g410" 274 382 397 297 432 1138 952 1131 1040 894
"g411" 3673 3135 3339 4551 4039 13266 4304 10311 7478 2722
"g412" 589 2335 1315 447 1794 1813 195 1742 3248 1012
"g413" 64 68 30 21 202 100 3 370 212 49
"g414" 650 648 875 672 838 1498 671 833 1366 746
"g415" 7 14 63 49 27 190 34 29 24 56
"g416" 24995 12538 6891 8764 17950 11235 30012 12985 29224 27455
"g417" 154 16 99 25 13 52 7 494 391 46
"g418" 35 34 48 8 67 100 77 73 94 42
"g419" 101 139 300 213 149 428 153 300 732 323
"g420" 114 1 16 12 19 169 30 105 7 88
"g421" 32 22 14 26 83 126 107 104 62 18
"g422" 4150 4181 4093 3481 7649 17007 20493 19934 20717 9084
"g423" 44551 62009 65882 89832 62803 146260 85341 190466 123351 84244
"g424" 46313 38477 46844 40439 47651 81789 57580 68804 94015 48997
"g425" 3375 859 166 1089 386 542 2306 159 1995 158
"g426" 4107 5020 2459 1190 2370 15924 8398 7705 8478 6272
"g427" 544 1388 328 218 267 766 1010 948 450 628
"g428" 1833 2108 1230 902 1994 4548 1183 5392 4081 3179
"g429" 272 168 42 646 868 34 1372 632 1464 2258
"g430" 2784 2233 949 3055 784 28157 15983 22199 20505 13926
"g431" 9775 21583 16319 13258 25257 44449 40478 41137 76765 42130
"g432" 1725 1376 1987 1746 3350 3339 3091 4714 1751 1995
"g433" 5757 4244 7606 6862 6649 14025 9556 12384 18190 5805
"g434" 16726 24958 22063 25474 24095 56864 26868 48781 64980 45199
"g435" 11898 13876 10741 10532 14124 84232 87469 76238 90974 45513
"g436" 5037 6743 7060 4845 12573 19898 12344 20354 25671 16898
"g437" 7598 10712 14378 8419 12459 69283 42440 32845 64565 27920
"g438" 643 467 289 388 381 77 432 939 2879 130
"g439" 102 675 1733 482 73 2193 2460 724 803 881
"g440" 25233 46750 23780 31971 39349 108549 88777 55053 53560 55790
"g441" 187 152 247 353 300 306 378 347 523 250
"g442" 745 501 965 794 1111 5198 7161 6350 10263 4153
"g443" 1949 4482 3740 3209 4575 13838 14805 12364 13480 7401
"g444" 756 4235 11283 480 4955 13575 297 15360 351 16158
"g445" 15602 16453 13536 4424 13789 36127 66177 28493 57721 31889
"g446" 18131 30392 24285 34272 14082 214632 163697 201134 383204 116061
"g447" 6286 6540 8152 6321 6244 13567 11394 12626 15107 8199
"g448" 51041 40905 28168 31592 154264 303239 234849 257185 114235 96072
"g449" 160 261 45 319 366 436 606 146 221 138
"g450" 1015 1828 3195 1936 2159 7711 5544 3082 5801 4636
"g451" 38465 73701 37910 39616 69483 239142 202782 175771 222321 119512
