"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g135" 2304 2250 7227 3867 2991 3605 5219 4277 6487 10248
"g136" 13037 12977 4592 14808 528 311 29 7737 652 3910
"g137" 14253 8005 10238 11599 5545 14944 11366 16027 36718 20469
"g138" 768 436 520 463 227 1457 1031 974 1385 1516
"g139" 54884 30480 46975 43489 37410 138046 99313 80841 124738 173996
"g140" 21 18 17 18 18 50 30 34 58 44
"g141" 109 36 20 34 35 63 170 69 115 158
"g142" 23068 5926 15039 12842 8583 30636 34762 31979 35188 42442
"g143" 678 1008 821 378 1429 3650 3382 1251 2773 2457
"g144" 1991 1542 1480 1704 1156 1980 1514 1300 3507 2457
"g145" 178 104 76 177 49 177 138 180 153 260
"g146" 20408 15531 15938 16213 4153 16184 9833 12885 23868 21069
"g147" 7757 6595 7465 9149 3635 14944 11336 14609 20815 18740
"g148" 85 33 65 93 11 102 64 24 593 91
"g149" 5350 1311 4316 2086 5638 16757 9136 20714 18370 21614
"g150" 31 4 48 71 81 93 216 189 287 145
"g151" 1309 1839 1578 3185 1591 3714 4010 1097 7193 6077
"g152" 996 469 432 1089 280 3573 1891 908 1491 898
"g153" 4820 4179 5681 1618 1487 3391 6522 4061 6953 3402
"g154" 32255 31348 40619 42813 19410 68684 42323 57120 94468 77473
"g155" 1924 1553 4741 3595 1277 13302 9745 9201 3502 8144
"g156" 95 51 207 33 63 202 92 150 181 249
"g157" 113178 16997 20356 11330 17180 57673 5588 173997 44342 238009
"g158" 1 9 44 702 4 315 22 3 130 1
"g159" 7 220 216 36 439 145 2 568 546 1157
"g160" 1505 1217 1193 1320 591 3005 1341 1603 4439 1202
"g161" 171 107 206 109 76 273 155 83 690 235
"g162" 2361 777 461 1360 1010 1327 1503 2099 8739 11857
"g163" 6909 5570 11030 6768 5515 15781 7501 15896 14034 15174
"g164" 1126 346 495 722 486 1311 365 409 385 1115
"g165" 0 106 0 21 17 140 27 33 48 12
"g166" 42 37 20 17 43 73 36 63 73 81
"g167" 5569 4040 3025 5260 2493 18129 17586 21886 31612 18412
"g168" 15 13 20 53 5 106 104 453 350 111
"g169" 88 61 99 17 59 132 124 127 205 31
"g170" 1804 1250 2422 3747 1835 1338 3053 5233 7348 3508
"g171" 11355 13635 16615 8756 3103 34742 27690 30957 63106 50306
"g172" 38 22 36 18 15 55 134 71 168 95
"g173" 1447 517 351 353 256 1189 994 1111 4139 1157
"g174" 63482 19477 53820 43913 34778 165455 108452 113098 73313 120491
"g175" 242883 77950 36946 221321 88315 420749 148182 322991 361500 552805
"g176" 558 163 282 909 342 1065 1438 2905 1747 1558
"g177" 2156 1314 2270 1530 1332 1710 1640 2241 3784 2617
"g178" 1537 1186 422 1105 813 3513 1756 32 1693 1190
"g179" 5489 3186 2906 4528 1443 5103 1232 4250 6754 7023
"g180" 4829 4251 1814 1243 398 6561 952 3908 1556 2039
"g181" 41306 25661 31462 47675 15398 44755 40924 52947 71896 49611
"g182" 4875 4248 2569 5718 2271 6131 4727 6619 17738 7878
"g183" 313 142 143 130 99 189 233 1118 407 210
"g184" 5572 3115 3075 4069 3439 6904 5782 3436 6263 10241
"g185" 842 360 258 264 150 387 1133 1792 1683 1039
"g186" 11850 9483 8768 8328 7570 13015 13778 12344 15789 24904
"g187" 2720 1865 2752 948 1495 1275 3744 2836 2605 2600
"g188" 1004 2034 1128 1400 973 4062 461 1721 5874 4349
"g189" 1655 790 1159 1615 1169 1678 626 1100 2184 1569
"g190" 147808 93548 109839 121381 55040 240988 137772 181870 360158 203744
"g191" 269 610 1143 707 273 731 1299 3078 4687 4000
"g192" 1597 1690 1344 1594 983 2362 1223 1502 4187 3466
"g193" 5308 1530 3235 5249 2088 5327 8220 3174 15427 9139
"g194" 6369 3546 9597 9987 2856 5192 7296 7903 16848 17979
"g195" 2003 1079 1387 1512 703 2374 1388 1580 2006 2247
"g196" 215 184 455 185 54 859 464 163 459 298
"g197" 18182 15681 10711 12951 8168 17907 15292 15995 30239 25338
"g198" 2877 7303 3875 4651 2865 12194 9364 11878 19657 15768
"g199" 1277 866 404 385 64 1337 1070 1806 1676 405
"g200" 6429 2310 4436 4453 2560 4392 6564 5198 10778 6456
"g201" 23443 1928 20178 26389 33052 88383 123618 68342 5436 148806
"g202" 454 504 471 611 220 461 632 270 1463 1011
"g203" 7071 7420 8603 6505 3498 14848 24100 35825 22443 14497
"g204" 971 929 1406 1221 628 1261 1043 1247 2345 1460
"g205" 219 89 333 173 58 1320 482 245 751 2617
"g206" 134 0 12 4 98 98 2928 137 1865 574
"g207" 477 107 154 185 217 629 81 323 260 209
"g208" 3674 1841 2333 3386 2562 5943 6447 9156 8729 13424
"g209" 171 103 56 140 100 259 191 245 489 211
"g210" 498 199 168 217 120 509 259 551 1011 675
"g211" 178 149 92 103 75 175 171 88 114 146
"g212" 434 326 599 267 263 735 794 318 407 902
"g213" 877 394 408 776 425 770 1028 309 1288 949
"g214" 500 368 679 265 29 512 1061 1049 874 340
"g215" 704 407 690 862 356 2163 1450 848 1544 1422
"g216" 6914 4913 5410 6183 3662 11548 7790 9354 4506 5325
"g217" 46 82 38 47 15 32 23 46 215 159
"g218" 2211 1278 1235 1412 917 5820 6165 8669 4759 8959
"g219" 3560 3433 6989 7230 2076 11036 6082 5229 21835 11410
"g220" 103 16 102 418 167 221 675 169 97 37
"g221" 1214 992 1240 2743 2212 1347 1997 2836 6743 4546
"g222" 28896 15441 22218 16908 12618 42162 20092 16471 92897 35564
"g223" 12 37 4 228 7 214 69 298 197 838
"g224" 141 42 24 32 11 79 51 34 57 134
"g225" 21836 8210 9857 9261 7928 19434 12582 15196 25972 17958
"g226" 2008 996 3448 3365 2229 4505 3324 3287 3570 6001
"g227" 3450 136 3238 5586 635 8093 3639 2353 5712 2749
"g228" 522 411 866 529 603 1211 479 547 659 670
"g229" 51 67 54 44 1 84 24 230 75 153
"g230" 35756 34445 26593 49979 40202 63218 46118 56801 54851 77550
"g231" 70 29 102 78 53 234 201 210 267 361
"g232" 116 37 49 47 17 13 21 28 86 18
"g233" 6430 3405 7747 5719 2271 15113 10917 8070 17035 10712
"g234" 2 52 0 70 14 21 14 0 1 0
"g235" 80734 51672 56093 33771 31443 83768 52519 37072 116160 61554
"g236" 687 473 399 971 219 334 155 909 355 510
"g237" 11480 7656 11001 18725 9854 33759 15406 9680 29094 21581
"g238" 35027 24382 19425 30164 18952 40065 29303 33816 69743 52848
"g239" 44642 49035 31953 28057 17939 69787 68625 91715 140435 95898
"g240" 1 0 10 12 42 47 7 49 0 7
"g241" 2165 217 1744 3276 2821 5089 836 3113 2219 1692
"g242" 3345 2119 1693 359 1461 6406 8732 7076 9865 16584
"g243" 3465 1892 6507 3236 3980 4093 2687 4866 10811 2794
"g244" 745 2069 875 1796 953 2345 423 590 1883 670
"g245" 4679 3035 3694 3305 1961 3462 4735 2841 5638 4217
"g246" 7949 2851 7629 8158 3160 29561 9616 11539 20992 15672
"g247" 189 201 175 49 7 272 1519 214 12689 5835
"g248" 5971 5296 5208 4186 5258 7659 6373 3153 14186 18919
"g249" 16352 9579 8134 10693 5295 22073 11433 20520 34585 17845
"g250" 581 217 523 428 326 1671 1753 1698 3843 2576
"g251" 4689 3966 4754 4696 2389 5251 4970 4153 11804 6947
"g252" 519 2071 2644 1761 257 1351 5013 130 8924 525
"g253" 337 99 545 301 90 70 517 115 214 407
"g254" 523 618 510 443 325 941 789 1749 913 898
"g255" 3315 959 749 1826 3352 5203 1051 1810 2935 11948
"g256" 7809 4307 6787 6404 3604 7292 5388 3778 12081 5181
"g257" 1 3 1 66 16 0 10 0 54 304
"g258" 933 535 1188 1298 355 2587 1421 1334 2962 1345
"g259" 3841 3104 2299 2858 2720 2696 2587 5806 5691 4541
"g260" 530 67 11 5 61 81 1123 0 111 797
"g261" 203 94 156 336 111 213 194 302 344 189
"g262" 3455 2033 3086 3504 1389 6580 7997 2609 7955 7185
"g263" 782 3239 939 1630 859 16388 4917 6518 7667 10258
"g264" 92 35 48 289 100 8 192 29 91 142
"g265" 81175 45412 66465 51709 42103 104777 162289 145239 182220 122637
"g266" 35751 41476 49329 68424 72377 97166 134443 148195 333671 309464
"g267" 10448 3829 3592 2561 5536 6727 10338 9124 10680 12602
"g268" 94 52 134 72 49 65 159 112 183 38
"g269" 9594 8477 9995 8430 5052 15192 10599 9696 19242 13589
"g270" 16474 14802 13555 22655 7332 19732 11052 15466 26293 18885
"g271" 9914 6375 7084 12374 4819 20594 11190 16419 41270 27705
"g272" 2403 1267 1737 677 1338 5775 3300 5224 14992 5239
"g273" 558 315 541 366 213 1080 1064 778 1333 854
"g274" 355 839 784 449 461 2047 857 659 1295 1335
"g275" 8830 9518 10154 11123 5445 16420 14814 17991 21497 24373
"g276" 7407 18646 7757 11985 4732 26602 11466 22863 44905 21356
"g277" 106364 49404 38871 78589 37558 82883 213522 134089 158951 269534
"g278" 10044 12781 16681 15531 4975 40017 17299 23447 40443 27930
"g279" 11582 16184 13710 13480 5540 20622 26479 24031 63837 29222
"g280" 6 50 23 4 0 3 43 20 41 4
"g281" 13722 4701 6669 7873 6824 15418 9261 11434 15200 10070
"g282" 200 87 87 49 33 219 229 238 333 242
"g283" 4 22 21 8 12 10 35 23 27 3
"g284" 28137 11355 15934 18429 10045 34626 17511 45912 53460 44397
"g285" 25764 16643 15517 16984 10921 37252 22488 45528 40040 52999
"g286" 657 660 108 435 57 197 1425 1058 2747 1927
"g287" 28262 29677 27965 14735 13866 52156 25721 21784 59712 37308
"g288" 1479 8 0 70 805 441 5477 429 7 20
"g289" 305 237 217 302 146 627 484 264 1229 647
"g290" 4353 2276 5427 2684 1985 21838 7747 13430 26736 8720
"g291" 186 101 74 48 77 512 414 555 348 662
"g292" 36271 13440 17201 26406 24951 64243 23121 34433 34804 45835
"g293" 193 125 4 115 42 116 51 139 59 36
"g294" 188 399 171 366 356 524 145 221 297 491
"g295" 1179 665 899 618 693 821 872 926 1585 488
"g296" 2304 945 1329 2139 760 4244 2925 3687 9992 4320
"g297" 7091 4672 13271 14927 2908 10071 16202 9503 22919 20280
"g298" 1511 690 496 542 273 1193 1402 896 5092 1927
"g299" 8832 3524 4683 6052 3495 10271 5712 4686 14412 12007
"g300" 399 102 164 654 955 3148 252 1014 3216 908
"g301" 386 622 1016 357 138 4392 725 1544 2067 1839
"g302" 460 441 488 527 291 1149 1035 688 1553 693
"g303" 4623 3051 3416 5805 5076 3021 9853 4901 5315 8654
"g304" 13988 11795 7139 7792 7325 16063 19992 14089 25251 23030
"g305" 2669 603 1285 1418 503 3011 3089 6332 5148 3203
"g306" 17716 12654 20281 6303 10105 63583 9976 52026 30318 25696
"g307" 3953 1395 2037 2266 2405 1502 4704 3130 4412 3165
"g308" 75 171 105 162 69 171 1064 528 1030 672
"g309" 8722 3563 7140 6478 1649 5100 6974 5924 6882 4634
"g310" 4459 5083 5421 3815 3097 10629 8012 9079 9806 15944
"g311" 6849 2469 6214 2894 3281 3224 4825 5134 7874 10116
"g312" 78979 58506 57149 87613 33886 140203 153115 118360 233376 252173
"g313" 705 660 866 492 184 775 1140 517 1970 866
"g314" 200 132 70 50 61 1 270 10 62 41
"g315" 76 73 40 111 43 142 148 44 157 109
"g316" 174 37 51 139 2 12 40 27 179 97
"g317" 21052 7344 10339 18736 3624 17078 27720 3916 16744 22031
"g318" 11534 4698 8223 10198 7040 17455 18135 22412 27659 16713
"g319" 21664 6188 14160 18789 8402 15234 25835 21193 33480 17044
"g320" 17678 16834 17856 38175 9710 53489 45332 60484 106973 71141
"g321" 100 111 14 271 70 897 604 268 1052 179
"g322" 1864 823 740 309 1848 3917 748 1800 5555 3328
"g323" 13291 7588 15523 14453 6468 12432 7613 11521 10231 10598
"g324" 954 769 1686 2400 943 2231 1239 286 2606 3481
"g325" 313 236 471 193 67 177 443 221 393 415
"g326" 133 771 609 424 253 460 1200 444 482 980
"g327" 2802 1341 2389 1559 857 1078 1358 1645 2955 2561
"g328" 0 14 7 73 39 183 131 24 862 135
"g329" 831 440 160 246 324 1510 772 530 1138 2138
"g330" 3627 636 1373 700 542 2523 911 1664 1838 3995
"g331" 49543 24611 30089 40136 23620 108955 94884 92920 190180 170631
"g332" 207 169 156 28 15 89 106 60 172 250
"g333" 629 409 501 893 445 2289 1777 1282 3414 1324
"g334" 5359 2755 3172 3823 1610 4485 4691 2748 4234 5460
"g335" 38 21 43 40 8 124 23 108 35 197
"g336" 70833 28509 41682 36809 25116 50923 86643 35797 217974 106805
"g337" 6267 4167 1794 3818 1759 1019 1855 3775 5558 7462
"g338" 10779 4501 4405 7420 4617 11727 9603 11598 13813 13157
"g339" 273 126 100 300 125 130 80 105 345 134
"g340" 2911 7337 9173 5025 1385 8521 18877 4079 1404 17337
"g341" 81422 58129 69847 67184 29410 112165 110066 102520 163084 116877
"g342" 318 359 529 265 476 577 249 386 769 319
"g343" 37445 25450 32022 21124 12462 47139 16452 24761 49582 14558
"g344" 151 10 80 519 255 232 459 79 503 108
"g345" 22389 10606 11845 11457 7951 12495 5517 15057 21948 13512
"g346" 195474 70952 95220 171731 121237 475368 152190 333156 244429 291472
"g347" 2164 3083 4063 3650 2943 5919 8092 12406 16525 18740
"g348" 7709 4745 4801 7303 2094 7330 6797 6300 16982 11427
"g349" 19830 6290 9434 6243 2808 5066 2389 2861 17416 5279
"g350" 69 477 290 110 148 159 497 375 917 307
"g351" 3896 2388 2531 3225 1579 12654 8517 8299 11507 11936
"g352" 13315 11107 11123 11380 4892 18276 10311 9965 15932 16390
"g353" 20077 7032 19891 10887 10735 40123 34130 32423 75779 59039
"g354" 1269 517 41 132 759 1127 204 183 1202 181
"g355" 700 121 3302 2995 1024 5665 2510 695 1220 2897
"g356" 2015 1470 1103 2012 1417 2481 5052 2282 5190 3436
"g357" 13559 7140 6980 10357 5483 7736 10385 10790 16372 6604
"g358" 296 420 247 378 206 1198 645 1211 1493 519
"g359" 2372 2107 2697 3043 1596 2194 2206 3621 7023 2502
"g360" 60127 41466 42790 42953 28774 69977 75466 94900 169883 60022
"g361" 635 848 466 874 548 1305 1088 969 2391 1576
"g362" 78 228 323 201 158 615 1021 319 847 398
"g363" 23637 19682 18906 29215 15504 33358 33322 59669 95825 46172
"g364" 4 3 1 41 4 142 20 3 353 167
"g365" 844 935 1265 1039 737 531 1525 704 1816 1810
"g366" 137150 71633 103477 128552 58002 160503 120216 105589 253092 188013
"g367" 705 238 418 507 158 333 980 816 1302 735
"g368" 52 2 38 148 31 253 35 349 328 211
"g369" 35728 20678 18062 46567 14686 122367 50760 84792 117262 171305
"g370" 36758 23073 33795 19881 21061 69147 56670 31152 46127 51408
"g371" 1009 301 524 95 513 484 294 40 32 357
"g372" 10709 7610 4193 4896 5613 10768 10357 6582 23158 23005
"g373" 1164 345 542 1137 619 1295 672 1252 2621 1784
"g374" 1380 514 564 528 275 1515 429 344 1560 1662
"g375" 819 389 409 837 262 1855 421 2849 2485 279
"g376" 29708 15389 17528 20935 11496 32560 24828 38436 36859 47281
"g377" 85 67 5 112 20 10 41 71 157 17
"g378" 9875 9542 10315 25929 3306 6133 10962 18874 26351 31644
"g379" 23 69 6 48 2 20 58 86 104 72
"g380" 21 241 427 1354 1219 12682 602 6067 5362 7796
"g381" 803 506 427 1502 1008 2283 1643 2099 1711 912
"g382" 4903 4313 8145 6576 1896 17740 6912 12305 17250 21372
"g383" 0 77 6 0 1 21 0 1 0 0
"g384" 2822 4010 2591 3967 2103 12690 4204 8695 12899 10406
"g385" 2347 936 784 3162 1563 3558 1555 3581 1829 3237
"g386" 189414 150279 113012 198906 75663 198152 153715 301566 343063 313475
"g387" 14925 5729 7489 4673 4519 16462 10801 11424 30527 18043
"g388" 1930 2158 1759 1748 958 5231 5319 4549 5400 7338
"g389" 43276 30803 45391 44290 16970 55195 48425 46088 81211 66609
"g390" 295 161 118 294 151 268 325 381 528 580
"g391" 288903 121580 473491 58764 236094 883491 239693 263774 356702 807517
"g392" 1366 1215 870 544 327 2619 1856 1817 2659 4034
"g393" 456 223 447 187 135 722 1420 546 776 613
"g394" 12105 7968 10350 9548 8135 12695 7774 11756 22668 7868
"g395" 3212 2641 1227 2458 2242 1630 1721 2797 2891 3922
"g396" 43341 4075 2124 2585 5672 7694 1614 321 8115 4535
"g397" 5054 2900 4737 4041 1986 6405 3507 6489 8391 4435
"g398" 737 273 385 52 73 574 565 538 869 374
"g399" 22406 6937 13126 10995 9591 14131 11702 13861 28970 19073
"g400" 71520 34607 64818 80246 33851 105748 54486 98779 128173 106479
"g401" 417 219 941 560 669 2612 2482 1944 1048 882
"g402" 4902 1119 3233 2660 2016 6284 4076 2609 9115 6292
"g403" 18 139 243 135 213 504 486 968 351 286
"g404" 77 56 71 103 7 126 129 196 783 124
"g405" 61 78 87 58 48 397 412 460 711 732
"g406" 1729 661 458 152 324 342 47 44 910 1258
"g407" 56 15 24 27 16 47 21 55 84 74
"g408" 7834 4285 7560 10699 6384 12557 12372 14341 24736 18171
"g409" 25 137 1043 47 187 10 7 13 15 1676
"g410" 2800 1358 3081 4121 2763 3415 4456 1712 3979 5032
"g411" 723 255 106 336 205 1174 1080 1258 1232 1870
"g412" 11 28 23 10 13 75 46 14 28 28
"g413" 628 139 414 547 221 657 462 277 1314 510
"g414" 9675 4440 5038 4626 6530 9489 10143 13238 18393 9735
"g415" 11367 19769 22798 14847 8582 36913 3237 1018 30464 44012
"g416" 209 72 181 165 94 1455 487 109 630 467
"g417" 8838 11024 12722 13984 5314 30516 17040 26310 39890 30733
"g418" 1085 691 1028 1058 436 2099 920 1388 2549 1955
"g419" 149 128 98 28 29 263 196 696 266 106
"g420" 119 115 1 81 4 43 90 33 92 234
"g421" 574 328 232 377 166 993 988 789 882 418
"g422" 7492 12198 6192 9264 3601 17738 16484 12714 24424 15943
"g423" 12794 6971 23645 22554 7063 41594 35661 17482 81624 51536
"g424" 1448 1156 1420 740 776 2997 2273 2157 3226 3157
"g425" 4836 1791 1079 2911 1721 17216 6059 6148 22208 12692
"g426" 6511 6331 9403 12669 5358 12836 6871 15529 26603 12845
"g427" 5266 5218 5001 6249 1239 6049 5292 3003 30075 8745
"g428" 838 438 959 1064 684 826 1178 1017 2458 1964
"g429" 6 45 49 50 48 21 29 139 381 59
"g430" 605 198 243 1117 207 3319 2246 72 6989 1907
"g431" 217 47 87 402 76 210 154 118 371 238
"g432" 36 73 130 90 29 312 238 160 318 186
"g433" 0 7 6 94 6 167 14 18 33 10
"g434" 4542 6599 4427 5927 1781 10085 4210 6548 4374 15568
"g435" 45883 15946 14194 20575 19533 45461 42837 48126 56066 49637
"g436" 1520 4379 949 1192 698 1527 1552 1072 5687 67
"g437" 0 2 125 1 1 1 0 43 44 15
"g438" 63 29 66 38 87 113 75 70 57 197
"g439" 67640 56216 66348 108445 35765 104818 110332 109159 147392 174229
"g440" 12084 5028 7622 8777 5994 10859 13255 16136 20637 20800
"g441" 23 59 117 53 3 3 28 12 3 6
"g442" 1910 825 1290 1651 104 2199 1811 1221 407 4504
"g443" 638 348 458 682 464 882 599 684 583 1129
"g444" 165 271 304 281 120 650 888 134 2413 1785
"g445" 1 5 19 10 9 94 9 75 44 134
"g446" 29752 14570 22879 10455 9977 21271 13933 11802 35829 37245
"g447" 2652 1909 1751 2125 1715 2798 3257 1689 5051 2575
"g448" 494 329 568 284 141 1143 566 433 804 891
