"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g74",0.146205153621646,0.146205153621646,112.052631578947,260.02648492879,0,0,0,0,0,0,0,0,1.68657737421508,12.0926030763852,1.21448204482528,1,0,1
"g75",0.937656516094717,0.937656516094717,3.97560975609756,6.1281377607267,0,0,0,0,0,0,0,0,0.925820769056879,6.06549566178484,0.624272579843628,1,0,1
"g76",0.104581191334791,0.104581191334791,420.80487804878,771.929970857312,0,0,0,0,0,0,0,0,0.315987090772188,13.8402179698587,0.875318544061369,1,0,1
"g77",0.586555373960853,0.586555373960853,2.82456140350877,5.99133203698224,0,0,0,0,0,0,0,0,1.63511857367572,6.55051392604617,1.08484992529239,1,0,1
"g78",0.170548113612219,0.170548113612219,1908,4447.45217809599,0,0,0,0,0,0,0,0,1.56420152723792,16.2430026912518,1.2209179214352,1,0,1
"g79",0.50852342154362,0.50852342154362,134.263157894737,510.289546314207,0,0,0,0,0,0,0,0,0.673613063023764,12.0858379445966,1.92625260688967,1,0,1
"g80",0.207547792336094,0.207547792336094,25.1463414634146,43.6625576537875,0,0,0,0,0,0,0,0,1.52497008537743,9.48350509468314,0.79604812475097,1,0,1
"g81",0.114890234064219,0.114890234064219,13.8048780487805,35.1972433591323,0,0,0,0,0,0,0,0,1.3632924876688,9.38559175524205,1.35028429838148,1,0,1
"g82",0.150721897123726,0.150721897123726,39.9649122807018,75.5963547931363,0,0,0,0,0,0,0,0,0.93263546725662,10.1015748886821,0.919582747654704,1,0,1
"g83",0.085764034480307,0.085764034480307,14.1578947368421,34.7898713718838,0,0,0,0,0,0,0,0,1.27628435555186,9.12207869506774,1.29706059068532,1,0,1
"g84",0.0540361989068846,0.0540361989068846,58.3333333333333,106.785678715251,0,0,0,0,0,0,0,0,0.723635213969377,11.0655599848416,0.87232575535298,1,0,1
"g85",0.137099004594915,0.137099004594915,100.315789473684,155.233073804429,0,0,0,0,0,0,0,0,0.399468007467002,11.5697867666745,0.629887268754629,1,0,1
"g86",0.0476426881327645,0.0476426881327645,18.0701754385965,31.0208306484723,0,0,0,0,0,0,0,0,0.589095983740732,9.31819982435115,0.779626805089474,1,0,1
"g87",2.754896667929,2.754896667929,1.24390243902439,3.69345654730302,0,0,0,0,0,0,0,0,0.586349225033088,3.4914915258592,1.57009826741053,1,0,1
"g88",0.118729872508932,0.118729872508932,178.268292682927,656.096780751311,0,0,0,0,0,0,0,0,2.00862188977523,13.0013506379889,1.87985851845601,1,0,1
"g89",0.271750041437752,0.271750041437752,21.1219512195122,33.762216545119,0,0,0,0,0,0,0,0,-0.0115642492992283,9.31451784050352,0.676666507238463,1,0,1
"g90",2.35292530846142,2.35292530846142,1.21951219512195,3.68350032796324,0,0,0,0,0,0,0,0,3.37023402664027,3.66482020364015,1.59477318591943,1,0,1
"g91",0.70337701609763,0.70337701609763,1.97560975609756,3.75585314782518,0,0,0,0,0,0,0,0,0.700796895748459,5.63435754392815,0.92684265709837,1,0,1
"g92",0.219381467223301,0.219381467223301,48.5614035087719,134.259532692191,0,0,0,0,0,0,0,0,2.03872437688404,11.1020584704289,1.46714250234957,1,0,1
"g93",0.103971450909001,0.103971450909001,500.975609756098,756.009546053534,0,0,0,0,0,0,0,0,0.685694430311198,14.0929983881569,0.593664084508128,1,0,1
"g94",0.0453273873380558,0.0453273873380558,180.508771929825,310.142437943787,0,0,0,0,0,0,0,0,0.67986186036457,12.8437264952134,0.780862001359324,1,0,1
"g95",0.226388804576114,0.226388804576114,130.073170731707,379.697741995972,0,0,0,0,0,0,0,0,1.51722231084833,12.2934333163698,1.54552800120698,1,0,1
"g96",0.0456442093518582,0.0456442093518582,174.701754385965,305.391090680343,0,0,0,0,0,0,0,0,0.721574858515995,12.6839658607126,0.80576387819294,1,0,1
"g97",0.138795411401293,0.138795411401293,207.456140350877,329.351926084613,0,0,0,0,0,0,0,0,0.140470017987273,12.7777056163987,0.666823628006007,1,0,1
"g98",0.225825397837623,0.225825397837623,19.5087719298246,29.5320350058508,0,0,0,0,0,0,0,0,1.48557321965702,9.10319824203498,0.598157810060635,1,0,1
"g99",0.137493313675305,0.137493313675305,721.19512195122,1145.36203498315,0,0,0,0,0,0,0,0,0.654911467847283,14.5399402129045,0.66734214497494,1,0,1
"g100",0.0360685020996089,0.0360685020996089,1007.50877192982,2469.72711493908,0,0,0,0,0,0,0,0,1.27006898727816,15.5471266368379,1.29355924466082,1,0,1
"g101",0.108466994635947,0.108466994635947,927.170731707317,2617.46929358508,0,0,0,0,0,0,0,0,1.07386967812297,15.5120913936273,1.49726568234964,1,0,1
"g102",0.195583081437408,0.195583081437408,10.5263157894737,16.6272480040789,0,0,0,0,0,0,0,0,0.964494619055567,8.31872537538796,0.659548824739212,1,0,1
"g103",0.122322818497206,0.122322818497206,64.2280701754386,140.261167874739,0,0,0,0,0,0,0,0,0.620013523700672,11.2441625269878,1.1268397913072,1,0,1
"g104",0.0706308441918442,0.0706308441918442,300.684210526316,723.147974562145,0,0,0,0,0,0,0,0,1.38990482072939,13.9394662957482,1.26604177830528,1,0,1
"g105",0.644543805543195,0.644543805543195,1.08771929824561,1.74926081364395,0,0,0,0,0,0,0,0,0.586919264197967,4.74190312875077,0.685439113962635,1,0,1
"g106",0.691049750027484,0.691049750027484,14.4390243902439,27.3832551993248,0,0,0,0,0,0,0,0,-0.0760250482319424,9.12181855266507,0.923320691822809,1,0,1
"g107",0.51183428888892,0.51183428888892,4.65853658536585,12.8182663887191,0,0,0,0,0,0,0,0,1.52308395382215,8.15061118773952,1.46025242878365,1,0,1
"g108",0.578114548495675,0.578114548495675,1.82926829268293,2.91449351286948,0,0,0,0,0,0,0,0,-0.029909733357008,6.2512898048647,0.671978504594391,1,0,1
"g109",0.295330632791549,0.295330632791549,2.64912280701754,5.51250031803686,0,0,0,0,0,0,0,0,1.34959101178674,6.62087127896475,1.05719210874432,1,0,1
"g110",0.235705501920828,0.235705501920828,13.0243902439024,42.2505777836567,0,0,0,0,0,0,0,0,1.29439803954015,9.25151106860934,1.69775523844151,1,0,1
"g111",0.0152856103813364,0.0152856103813364,1113.15789473684,3565.67580440582,0,0,0,0,0,0,0,0,1.80997599950059,15.8147555330787,1.67951729254351,1,0,1
"g112",0.08165585790675,0.08165585790675,3.82456140350877,7.13880153644111,0,0,0,0,0,0,0,0,0.977444852772337,7.29778612181344,0.900387584012094,1,0,1
"g113",0.210819223856279,0.210819223856279,0.929824561403509,2.37904413663062,0,0,0,0,0,0,0,0,1.64372732543167,5.52010449945476,1.35535159685742,1,0,1
"g114",0.0466150876085825,0.0466150876085825,196.052631578947,685.61700598013,0,0,0,0,0,0,0,0,1.70152403638828,13.2920479754307,1.80616188734858,1,0,1
"g115",0.212379890827315,0.212379890827315,51.2439024390244,213.950229294818,0,0,0,0,0,0,0,0,1.85661298335335,11.0439048496673,2.06182297284765,1,0,1
"g116",0.264430583077127,0.264430583077127,4.19512195121951,6.75053575412348,0,0,0,0,0,0,0,0,0.492594803407101,7.16189732975741,0.686289255656432,1,0,1
"g117",0.241909755687386,0.241909755687386,10.3859649122807,21.1935098417915,0,0,0,0,0,0,0,0,0.948914268322776,8.82478711119873,1.02898727459863,1,0,1
"g118",1.82315250776592,1.82315250776592,7.1219512195122,40.6410650819252,0,0,0,0,0,0,0,0,-0.811323005159408,6.25875059493797,2.51259375199428,1,0,1
"g119",0.0806564267609031,0.0806564267609031,89.6140350877193,138.928041798177,0,0,0,0,0,0,0,0,0.167936897670575,11.7983822525011,0.632541222353855,1,0,1
"g120",0.242838147830491,0.242838147830491,2.02439024390244,3.79833609412038,0,0,0,0,0,0,0,0,0.0735579338693544,6.1303434601365,0.907880140651107,1,0,1
"g121",0.093008772447411,0.093008772447411,43.5263157894737,129.361425766769,0,0,0,0,0,0,0,0,2.02474664899074,11.215909859506,1.57144766883173,1,0,1
"g122",0.536877120849046,0.536877120849046,52.4390243902439,102.915482898243,0,0,0,0,0,0,0,0,1.89117522142318,11.0437650156165,0.972747291625036,1,0,1
"g123",0.0602000873611908,0.0602000873611908,342.508771929825,1139.83584158885,0,0,0,0,0,0,0,0,1.51063152226488,13.9270592640926,1.73461322109676,1,0,1
"g124",0.267305306274329,0.267305306274329,418.682926829268,978.137127363866,0,0,0,0,0,0,0,0,1.02309217118077,14.0847018230488,1.22417864554421,1,0,1
"g125",0.640259646612875,0.640259646612875,1572.39024390244,7453.53655842129,0,0,0,0,0,0,0,0,3.55915121622306,16.6340407373517,2.24496580130275,1,0,1
"g126",0.525399638354293,0.525399638354293,5.52631578947368,17.7688908927696,0,0,0,0,0,0,0,0,1.27496624133818,7.55177451379529,1.68496372400451,1,0,1
"g127",0.291540330474403,0.291540330474403,17.859649122807,28.3405076612919,0,0,0,0,0,0,0,0,0.739704753244769,9.23761188740807,0.666161864346969,1,0,1
"g128",0.0356711725422563,0.0356711725422563,1672.58536585366,4639.83633775852,0,0,0,0,0,0,0,0,1.56010921195159,16.4392953930226,1.47199407226932,1,0,1
"g129",0.771492636172874,0.771492636172874,8.14035087719298,25.9607037774784,0,0,0,0,0,0,0,0,2.64338292006579,8.19177788722773,1.67316660829838,1,0,1
"g130",0.0951477976528358,0.0951477976528358,2.49122807017544,4.03424038465151,0,0,0,0,0,0,0,0,0.688430089415474,6.25703097301222,0.695439945743347,1,0,1
"g131",0.156161825706224,0.156161825706224,46.7368421052632,320.949813194554,0,0,0,0,0,0,0,0,2.81036344762999,11.4331005136683,2.77971555815362,1,0,1
"g132",0.164328172338927,0.164328172338927,105.228070175439,382.168954963883,0,0,0,0,0,0,0,0,2.14128248020004,12.489827931049,1.86069098454682,1,0,1
"g133",0.0333350945007075,0.0333350945007075,195.105263157895,363.080748831759,0,0,0,0,0,0,0,0,0.764136373066069,12.9539563617008,0.896037741382934,1,0,1
"g134",0.0821085639643861,0.0821085639643861,32.0731707317073,147.867755223946,0,0,0,0,0,0,0,0,2.24201177074877,10.7848039536391,2.20486859571123,1,0,1
"g135",0.682633796068678,0.682633796068678,6.90243902439024,17.1331511263039,0,0,0,0,0,0,0,0,1.38479657235988,7.87536396119782,1.31161237273097,1,0,1
"g136",1.46527794629273,1.46527794629273,41.3859649122807,146.473462655016,0,0,0,0,0,0,0,0,2.62637231792256,9.86304984790645,1.82342580859689,1,0,1
"g137",0.128200077466727,0.128200077466727,445.526315789474,685.467939191695,0,0,0,0,0,0,0,0,0.777086320767879,13.8195173224496,0.621578540070981,1,0,1
"g138",0.462871925846482,0.462871925846482,22.8292682926829,36.6490680502248,0,0,0,0,0,0,0,0,-0.056521362029855,9.46645870220387,0.682891892430819,1,0,1
"g139",0.055208388184703,0.055208388184703,13.9298245614035,55.5803131215496,0,0,0,0,0,0,0,0,2.02672096113471,9.50819503793382,1.99639687414885,1,0,1
"g140",0.160816536578351,0.160816536578351,245.756097560976,468.382921171306,0,0,0,0,0,0,0,0,0.590130027613247,13.0922286399648,0.930461258906159,1,0,1
"g141",0.195793330802518,0.195793330802518,3.41463414634146,11.1929822165103,0,0,0,0,0,0,0,0,1.4480207171079,7.59307362634584,1.71279155638666,1,0,1
"g142",0.102027167326853,0.102027167326853,281.560975609756,424.131027038368,0,0,0,0,0,0,0,0,1.0380973466096,13.379399591127,0.591062636144279,1,0,1
"g143",0.0879276595679526,0.0879276595679526,449.024390243902,1538.57267567159,0,0,0,0,0,0,0,0,1.75227217928828,14.5497860538899,1.77672687514117,1,0,1
"g144",0.339489714680951,0.339489714680951,122.682926829268,190.832395964507,0,0,0,0,0,0,0,0,0.527474561594431,11.6201456452027,0.637371615686969,1,0,1
"g145",0.252510329932516,0.252510329932516,937.585365853659,1867.43623926759,0,0,0,0,0,0,0,0,-0.0338723285110696,15.3064274727894,0.994037028275397,1,0,1
"g146",0.033326694602202,0.033326694602202,428.536585365854,649.977227858827,0,0,0,0,0,0,0,0,0.702913890600287,13.7139891810552,0.600970797283323,1,0,1
"g147",0.402505563422148,0.402505563422148,9.34146341463415,25.6316805916162,0,0,0,0,0,0,0,0,2.26288693140468,9.12145256441526,1.45620759245276,1,0,1
"g148",0.240644887362702,0.240644887362702,950.731707317073,1804.59538105557,0,0,0,0,0,0,0,0,0.879440482563208,15.14441943497,0.924565217365498,1,0,1
"g149",0.263915163028993,0.263915163028993,181.421052631579,548.592126267332,0,0,0,0,0,0,0,0,1.93186031157946,12.8512727643209,1.59639203573648,1,0,1
"g150",1.1644371164033,1.1644371164033,3.31578947368421,8.12633163468021,0,0,0,0,0,0,0,0,1.53465735676418,6.03288683297263,1.29325183193646,1,0,1
"g151",0.120150170421476,0.120150170421476,143.964912280702,389.096094389068,0,0,0,0,0,0,0,0,0.784564423563184,12.6223769106651,1.43440926416057,1,0,1
"g152",0.129862129031341,0.129862129031341,1362.21951219512,2161.21694700363,0,0,0,0,0,0,0,0,0.933486811142105,15.2541193225925,0.66588469754612,1,0,1
"g153",0.0508992264286591,0.0508992264286591,84.3333333333333,367.54547246731,0,0,0,0,0,0,0,0,2.18778247644654,12.3221075784345,2.12374786600838,1,0,1
"g154",0.0683317861545091,0.0683317861545091,602.853658536585,2769.86588543863,0,0,0,0,0,0,0,0,2.08598734738216,15.0612841636095,2.19993638535593,1,0,1
"g155",2.20297439224901,2.20297439224901,15.0731707317073,29.4937083285711,0,0,0,0,0,0,0,0,-0.531842860171967,7.15627462937608,0.968424299592134,1,0,1
"g156",0.22747162611484,0.22747162611484,14.3658536585366,46.0844379550996,0,0,0,0,0,0,0,0,2.24915856303125,9.57713311452363,1.68163593142041,1,0,1
"g157",0.0418006287690681,0.0418006287690681,166.526315789474,1054.3972619313,0,0,0,0,0,0,0,0,2.72850428611728,13.564946568218,2.66259644269233,1,0,1
"g158",0.0724179122948575,0.0724179122948575,88.6315789473684,203.118980027737,0,0,0,0,0,0,0,0,1.72608147077653,11.7272536245149,1.19643233570182,1,0,1
"g159",0.979882097820134,0.979882097820134,64.0731707317073,133.997514551505,0,0,0,0,0,0,0,0,1.12522022359638,9.70243083966355,1.06441395040885,1,0,1
"g160",0.17103945410214,0.17103945410214,1.85964912280702,3.82215580094214,0,0,0,0,0,0,0,0,0.760748395885107,6.2189997191325,1.03935614709152,1,0,1
"g161",0.14262138975514,0.14262138975514,72.8070175438596,138.835481505253,0,0,0,0,0,0,0,0,0.62608107116646,11.3540002229374,0.93122690037415,1,0,1
"g162",0.467350220479224,0.467350220479224,1.92682926829268,3.02992238984557,0,0,0,0,0,0,0,0,1.20886489014397,5.65405114466699,0.653052096601612,1,0,1
"g163",1.30885719029108,1.30885719029108,1.60975609756098,2.91891637669376,0,0,0,0,0,0,0,0,2.59994873768069,4.08837622593996,0.858590765281953,1,0,1
"g164",0.0730975600142045,0.0730975600142045,2346.94736842105,8445.69262994972,0,0,0,0,0,0,0,0,1.95130204984163,16.972064028305,1.84743025407804,1,0,1
"g165",1.15185526663192,1.15185526663192,1.41463414634146,3.66146559743855,0,0,0,0,0,0,0,0,0.547513567950205,5.95299058626305,1.37199225005613,1,0,1
"g166",0.0506107365786375,0.0506107365786375,912.658536585366,1651.49999743275,0,0,0,0,0,0,0,0,0.514177026687529,15.1004126402061,0.8556298731645,1,0,1
