"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g71" 107 180 0 60 227 282 536 633 225 1038
"g72" 9674 11862 9285 7976 21765 27238 31647 37080 23059 24302
"g73" 46 118 100 70 66 246 175 321 184 206
"g74" 67630 66014 85610 30351 111344 73047 138936 95528 120432 65544
"g75" 32944 27161 39002 21692 42216 72885 74612 57202 66146 53372
"g76" 795 2566 3722 1666 2162 6318 14449 23755 15852 15895
"g77" 8290 15306 13852 10890 11034 23809 22100 20963 33943 19584
"g78" 13510 13077 19510 18968 36389 19180 41348 22671 30699 26276
"g79" 3947 5145 5274 3206 9764 5507 12059 4270 11423 3125
"g80" 5436 10239 11965 7698 15077 16338 20068 14599 20003 8392
"g81" 3176 1967 3521 1879 3122 6581 4382 6625 17332 7841
"g82" 118 92 162 90 176 425 761 765 166 236
"g83" 2108 3964 4728 2573 3335 28963 13153 17436 16740 11653
"g84" 3183 4692 4876 3745 5501 10689 12741 9366 11917 10936
"g85" 297 480 425 435 839 1581 1302 742 1929 1068
"g86" 73 34 56 55 48 76 527 182 201 122
"g87" 2176 3045 3712 3998 2675 15232 13536 9719 8697 6052
"g88" 1732 1290 1540 1072 1955 5549 8312 5356 9817 3146
"g89" 2136 2639 1765 1848 2399 4201 5172 3442 3582 2437
"g90" 96 119 55 498 65 88 4323 4242 1904 587
"g91" 5413 6183 7312 4446 9848 14400 16993 9169 13017 9618
"g92" 296 253 414 34 101 300 415 429 250 583
"g93" 2196 0 490 4 4 6541 501 0 0 139
"g94" 348 965 2183 1070 1310 1852 3149 1211 2325 2862
"g95" 6707 12423 8044 4890 10958 11240 33747 11917 35240 11796
"g96" 12397 20654 65920 16307 35772 57277 54349 54885 89125 23566
"g97" 8955 13153 14379 6098 17994 18320 21319 32018 31563 11733
"g98" 2245 3576 4145 2533 4751 7372 10327 6934 8674 5254
"g99" 586 270 225 112 553 650 464 323 2500 884
"g100" 9935 10574 21060 11271 16190 32639 32058 40089 34771 32303
"g101" 504 677 475 306 686 907 1072 951 1247 1120
"g102" 8707 9886 9744 4272 12424 26584 21381 24753 19084 10328
"g103" 9278 7193 14676 10272 10016 28153 27528 29349 47717 30709
"g104" 31 0 0 11 0 80 4 0 115 11
"g105" 672 475 836 283 513 719 790 1547 1913 1211
"g106" 5051 5848 6247 7547 6204 19153 8952 9279 10102 11541
"g107" 110 22 280 40 98 78 41 95 276 56
"g108" 979 1130 1468 703 845 2667 5899 3065 4272 4498
"g109" 185 356 640 201 298 506 405 291 188 481
"g110" 9506 17176 23591 6729 13240 21042 16491 25209 29074 15204
"g111" 815 416 528 226 617 1383 1438 531 1837 590
"g112" 233 555 276 381 332 158 418 739 929 749
"g113" 113 151 102 21 96 250 17 24 278 358
"g114" 1963 2183 2687 1881 3867 4171 4232 4344 5059 2636
"g115" 5137 3546 8250 9988 7468 18576 16303 7289 15653 10188
"g116" 1145 1494 1438 842 787 1960 5286 3822 3124 2104
"g117" 51 2 1 0 0 4 0 28 2015 16
"g118" 10 12 135 7 1 0 1146 389 82 56
"g119" 92 122 81 60 140 163 190 105 158 113
"g120" 70 56 15 8 27 120 97 10 0 57
"g121" 28 3 179 34 19 120 211 101 46 94
"g122" 4648 3866 24194 6526 6421 19909 33468 25493 21212 21165
"g123" 207 82 195 74 96 158 383 102 676 156
"g124" 5038 6801 12781 2293 728 26362 13 61222 2396 30
"g125" 10 58 44 51 127 116 44 160 397 10
"g126" 0 0 23 8 12 94 7 2 10 9
"g127" 2451 3538 3531 2658 3253 7247 8173 5506 12877 6989
"g128" 1621 2047 1390 2530 4650 4177 2433 3716 4683 2359
"g129" 230 295 660 275 339 602 785 194 656 294
"g130" 1376 1025 1927 552 181 3019 2799 2514 3919 3401
"g131" 24047 23694 10935 17715 28076 73634 10998 12469 57709 7783
"g132" 3 10 40 9 53 101 110 56 34 19
"g133" 313 393 829 434 912 856 602 634 719 986
"g134" 18 46 31 46 60 29 28 44 78 72
"g135" 11336 30914 13952 23453 15583 110710 76751 75014 58343 90189
"g136" 752 696 874 665 1159 3187 2796 1977 2457 1995
"g137" 4253 2280 2963 6051 5131 13349 10177 11101 6926 10232
"g138" 24 103 40 74 108 137 436 105 131 210
"g139" 2847 3523 3419 2365 5429 9644 5697 5513 13891 6698
"g140" 16685 14933 35416 17069 29249 84025 25743 40383 39255 57674
"g141" 86295 44162 111110 54690 93784 115691 158141 236231 110281 118748
"g142" 283 486 798 389 1105 990 1383 619 1059 748
"g143" 699 956 719 122 1190 4567 2647 2317 678 2660
"g144" 3758 8279 27638 724 3644 19145 22937 13810 6603 24480
"g145" 1758 1328 2754 1913 5443 5842 4981 1438 6439 3351
"g146" 153 638 660 319 572 1181 722 498 695 658
"g147" 6259 10959 15123 8896 12009 27991 35580 25679 19446 16228
"g148" 87 53 128 75 58 169 479 279 364 231
"g149" 155 58 142 85 105 213 734 1256 1198 318
"g150" 136 407 111 524 200 156 3769 2339 1591 384
"g151" 1225 3161 2384 1286 3009 11882 16607 10565 20830 5340
"g152" 814 1011 1294 404 758 1863 910 3899 526 902
"g153" 6851 6785 5289 5551 9367 19544 20618 8623 15155 11262
"g154" 6149 13909 13559 6931 11646 19476 13957 13602 14394 11584
"g155" 437 2040 2099 885 1759 1344 2947 3709 2417 1219
"g156" 68 28 31 57 134 8 16 29 13 0
"g157" 6 67 18 7 20 22 105 13 53 80
"g158" 454 2005 673 3878 1674 3898 685 4342 6337 1177
"g159" 1893 1076 1700 943 876 3427 4925 4552 4000 3376
"g160" 0 45 0 0 201 0 0 1 0 0
"g161" 348 412 264 48 456 161 2366 1550 798 329
"g162" 4121 27120 5164 10301 13741 39446 76478 31237 235606 40517
"g163" 99 204 70 26 149 243 153 409 197 115
"g164" 6796 10945 12759 6855 13992 16617 27034 8770 13017 18193
"g165" 7529 12491 18240 9271 13862 53194 53725 43730 58021 41399
"g166" 81 375 579 407 755 304 723 1176 306 504
"g167" 206 1516 2285 356 138 1368 364 428 2 1917
"g168" 5017 15271 12505 10494 6745 21519 8678 12292 11797 12374
"g169" 2328 3185 3993 1798 2604 5001 3218 6484 4297 3413
"g170" 190 262 143 109 198 276 237 517 329 197
"g171" 24625 33230 73732 57475 68653 112233 202711 47348 102187 45900
"g172" 311 397 436 93 552 1028 670 1947 892 1432
"g173" 200 369 133 186 370 358 494 178 360 480
"g174" 142 83 46 82 383 184 643 300 925 456
"g175" 46 63 23 44 56 48 54 89 77 124
"g176" 3072 706 12732 797 4124 41043 32090 18841 6227 5470
"g177" 3782 4907 4088 2597 20910 11357 28383 22082 11760 17313
"g178" 35 45 52 40 70 273 295 230 335 199
"g179" 3920 5256 5393 2892 3587 8955 12408 11485 9827 9825
"g180" 129 72 451 53 138 257 950 10 103 120
"g181" 2270 1613 2321 1737 2932 4352 6389 4621 4562 2722
"g182" 217 119 545 278 219 489 174 202 2258 336
"g183" 17 138 473 1483 238 1955 9709 28313 1869 1111
"g184" 81 149 316 119 338 122 486 119 362 385
"g185" 32 5 16 21 43 13 40 14 29 27
"g186" 29004 57510 11282 21183 23646 90635 69784 77785 105247 91654
"g187" 5172 7445 12547 8098 6895 9387 26752 17190 6550 17169
"g188" 111 459 314 425 147 161 872 883 1869 241
"g189" 162 191 123 104 147 278 73 81 215 178
"g190" 7282 7582 5993 2892 4331 19901 25331 9319 20164 9314
"g191" 44144 43402 40684 24948 20983 74300 38926 33212 55630 38859
"g192" 240 566 972 227 657 1159 1258 750 997 1547
"g193" 969 1331 1375 1086 1119 2188 2487 1752 2955 2023
"g194" 137 5117 5683 6240 5885 11976 19068 9048 3440 3759
"g195" 12403 42509 96282 34792 10685 37421 85722 39794 80427 54494
"g196" 1702 1269 1711 1106 3658 4072 3386 2460 2921 2800
"g197" 6244 14263 10937 3678 20758 25298 16921 20605 29069 5715
"g198" 172 118 71 65 1003 1484 445 747 2274 368
"g199" 41484 70040 41674 44984 65318 65241 109413 31004 168595 160836
"g200" 7199 23049 8617 8221 18329 48604 39528 28889 53573 14145
"g201" 491 287 90 80 117 842 673 2152 341 386
"g202" 686 2211 1942 541 908 2150 1934 1574 2631 1828
"g203" 18867 3758 31570 1503 25423 87143 76152 50243 61752 7634
"g204" 107 204 415 112 446 2909 299 509 1981 566
"g205" 11494 11858 11289 18773 10896 38457 72449 10086 20088 19318
"g206" 1072 498 1119 794 1433 1701 243 249 2008 1202
"g207" 10386 11826 20079 8169 18967 26997 20684 21335 35660 18562
"g208" 2233 3776 3535 2013 5238 7114 5201 3710 5310 5054
"g209" 312 279 1029 707 989 444 1228 811 1709 984
"g210" 2516 8032 7400 5158 14304 23215 31391 30699 20459 22557
"g211" 133 30 60 73 91 151 212 164 153 301
"g212" 995 3288 6290 1509 5370 2959 7598 4963 3875 3092
"g213" 233 638 470 371 268 522 697 451 1325 471
"g214" 1898 3589 2921 3451 3071 6860 5748 5320 6028 5381
"g215" 3905 3019 4156 861 7990 6304 9239 2912 13645 6242
"g216" 2209 3812 5391 2971 2910 3132 6163 5008 6456 4634
"g217" 573 989 1007 690 938 1099 1668 939 1746 1219
"g218" 3 14 14 2 0 1 0 291 0 8
"g219" 4929 3552 3989 2465 7440 8378 7084 9663 9562 3942
"g220" 0 402 58 439 0 0 9 0 0 0
"g221" 36618 21051 42860 24849 52494 91835 74599 127123 238758 114250
"g222" 6789 3804 4885 3059 5929 7488 8934 9824 12485 11722
"g223" 196 261 59 175 72 135 99 152 132 91
"g224" 13 18 17 85 192 1605 1426 434 199 80
"g225" 541 1166 202 302 307 127 8102 5634 1440 2815
"g226" 979 803 1495 953 1969 258 988 339 887 2151
"g227" 63892 120512 126632 67956 106586 444897 378965 405541 407981 302360
"g228" 2384 2203 2221 1665 1204 10949 7864 6516 15182 7920
"g229" 4884 3444 4639 3818 7076 20232 19426 16154 16028 13082
"g230" 15 218 76 30 37 151 226 110 652 138
"g231" 13602 16313 29569 14515 23576 56636 45941 42944 57087 30512
"g232" 0 150 2857 1924 123 1860 301 240 866 1808
"g233" 0 0 0 2 1 0 3 194 0 5
"g234" 2775 6013 3979 3153 3244 15805 8336 17347 41252 12222
"g235" 20714 21515 31631 21615 33570 84403 95141 44105 72340 35972
"g236" 554 458 581 3447 0 1566 2978 144 5329 6228
"g237" 1671 3811 5026 2674 7920 20325 8404 4367 5722 1834
"g238" 6291 12423 15814 5884 10984 19619 22026 13121 18981 18172
"g239" 125 94 86 52 88 110 124 86 73 110
"g240" 263 189 777 46 413 921 207 22 1322 2551
"g241" 100 85 162 43 105 759 598 867 601 425
"g242" 404 397 583 538 981 1235 1506 1091 1869 591
"g243" 739 398 782 284 1154 1039 1553 1547 655 1980
"g244" 230 151 105 256 609 868 1693 424 237 483
"g245" 13 4 0 0 52 62 20 214 67 94
"g246" 401 132 277 256 537 1229 1389 591 678 986
"g247" 91 201 194 101 42 247 326 139 127 273
"g248" 60 75 92 29 142 81 265 140 234 114
"g249" 0 72 0 0 0 0 0 3 0 9
"g250" 25557 31534 32735 21158 43722 122698 103895 83928 98186 86079
"g251" 15453 17039 10539 789 18955 39653 30376 2614 23937 4189
"g252" 13 5748 281 263 271 600 10263 3064 15684 635
"g253" 4434 7483 8447 4831 6730 20476 23319 19824 34935 24447
"g254" 2 148 184 1 49 234 519 219 83 42
"g255" 1387 681 1669 708 1663 2683 3668 1541 2472 1979
"g256" 9 107 2 37 25 263 823 0 13 5
"g257" 307 411 407 299 512 1097 1267 1108 1767 776
"g258" 2309 2562 4116 3333 3582 12153 10809 8201 10253 6552
"g259" 4091 5916 6110 4670 8340 17725 18220 16334 21055 11817
"g260" 774 1431 1456 489 1636 5323 5255 4784 4850 1877
"g261" 1715 874 1520 902 1751 1110 1312 1641 2992 495
"g262" 113 117 89 78 153 160 149 146 354 167
"g263" 683 325 480 429 647 897 547 2053 851 2028
"g264" 13999 16294 11028 10254 29397 29781 45479 31671 33111 34041
"g265" 54 66 70 55 95 413 431 352 497 304
"g266" 43 119 92 78 156 90 267 614 543 104
"g267" 121 119 139 50 77 229 362 288 537 416
"g268" 250 0 80 12 23 306 285 67 92 29
"g269" 446 2029 601 807 1124 2801 2135 968 417 3528
"g270" 174 231 296 228 290 383 431 616 681 230
"g271" 737 526 798 457 452 1004 1675 556 1790 868
"g272" 6386 10404 6071 4136 3634 6757 11216 7900 11965 4384
"g273" 5296 7735 9218 5903 6033 15982 9091 9435 14877 10742
"g274" 42 16 23 4 27 4 23 21 69 99
"g275" 217 456 118 174 457 302 670 403 1029 273
"g276" 5820 5036 9086 3353 12273 13950 10306 15903 22299 9638
"g277" 135 210 299 256 238 130 199 148 206 273
"g278" 252 187 508 194 546 1073 1004 754 418 605
"g279" 183 63 167 151 116 143 102 176 330 291
"g280" 1646 1102 605 1137 780 1537 4416 2746 1537 3256
"g281" 675 1184 1013 1128 1569 3538 4600 1660 2375 816
"g282" 26 25 28 14 40 52 98 71 77 59
"g283" 11913 4164 7346 4392 7139 48678 42020 8406 21944 15909
"g284" 340 1258 354 252 1375 1310 1394 977 2514 1314
"g285" 1571 204 527 540 322 1231 1248 4007 2795 687
"g286" 6 1032 983 2 3596 0 346 64 1663 1147
"g287" 11559 12885 8895 5438 8929 19233 23229 11346 14515 19651
"g288" 5181 4156 9669 1858 7704 19283 28466 18422 18686 16348
"g289" 5371 4444 1846 2898 6938 14042 8729 4155 7381 6392
"g290" 35 20 16 26 52 53 83 32 46 82
"g291" 57 324 403 522 480 639 1200 142 887 1136
"g292" 11837 11343 19852 13789 21355 22448 27528 31413 24319 23854
"g293" 17825 20449 31633 17613 30714 45640 48488 29583 38438 37380
"g294" 80 812 615 1452 2392 3017 5881 272 326 430
"g295" 128 336 176 78 213 1975 566 662 271 640
"g296" 1509 764 446 469 1256 3469 2911 3181 7355 2735
"g297" 73774 141547 93689 66270 108825 220029 262631 179533 206493 169551
"g298" 4044 3257 8053 2136 4203 7153 20042 4627 8216 4988
"g299" 28 15 20 20 64 337 90 203 117 95
"g300" 2582 1451 3726 2474 3622 10379 21937 13064 18084 5774
"g301" 2 216 61 39 6 49 593 69 483 27
"g302" 1050 351 4676 421 1090 585 3575 3936 1295 5716
"g303" 46010 51287 36846 36312 60016 89273 77965 82093 81482 54729
"g304" 2846 3503 4524 2504 4149 6625 7585 8078 9157 4081
"g305" 2315 2643 4216 2128 5067 4410 6820 5060 5973 4150
"g306" 3169 5198 4568 3816 5627 10535 15177 12366 14678 11853
"g307" 5224 9723 3632 3578 3540 6867 3731 19594 9246 10701
"g308" 5035 10562 13282 8435 15066 35940 31525 31053 40221 13687
"g309" 647 887 1237 1070 2212 475 6650 1049 360 113
"g310" 60 154 33 60 227 207 305 281 253 198
"g311" 82 168 197 154 169 233 232 140 163 220
"g312" 179 328 233 283 368 371 609 874 1121 334
"g313" 4230 2826 5190 4762 7326 7013 7171 8313 8931 5755
"g314" 62223 142861 41834 77151 51118 39140 570498 83853 89139 37412
"g315" 19447 19889 13475 8076 22894 35047 48718 29244 35265 15906
"g316" 553 1082 1275 626 1503 1977 842 1020 1299 727
"g317" 1787 2073 2356 1284 2269 8589 7246 5791 6137 4187
"g318" 27 71 6 28 12 208 7 22 151 74
"g319" 2163 1874 4588 1780 4086 7035 6700 5711 8962 3000
"g320" 304 101 45 229 257 48 179 285 243 259
"g321" 5794 6720 10592 6328 8377 27245 32820 36099 34294 28004
"g322" 30352 14891 11312 9479 20650 28706 30396 25898 38209 76009
"g323" 624 1265 735 591 576 734 1413 1215 2709 1365
"g324" 2585 3927 5276 3098 6353 7780 9696 5796 8985 5543
"g325" 29509 58631 119128 29294 20077 113332 75713 43030 174656 42064
"g326" 3619 2540 3370 2286 5184 9740 10710 813 3088 2334
"g327" 142 1984 775 126 212 1200 2327 477 4404 857
"g328" 29 36 88 28 22 304 44 28 430 284
"g329" 467 781 1334 62 505 918 1447 1620 241 560
"g330" 0 238 0 70 8 64 0 56 32 4
"g331" 1422 403 900 240 476 2098 2057 645 748 594
"g332" 2272 5575 7306 3761 6472 8063 10231 8368 11407 10754
"g333" 768 338 1596 401 1203 1454 742 2544 1168 1284
"g334" 5557 12771 8548 5975 9337 18055 11863 17596 28556 11492
"g335" 6734 2838 6098 6230 2643 14319 15056 10803 43560 20547
"g336" 43 3 0 41 12 3 54 63 0 16
"g337" 591 1002 1570 582 1696 893 4895 3876 1801 3106
"g338" 5268 12525 6085 5958 7060 12436 9733 11111 12733 6648
"g339" 2179 4933 4724 2843 6433 7905 18856 5418 13537 6764
"g340" 3982 6909 5190 5905 9873 10293 8597 6558 7495 8236
"g341" 2171 6394 8368 7962 8412 4995 11715 12427 9182 8308
"g342" 6 1 1 0 0 1 19 20 50 321
"g343" 12251 12680 17660 7334 15467 21087 20303 15190 23049 21812
"g344" 3782 6008 6479 4941 3927 32882 24670 20113 34472 15664
"g345" 151 173 216 119 204 217 397 600 591 233
"g346" 9 53 54 23 71 10 196 11 33 63
"g347" 34 43 11 11 14 16 67 138 140 59
"g348" 1772 2567 2826 1638 2481 3737 3583 3736 4647 2285
"g349" 15465 19006 29481 17592 34257 23988 35399 32607 53352 35194
"g350" 6 20 29 45 30 34 198 16 79 9
"g351" 62 141 76 85 54 152 308 303 322 204
"g352" 198 289 137 121 168 458 279 396 438 158
"g353" 20997 16198 24657 17846 27579 33798 38424 42475 54963 33558
"g354" 190 259 381 119 351 417 632 547 547 495
"g355" 30699 55046 32010 22969 53964 126028 109867 101015 249782 78347
"g356" 31610 37957 41065 22516 57605 274782 137025 205553 223819 118787
"g357" 6748 6856 6686 5787 8036 22917 20380 15268 14116 10793
"g358" 1321 991 1683 1330 2409 3231 3012 3227 2609 2280
"g359" 5143 4833 5346 4159 7825 8932 5967 5609 8326 8838
"g360" 641 1625 2292 192 17 541 268 782 530 62
"g361" 126 0 82 140 389 85 71 27 107 232
"g362" 18663 16725 23406 15038 28114 35078 30969 24889 49747 35664
"g363" 642 488 455 294 718 986 931 733 2002 1927
"g364" 453 107 729 149 649 1025 745 628 171 820
"g365" 9179 9122 11245 6036 13147 20119 11704 16404 11539 10895
"g366" 262 652 584 385 670 2139 2574 1399 2481 1945
"g367" 334 207 226 231 297 956 789 842 876 766
"g368" 16 1378 187 53 26 0 0 712 25 14
"g369" 591 1137 1689 510 1456 3732 3453 4840 7630 3637
"g370" 86 157 97 8 351 163 237 93 325 154
"g371" 4192 3928 13591 8399 19259 15778 9981 5286 13961 6004
"g372" 27 78 76 66 93 0 24 1 388 159
"g373" 4886 7933 17542 10741 38760 11363 10238 64140 81137 4524
"g374" 367 222 302 197 189 123 345 304 237 637
"g375" 32 43 69 29 52 155 190 142 212 135
"g376" 1226 1164 149 2305 3247 3797 3434 7649 3864 3967
"g377" 15254 19455 35700 20524 20929 57221 38305 31618 62006 25540
"g378" 44569 31329 49374 31928 75240 83590 113334 80592 90444 50808
"g379" 336 239 239 284 518 1413 915 1715 2611 824
"g380" 153 588 607 325 651 2046 1918 1513 3038 588
"g381" 188 197 429 151 322 693 639 498 374 498
"g382" 1752 3204 1745 2427 581 3671 8607 4067 3198 642
"g383" 1233 2407 2153 1223 1160 8445 4730 17241 13883 7142
"g384" 469 215 510 58 25 508 374 349 363 175
"g385" 73 119 49 99 387 855 225 130 334 632
"g386" 3760 4324 1812 2403 3908 4190 13963 10495 9196 6533
"g387" 5 0 0 0 0 0 0 0 269 0
"g388" 153 26 133 136 186 110 116 367 111 141
"g389" 492 753 435 219 606 2335 1722 1102 1322 4877
"g390" 9052 12121 13149 7608 9967 16769 21549 18696 25164 19688
"g391" 4236 2446 3252 2150 5319 4270 5885 2695 9682 2998
"g392" 330 158 103 169 206 325 457 261 493 243
"g393" 17510 16838 25967 8805 14508 64571 55157 38169 40864 18574
"g394" 423 461 608 359 659 1489 1707 1076 1704 1033
"g395" 315 242 411 331 219 1400 2021 3216 2210 1222
"g396" 6301 9256 9297 6171 11190 20308 17125 5463 21115 16015
"g397" 159 354 331 145 280 163 523 440 526 233
"g398" 20737 28440 24985 23334 32329 48253 82633 51435 62719 32443
"g399" 87 158 29 54 0 51 83 355 215 55
"g400" 8 7 31 1 1 22 205 14 52 26
"g401" 3316 2585 4292 2840 5025 3792 7219 3447 9592 7511
"g402" 210 152 294 127 762 1047 393 101 450 658
"g403" 9715 9355 5664 6378 10230 33831 32419 17663 24852 28550
"g404" 2803 2803 3341 2231 4709 9605 7820 7906 14273 3405
"g405" 9797 10921 9427 6012 8315 13686 19029 16277 24482 7819
"g406" 175 586 2911 600 331 49 1163 1583 27 12341
"g407" 1 2 0 0 54 3 0 1 9 0
"g408" 0 70 8 2 65 473 1 2 65 31
"g409" 10225 13728 31729 7093 11949 46277 96987 29957 55654 41425
"g410" 32373 35172 42463 24801 30886 46438 87745 77973 68131 62310
"g411" 267 577 518 231 800 701 1185 1660 3086 1126
"g412" 2000 2973 4498 1517 7210 10223 4422 8066 8888 3078
"g413" 11546 12440 10971 6836 12158 3895 11011 6825 23758 8261
"g414" 1366 57 274 709 1066 0 549 426 4255 147
"g415" 88 135 109 521 161 865 156 1559 420 1400
"g416" 66368 58244 119805 57977 128222 95095 147816 169034 142859 113913
"g417" 4285 4321 8099 5121 6981 18611 22201 14054 21754 14544
"g418" 508 374 212 235 587 1416 1018 712 1571 451
"g419" 257 972 791 409 1028 2912 1483 2587 1778 2330
"g420" 11792 18404 20573 17885 45546 73606 55206 41378 70653 68937
"g421" 39228 40965 34839 26691 44992 261673 333287 141594 231433 146678
"g422" 934 810 755 523 1482 1073 1319 1359 1442 1045
"g423" 1206 801 1388 646 1212 1322 2475 485 2657 1140
"g424" 3188 2294 6310 3166 2889 7722 10813 5408 3491 6061
"g425" 2682 4020 2270 880 3898 8275 2422 4281 11957 7726
"g426" 16 8 5 15 232 207 126 361 221 48
"g427" 3034 6018 7070 3972 3567 9750 8195 3336 7957 7214
"g428" 28637 23075 21857 13350 24739 24477 19391 26993 57210 47344
"g429" 10240 18928 22680 6288 10143 27733 13191 9159 15930 7784
"g430" 4094 1660 4099 22168 53 1087 71340 101 4981 7589
"g431" 875 1427 2978 938 451 4545 2581 1299 3586 2270
"g432" 370 343 483 910 300 734 599 147 681 158
"g433" 447 400 483 181 737 723 1047 1887 1478 1744
"g434" 762 360 124 299 89 294 1263 286 940 543
"g435" 12 9 56 59 207 492 312 179 104 7
"g436" 10989 6853 17302 7939 14385 19545 29389 9189 8529 12412
"g437" 496 488 479 205 748 684 2160 282 814 671
"g438" 2940 2806 5981 3453 4005 5408 6861 5025 10796 9417
"g439" 127 10 1579 0 740 961 32 1457 1201 54
"g440" 79 4 0 7 12 138 36 212 17 193
"g441" 37 52 65 36 48 220 61 43 31 55
"g442" 1916 1241 1389 770 3534 674 3107 2306 802 1386
"g443" 3985 2844 4861 21167 12732 29935 3438 3077 9009 26041
"g444" 2604 5380 11673 3784 6294 4016 7573 8695 13975 14543
"g445" 1798 2110 850 1809 902 5423 2112 3021 366 3553
"g446" 8123 8650 9147 4703 12824 10879 12667 16080 15091 13044
"g447" 15 185 87 44 15 188 57 95 348 127
"g448" 36 442 2 216 44 3838 815 2794 1108 2047
"g449" 856 5314 11335 2392 2591 6569 871 1122 166 351
"g450" 2676 846 1870 799 1538 1726 5586 3296 3306 2705
"g451" 17 12 48 29 24 30 24 41 20 32
"g452" 8942 4279 5414 11227 9483 33085 22518 11557 19528 15912
"g453" 110 122 105 93 164 506 452 232 335 413
"g454" 3499 4477 4329 2015 5454 12958 15428 12121 18304 7673
